score	sound	cos	hops	seed	endpoint	chain
0.4941	0.904	0.453	6	oldest	ailes	en:oldest ≈ fr:elles est ~ fr:elles aise ≈ en:elders ~ en:elderly ≈ fr:aile relis ~ fr:ailes
0.4941	0.829	0.404	6	folding	sels	en:folding ~ en:fold ≈ fr:solde ~ fr:soldes ≈ en:sold ~ en:sells ≈ fr:sels
0.4941	0.912	0.458	6	switch	cette	en:switch ~ en:switching ≈ fr:souhait chine ~ fr:souhait in ≈ en:sweating ~ en:sweat ≈ fr:cette
0.4941	0.905	0.454	6	patches	pacs	en:patches ~ fr:patch ≈ en:parch ~ en:parker ≈ fr:parcs ~ en:parks ≈ fr:pacs
0.4941	0.870	0.432	6	expanding	expo	en:expanding ~ en:expansion ≈ fr:expose ~ en:expose ≈ fr:exposent ~ en:exposed ≈ fr:expo
0.4940	0.949	0.479	6	pics	pique	en:pics ~ fr:pics ≈ en:peak = fr:pic ≈ en:peek ~ en:peeked ≈ fr:pique
0.4940	0.892	0.446	6	exit art	révèle	en:exit art ≈ fr:existantes = en:existing ≈ fr:existent = en:exist ≈ fr:existe ~ fr:révèle
0.4939	0.911	0.458	5	laura	lords	en:laura = fr:laure ≈ en:lord ~ fr:lord ≈ en:lords ~ fr:lords
0.4939	0.857	0.424	3	sphere	sévères	en:sphere = fr:sphère ≈ en:severe = fr:sévères
0.4939	0.892	0.446	5	rolled	ordinaire	en:rolled = fr:roulé ≈ en:ruler = fr:règle ≈ en:regular = fr:ordinaire
0.4939	0.892	0.446	6	porters	d porte	en:porters ≈ fr:pot aise ~ fr:potes ≈ en:port ~ en:ports ≈ fr:porte ~ fr:d porte
0.4938	0.835	0.409	6	movie	cailloux	en:movie = fr:film ≈ en:feelings ~ en:feeling ≈ fr:file = en:queue ≈ fr:cailloux
0.4938	0.922	0.464	4	aural	orales	en:aural ≈ fr:oral ~ en:oral ≈ fr:orale ~ fr:orales
0.4938	0.898	0.450	6	resource	privilèges	en:resource ≈ fr:ries os ~ fr:pris os ≈ en:previous ~ en:previously ≈ fr:privilégie ~ fr:privilèges
0.4938	0.890	0.445	5	regrets	rigoureuse	en:regrets ~ fr:regrette ≈ en:regret ~ fr:regret ≈ en:rigorous = fr:rigoureuse
0.4938	0.945	0.477	6	references	dit	en:references ≈ fr:refrain six ~ fr:six ≈ en:seize ~ fr:seize ≈ en:says = fr:dit
0.4938	0.934	0.471	6	estimated	pari	en:estimated ≈ fr:estimait aide ~ fr:aident aide ≈ en:entered ~ en:enter ≈ fr:ensi ~ fr:pari
0.4938	0.910	0.457	3	vote	exprimé	en:vote ~ fr:vote ≈ en:voiced = fr:exprimé
0.4937	0.986	0.499	6	six	cède	en:six ~ fr:six ≈ en:seize ~ fr:seize ≈ en:says ~ en:said ≈ fr:cède
0.4936	0.936	0.473	2	needle	nid	en:needle ≈ fr:nid elle ~ fr:nid
0.4936	0.894	0.448	6	fake	foncé	en:fake = fr:fausse ≈ en:force ~ fr:force ≈ en:foresaw ~ en:foresee ≈ fr:foncé
0.4936	0.862	0.427	3	light	délice	en:light ~ fr:light ≈ en:delight = fr:délice
0.4935	0.884	0.442	6	exit	existe	en:exit ~ en:exit arse ≈ fr:existence ~ en:exists ≈ fr:existent = en:exist ≈ fr:existe
0.4935	0.889	0.445	6	founding	adresses	en:founding ~ en:founders ≈ fr:fanent aise ~ fr:adrets aise ≈ en:addresses ~ en:address ≈ fr:adresses
0.4935	0.926	0.467	6	wrestling	colis	en:wrestling = fr:catch ≈ en:cadge ~ fr:caddie ≈ en:cuddy ~ en:cully ≈ fr:colis
0.4935	0.842	0.414	5	portrait	standing	en:portrait ~ fr:portrait ≈ en:portrayed ~ en:starred ≈ fr:stands ~ fr:standing
0.4934	0.861	0.427	2	venue	vaine douze	en:venue ~ en:venues ≈ fr:vaine douze
0.4933	0.842	0.414	2	severe	verrerie	en:severe ~ en:severity ≈ fr:verrerie
0.4933	0.875	0.436	6	grease	trés	en:grease ≈ fr:grises ~ fr:grise ≈ en:greens = fr:verts ≈ en:very = fr:trés
0.4933	0.954	0.483	6	stelae	pénis	en:stelae ~ en:stela ≈ fr:stylé ~ en:pen ≈ fr:pennes ~ en:pennis ≈ fr:pénis
0.4932	0.896	0.450	6	streak	restreindre	en:streak ≈ fr:strictes ~ fr:stricte ≈ en:strict ~ fr:strict ≈ en:restrict = fr:restreindre
0.4932	0.933	0.471	4	exhort	s excès	en:exhort ≈ fr:exode = en:exodus ≈ fr:excès os ~ fr:s excès
0.4932	0.933	0.471	6	moony	mème	en:moony ≈ fr:muni ~ fr:munis ≈ en:mini ~ fr:mini ≈ en:meanie ~ fr:mème
0.4931	0.895	0.449	6	downward	mer	en:downward ≈ fr:tan oued ~ fr:oued ≈ en:word = fr:mot ≈ en:more ~ fr:mer
0.4931	0.905	0.455	6	tended	sain tes	en:tended ~ en:tends ≈ fr:thèse ~ fr:sain thèse ≈ en:centers ~ en:centre ≈ fr:sain tes
0.4931	0.930	0.470	6	assault	plaide	en:assault ~ en:assaulted ≈ fr:isolent aide ~ fr:plient aide ≈ en:pleaded ~ en:plead ≈ fr:plaide
0.4931	0.873	0.435	6	dummy	sait	en:dummy ≈ fr:demi ~ en:kay ≈ fr:quai ~ fr:vais ≈ en:vet ~ fr:sait
0.4931	0.812	0.393	3	advisory	en plaisait	en:advisory ~ en:advisor ≈ fr:et vases ~ fr:en plaisait
0.4930	0.943	0.477	6	paste	cale	en:paste = fr:coller ≈ en:caller ~ en:call ≈ fr:col ~ en:col ≈ fr:cale
0.4930	0.865	0.430	6	flame	tollé	en:flame ~ en:flames ≈ fr:flemme ~ fr:taule ≈ en:tall ~ en:taller ≈ fr:tollé
0.4930	0.874	0.436	3	ark	irlandaise	en:ark = fr:arche ≈ en:irish ~ fr:irlandaise
0.4930	0.927	0.468	6	blessed	guette	en:blessed = fr:béni ≈ en:beanie ~ en:bean ≈ fr:bine ~ en:gut ≈ fr:guette
0.4929	0.949	0.481	6	peek	correcte	en:peek ≈ fr:piquent ~ fr:piques ≈ en:peak = fr:crête ≈ en:correct ~ fr:correcte
0.4929	0.863	0.429	6	pop	passent	en:pop ~ fr:pop ≈ en:pope = fr:pape ≈ en:pipe ~ en:pipes ≈ fr:passent
0.4929	0.838	0.412	6	hurts	bide	en:hurts = fr:blesse ≈ en:blades ~ en:blade ≈ fr:bled ~ en:bleed ≈ fr:bide
0.4929	0.940	0.476	6	crews	coupent	en:crews ~ en:crew ≈ fr:coup ~ en:coup ≈ fr:coupe ~ en:coupe ≈ fr:coupent
0.4928	0.940	0.476	6	ported	lil	en:ported ≈ fr:petite ~ en:petit ≈ fr:petit ~ fr:lille ≈ en:lil ~ fr:lil
0.4928	0.951	0.482	6	cedars	der	en:cedars ≈ fr:scient aise ~ fr:scient ≈ en:si ~ fr:si ≈ en:se ~ fr:der
0.4928	0.939	0.475	6	exhort	semestre	en:exhort ≈ fr:exode = en:exodus ≈ fr:excès os ~ fr:sommets tes ≈ en:semester = fr:semestre
0.4927	0.912	0.460	5	crazy	laisser	en:crazy = fr:fou ≈ en:fewer ~ en:less ≈ fr:laisse ~ fr:laisser
0.4927	0.937	0.474	6	we	filon	en:we ≈ fr:oui ~ en:sim ≈ fr:cime ~ fr:cimes ≈ en:seam = fr:filon
0.4927	0.873	0.436	5	awkward	résonne	en:awkward ≈ fr:oc oued ~ fr:oie ≈ en:why ~ en:reason ≈ fr:résonne
0.4926	0.938	0.475	2	auras	zeitung	en:auras ≈ fr:horace ~ fr:zeitung
0.4926	0.936	0.474	3	football	fait bol	en:football ~ en:footballer ≈ fr:fait bolée ~ fr:fait bol
0.4926	0.841	0.414	6	didnt	sis oeuf	en:didnt ~ en:did ≈ fr:dites = en:say ≈ fr:c ~ en:cf ≈ fr:sis oeuf
0.4926	0.895	0.450	6	lane	prolongé	en:lane ≈ fr:line ~ en:line ≈ fr:lacs haines ~ fr:axent haines aide ≈ en:extended = fr:prolongé
0.4925	0.875	0.437	5	every	craie	en:every = fr:chaque ≈ en:shock ~ fr:choque ≈ en:chalk = fr:craie
0.4925	0.905	0.456	6	pattern	sentence	en:pattern ≈ fr:peut haine ~ fr:sait haine ≈ en:certain = fr:certaines ≈ en:sentence ~ fr:sentence
0.4925	0.920	0.465	6	pool	cocher	en:pool ≈ fr:poule = en:chicken ≈ fr:tchèque ~ fr:tchèques ≈ en:check = fr:cocher
0.4925	0.897	0.451	5	finish	met aide	en:finish ~ fr:finish ≈ en:finished ~ en:completed ≈ fr:con plient aide ~ fr:met aide
0.4924	0.907	0.457	6	quantity	née	en:quantity ≈ fr:quad tee ~ fr:quad ≈ en:required ~ en:necessary ≈ fr:nés serez ~ fr:née
0.4924	0.909	0.458	6	count	reste	en:count ~ en:counted ≈ fr:gagnent aide ~ fr:baissent aide ≈ en:busted ~ en:wrested ≈ fr:reste
0.4923	0.892	0.448	5	rolled	régulière	en:rolled = fr:roulé ≈ en:ruler = fr:règle ≈ en:regular = fr:régulière
0.4922	0.892	0.448	6	evil	ta	en:evil = fr:mal ≈ en:mild = fr:doux ≈ en:du ~ en:ti ≈ fr:ta
0.4922	0.922	0.466	6	simply	country	en:simply ≈ fr:sain plie ~ fr:sain joli ≈ en:essentially ~ en:basically ≈ fr:pays clé ~ fr:country
0.4922	0.824	0.403	2	voiced	vote	en:voiced ~ en:voice ≈ fr:vote
0.4922	0.900	0.453	6	guild	elle	en:guild = fr:guilde ≈ en:healed ~ en:heal ≈ fr:il ~ en:el ≈ fr:elle
0.4921	0.903	0.455	5	president	pressentiment	en:president ~ fr:président ≈ en:precede ~ fr:précède ≈ en:preset ~ fr:pressentiment
0.4921	0.929	0.470	6	phase	fil	en:phase ~ fr:phase ≈ en:files ~ fr:filer ≈ en:feeler ~ en:feel ≈ fr:fil
0.4921	0.895	0.450	6	foot	ligues	en:foot ~ en:feet ≈ fr:fuites = en:leak ≈ fr:ligue = en:league ≈ fr:ligues
0.4921	0.897	0.451	6	matches	succursale	en:matches ≈ fr:mat chaise ~ fr:bradent chaise ≈ en:branches ~ fr:branches ≈ en:branch = fr:succursale
0.4921	0.901	0.454	6	questions	scènes	en:questions ~ fr:questions ≈ en:get your ~ fr:sain digne ≈ en:sending ~ en:send ≈ fr:scènes
0.4921	0.917	0.463	6	retreat	lin dos	en:retreat ~ en:wander ≈ fr:van des ~ fr:lin des ≈ en:lender ~ en:lenders ≈ fr:lin dos
0.4920	0.875	0.438	6	agree	gré haines	en:agree ~ en:agrees ≈ fr:grises ~ fr:grise ≈ en:grains ~ en:grain ≈ fr:gré haines
0.4920	0.944	0.479	6	share	dé	en:share ≈ fr:chers = en:dear ≈ fr:dits ~ fr:dit ≈ en:di ~ fr:dé
0.4919	0.876	0.438	3	severe	cendrillon	en:severe ~ en:severity ≈ fr:verrerie ~ fr:cendrillon
0.4918	0.901	0.454	6	cooed	coups	en:cooed ≈ fr:coudes ~ fr:coude ≈ en:crewed ~ en:crew ≈ fr:coup ~ fr:coups
0.4918	0.936	0.475	6	miniature	chaise	en:miniature ≈ fr:mènent chez ~ fr:liguent chez ≈ en:lecture ~ en:lectures ≈ fr:liguent chaise ~ fr:chaise
0.4918	0.886	0.445	6	deceive	en de	en:deceive ≈ fr:dis ive ~ fr:ève ≈ en:of ~ fr:de ≈ en:de ~ fr:en de
0.4918	0.909	0.459	6	green	eiffel	en:green ~ fr:green ≈ en:grin ~ en:smile ≈ fr:mal = en:evil ≈ fr:eiffel
0.4917	0.922	0.467	6	spider	bites	en:spider ~ fr:spider ≈ en:speed ~ fr:vitesse ≈ en:beaters ~ en:beat ≈ fr:bites
0.4916	0.957	0.486	6	greatest	gourmand	en:greatest ≈ fr:créent est ~ fr:créent êtes ≈ en:credit ~ fr:crédit ≈ en:greedy = fr:gourmand
0.4916	0.855	0.425	6	sources	bonne	en:sources ~ en:source ≈ fr:sauce ~ en:sauce ≈ fr:os = en:bone ≈ fr:bonne
0.4916	0.803	0.388	5	reservoir	solde	en:reservoir ≈ fr:raies vois ~ fr:verra ≈ en:veteran ~ en:soldier ≈ fr:solde
0.4916	0.882	0.443	6	type	coudes	en:type ~ fr:type ≈ en:tape = fr:cassette ≈ en:cosset ~ en:coot ≈ fr:coudes
0.4915	0.858	0.427	2	it aura	attila	en:it aura ≈ fr:instaurer ~ fr:attila
0.4915	0.870	0.435	6	brains	sem	en:brains ~ fr:cervelle ≈ en:settle ~ en:settling ≈ fr:certaines = en:some ≈ fr:sem
0.4915	0.950	0.483	4	wizard	dévouée	en:wizard ≈ fr:ouais aide ~ fr:devait aide ≈ en:devoted = fr:dévouée
0.4914	0.929	0.471	6	referenced	seine	en:referenced ~ en:references ≈ fr:refrain six ~ fr:six ≈ en:sees ~ en:seen ≈ fr:seine
0.4914	0.900	0.454	6	error	routine	en:error ~ en:errors ≈ fr:aise ~ fr:ruent aise ≈ en:rooters ~ en:rooting ≈ fr:routine
0.4913	0.873	0.437	6	cursed	quais aise	en:cursed ~ en:curse ≈ fr:caisse ~ fr:caisses ≈ en:kiss ~ en:kisses ≈ fr:quais aise
0.4912	0.930	0.472	3	discreet your	dis crabe	en:discreet your ≈ fr:description ~ en:describe ≈ fr:dis crabe
0.4912	0.864	0.432	6	strategy	étoilé	en:strategy ≈ fr:strates chie ~ fr:stade ≈ en:stand ~ fr:stands ≈ en:starred = fr:étoilé
0.4911	0.892	0.449	6	despite	pet	en:despite ≈ fr:dis pâte ~ fr:pâte ≈ en:pint = fr:pinte ≈ en:pet ~ fr:pet
0.4911	0.883	0.444	5	sale	verte	en:sale = fr:soldes ≈ en:sold ~ en:sells ≈ fr:selles ~ fr:verte
0.4911	0.916	0.464	2	canal	ndiaye	en:canal ≈ fr:quenelle ~ fr:ndiaye
0.4911	0.863	0.431	6	forward	fax	en:forward ~ en:forwards ≈ fr:force ~ en:force ≈ fr:fox ~ en:fox ≈ fr:fax
0.4911	0.816	0.398	3	shook	installée	en:shook = fr:serré ≈ en:setup ~ fr:installée
0.4910	0.864	0.432	6	wherever	aise	en:wherever ~ en:anywhere ≈ fr:un air ~ fr:air ≈ en:error ~ en:errors ≈ fr:aise
0.4910	0.935	0.475	6	steals	pénis	en:steals ~ en:steal ≈ fr:stylé ~ en:pen ≈ fr:pennes ~ en:pennis ≈ fr:pénis
0.4910	0.875	0.439	6	cl	celle	en:cl ~ fr:cl ≈ en:sale = fr:soldes ≈ en:sold ~ en:sells ≈ fr:celle
0.4910	0.887	0.447	6	roll	contrôle	en:roll ~ fr:roll ≈ en:troll ~ fr:con troll ≈ en:control ~ en:controls ≈ fr:contrôle
0.4910	0.891	0.449	6	class	claque	en:class ~ en:classes ≈ fr:close ~ en:closing ≈ fr:clous in ~ en:cluck ≈ fr:claque
0.4909	0.831	0.409	5	flights	broadway	en:flights ~ en:flight ≈ fr:flottes ~ fr:brodé ≈ en:broadway ~ fr:broadway
0.4908	0.944	0.480	6	fare	honoraires	en:fare ≈ fr:faire ~ fr:faites ≈ en:fit ~ fr:fit ≈ en:fee = fr:honoraires
0.4908	0.835	0.412	6	mark	maximum	en:mark = fr:marque ≈ en:markers ~ en:marks ≈ fr:max ~ en:maximum ≈ fr:maximum
0.4908	0.967	0.492	6	testes	dis aise	en:testes ~ fr:testes ≈ en:test ~ fr:test ≈ en:dissed ~ en:disses ≈ fr:dis aise
0.4908	0.919	0.466	6	pipe	cils	en:pipe ~ fr:pipe ≈ en:people ~ en:folk ≈ fr:phoque = en:seal ≈ fr:cils
0.4907	0.943	0.480	6	forwards	forte	en:forwards ~ en:forward ≈ fr:for ~ en:for ≈ fr:fort ~ en:fort ≈ fr:forte
0.4907	0.960	0.489	6	reeding	rient aise	en:reeding ~ en:reed ≈ fr:rides ~ fr:ride ≈ en:reader ~ en:readers ≈ fr:rient aise
0.4906	0.845	0.419	6	freeman	offrant	en:freeman ≈ fr:frime ~ fr:frémit ≈ en:freebie ~ en:free ≈ fr:offrit ~ fr:offrant
0.4906	0.827	0.407	5	outdoor	ass	en:outdoor ~ en:outside ≈ fr:as as ~ fr:as ≈ en:ass ~ fr:ass
0.4906	0.813	0.397	2	cheated	gîte	en:cheated ~ en:cheat ≈ fr:gîte
0.4905	0.938	0.477	5	honors	ans	en:honors ~ en:honored ≈ fr:anode ~ en:anise ≈ fr:anis ~ fr:ans
0.4905	0.825	0.405	6	producer	cesser	en:producer ≈ fr:prêt user ~ fr:accès ≈ en:successor ~ en:predecessor ≈ fr:prient cessé ~ fr:cesser
0.4905	0.912	0.462	6	bites	dicte	en:bites ~ fr:bite ≈ en:beats ~ en:beat ≈ fr:bites = en:dicks ≈ fr:dicte
0.4904	0.979	0.499	4	quin	queen	en:quin ≈ fr:couine ~ fr:couines ≈ en:queen ~ fr:queen
0.4904	0.920	0.467	6	yourself	suède	en:yourself ≈ fr:ions elfes ~ fr:elfes ≈ en:self ~ fr:self ≈ en:sylph ~ fr:suède
0.4904	0.878	0.441	6	affects	sexes	en:affects ~ en:effects ≈ fr:secte ~ en:sect ≈ fr:sexe ~ en:sex ≈ fr:sexes
0.4904	0.955	0.487	6	cs	pot elle	en:cs ≈ fr:sis ès ~ fr:ries il ≈ en:reseal ~ en:resell ≈ fr:ries elle ~ fr:pot elle
0.4904	0.837	0.414	6	expand	exposés	en:expand ~ en:expanding ≈ fr:expédie ~ en:expedition ≈ fr:expose ~ en:expose ≈ fr:exposés
0.4903	0.897	0.453	6	patch	paquet	en:patch ~ fr:patch ≈ en:parch ~ en:parker ≈ fr:parcs ~ en:parky ≈ fr:paquet
0.4903	0.899	0.455	6	stree	stressée	en:stree ~ en:strep ≈ fr:strip ~ en:strips ≈ fr:stresse ~ en:stress ≈ fr:stressée
0.4903	0.944	0.481	6	transmitted	poilu	en:transmitted ≈ fr:traînes met aide ~ fr:plient aide ≈ en:pleaded ~ en:plead ≈ fr:plaide ~ fr:poilu
0.4903	0.813	0.397	3	larry	chéri	en:larry ~ en:jerry ≈ fr:chérie ~ fr:chéri
0.4902	0.895	0.452	6	founder	adresse	en:founder ~ en:founders ≈ fr:fanent aise ~ fr:adrets aise ≈ en:addresses ~ en:address ≈ fr:adresse
0.4902	0.899	0.455	6	pale	tiède	en:pale ~ fr:pale ≈ en:pile = fr:tas ≈ en:tie ~ en:tiered ≈ fr:tiède
0.4901	0.893	0.451	3	sorest	loft	en:sorest ≈ fr:soft ~ en:soft ≈ fr:loft
0.4901	0.907	0.460	6	wedgie	brisées	en:wedgie ~ fr:bridé ≈ en:breeder ~ en:breeds ≈ fr:brise = en:breeze ≈ fr:brisées
0.4900	0.960	0.490	6	sensible	cloche	en:sensible ≈ fr:saines belle ~ fr:belles ≈ en:belle ~ fr:belle ≈ en:bell = fr:cloche
0.4900	0.899	0.455	6	landmark	pers	en:landmark = fr:repère ≈ en:repair ~ en:repairs ≈ fr:pair ~ en:pair ≈ fr:pers
0.4900	0.948	0.483	2	moot ash	moustaches	en:moot ash ≈ fr:moustache ~ fr:moustaches
0.4899	0.884	0.446	2	frontier	tee	en:frontier ≈ fr:frein tee ~ fr:tee
0.4898	0.879	0.443	5	dele	lily	en:dele ~ fr:lui ≈ en:louis ~ fr:louis ≈ en:lily ~ fr:lily
0.4897	0.829	0.409	6	reservoir	soldes	en:reservoir ≈ fr:raies vois ~ fr:verra ≈ en:veteran ~ en:soldier ≈ fr:solde ~ fr:soldes
0.4897	0.799	0.387	6	roman	robot	en:roman ~ fr:romane ≈ en:romance ~ fr:romance ≈ en:robots ~ en:robot ≈ fr:robot
0.4897	0.867	0.435	6	racking	test	en:racking ~ en:racked ≈ fr:actes = en:deeds ≈ fr:dises ~ en:dissed ≈ fr:test
0.4897	0.895	0.453	2	goals	gaule	en:goals ~ en:goal ≈ fr:gaule
0.4896	0.909	0.461	6	switching	souhaité	en:switching ≈ fr:souhait chine ~ fr:souhait in ≈ en:sweating ~ en:sweat ≈ fr:souhaites ~ fr:souhaité
0.4896	0.942	0.480	6	setter	définir	en:setter ≈ fr:synthé ~ fr:synthèse ≈ en:setters ~ fr:sets ≈ en:set = fr:définir
0.4896	0.944	0.481	6	mistress	atterrir	en:mistress ≈ fr:mais tresses ~ en:tress ≈ fr:tresses ~ en:tresses ≈ fr:trais aise ~ fr:atterrir
0.4896	0.881	0.444	5	deep	prêtes	en:deep ~ fr:profonde ≈ en:preferred ~ en:prefers ≈ fr:prêt aise ~ fr:prêtes
0.4895	0.891	0.451	6	leaped	levier	en:leaped ≈ fr:lift ~ fr:lifting ≈ en:lifting = fr:lever ≈ en:levee ~ fr:levier
0.4895	0.852	0.425	5	depth	prêt	en:depth ~ fr:profonde ≈ en:preferred ~ en:prefers ≈ fr:prêt aise ~ fr:prêt
0.4895	0.847	0.422	6	effect	sexy	en:effect ~ en:effects ≈ fr:secte ~ en:sect ≈ fr:sexe ~ en:sex ≈ fr:sexy
0.4895	0.906	0.460	6	performer	forment	en:performer ~ en:performing ≈ fr:former ~ en:former ≈ fr:forme = en:form ≈ fr:forment
0.4894	0.879	0.443	3	cruel	essentiels	en:cruel ~ fr:cruel ≈ en:crucial ~ fr:essentiels
0.4894	0.866	0.435	5	flats	pigé	en:flats ~ en:flat ≈ fr:flûte = en:flute ≈ fr:flou ~ fr:pigé
0.4894	0.871	0.438	6	starred	traité	en:starred ~ en:portrayed ≈ fr:pot raid ~ fr:raid ≈ en:tread ~ en:treader ≈ fr:traité
0.4894	0.882	0.445	5	views	ça	en:views ~ en:view ≈ fr:vous ~ en:ti ≈ fr:tas ~ fr:ça
0.4894	0.939	0.479	6	sending	sise	en:sending ~ en:send ≈ fr:seine ~ fr:seines ≈ en:seen ~ en:sees ≈ fr:sise
0.4893	0.952	0.486	6	cedars	ist	en:cedars ≈ fr:scient aise ~ fr:scient ≈ en:si ~ fr:si ≈ en:se ~ fr:ist
0.4892	0.960	0.490	6	lesson	an	en:lesson ≈ fr:laids haine ~ fr:haine ≈ en:in ~ fr:in ≈ en:an ~ fr:an
0.4892	0.867	0.436	5	referred	rient hélas	en:referred ~ en:referenced ≈ fr:retraite = en:retired ≈ fr:rient aède ~ fr:rient hélas
0.4891	0.916	0.466	6	scattered	collant	en:scattered ≈ fr:skient aide ~ fr:skie ≈ en:ski ~ fr:ski ≈ en:sticky = fr:collant
0.4891	0.940	0.480	3	football	brisant	en:football ~ en:footballer ≈ fr:fait bolée ~ fr:brisant
0.4891	0.933	0.476	6	bets	pise	en:bets ~ fr:bettes ≈ en:pet ~ fr:pies ≈ en:pee ~ en:pees ≈ fr:pise
0.4889	0.921	0.469	6	phlegm	comme	en:phlegm ≈ fr:flemme ~ fr:taule ≈ en:told ~ en:tell ≈ fr:telle ~ fr:comme
0.4889	0.864	0.434	6	grant	cid	en:grant ~ en:granted ≈ fr:grande ~ en:gran ≈ fr:graines = en:seed ≈ fr:cid
0.4889	0.920	0.469	2	automatic	élevés	en:automatic ≈ fr:hautement hic ~ fr:élevés
0.4888	0.875	0.441	6	possessed	proc	en:possessed ≈ fr:paix est ~ fr:paix ≈ en:per ~ en:pro ≈ fr:pro ~ fr:proc
0.4888	0.912	0.464	6	floss	lient aise	en:floss ≈ fr:place ~ en:place ≈ fr:places ~ en:places ≈ fr:plaies aise ~ fr:lient aise
0.4888	0.901	0.458	6	kindness	pays	en:kindness ≈ fr:cannes noces ~ fr:cannes ≈ en:khan ~ fr:khan tri ≈ en:country = fr:pays
0.4888	0.938	0.479	6	success	sexuellement	en:success ≈ fr:secs ace ~ en:secs ≈ fr:sexe ~ fr:sexes ≈ en:sex ~ fr:sexuellement
0.4887	0.923	0.470	6	messages	met chez	en:messages ≈ fr:messes chaise ~ fr:feignent chaise ≈ en:ventures ~ en:venture ≈ fr:feignent chez ~ fr:met chez
0.4887	0.881	0.445	6	wizard	let	en:wizard ≈ fr:ouais aide ~ fr:fait aide ≈ en:fitted ~ fr:laid ≈ en:let ~ fr:let
0.4887	0.885	0.448	6	precede	drôle	en:precede ≈ fr:président = en:chairman ≈ fr:termine ~ fr:finie ≈ en:funny ~ fr:drôle
0.4887	0.816	0.401	5	purse	compacte	en:purse ~ en:pocket ≈ fr:pacte = en:compact ≈ fr:compact ~ fr:compacte
0.4887	0.905	0.460	6	well	celle	en:well = fr:bah ≈ en:bye ~ fr:bye ≈ en:buyer ~ en:sellers ≈ fr:celle
0.4887	0.865	0.435	6	lips	laid anses	en:lips ~ fr:lèvres ≈ en:letter ~ fr:lettre ≈ en:let ~ en:lets ≈ fr:laid anses
0.4887	0.898	0.456	4	corder	robe	en:corder ≈ fr:corde ~ en:rope ≈ fr:robes ~ fr:robe
0.4887	0.881	0.445	5	player	toutou	en:player ~ en:players ≈ fr:plaise ~ en:stuart ≈ fr:toute ~ fr:toutou
0.4886	0.935	0.477	3	maternal	meta	en:maternal ~ fr:mères ≈ en:meta ~ fr:meta
0.4885	0.893	0.453	6	brede	prévisibles	en:brede ≈ fr:bride ~ en:bride ≈ fr:brade ~ en:brady ≈ fr:prédit ~ fr:prévisibles
0.4885	0.836	0.416	5	guard	rassemblés	en:guard = fr:garde ≈ en:guided ~ fr:guide ≈ en:gathered = fr:rassemblés
0.4884	0.882	0.446	6	remainder	presse	en:remainder ~ fr:restent ≈ en:pressed ~ fr:pressing ≈ en:pressing ~ en:presses ≈ fr:presse
0.4884	0.876	0.442	6	golden	est nique	en:golden ~ fr:golden ≈ en:gawd en ~ fr:s ri ≈ en:ethnicity ~ en:ethnic ≈ fr:est nique
0.4884	0.856	0.429	6	floors	tanner	en:floors = fr:sols ≈ en:soil = fr:sol ≈ en:small ~ en:tiny ≈ fr:tanner
0.4884	0.903	0.459	6	dram	binaires	en:dram ≈ fr:drame ~ fr:drames ≈ en:drum = fr:batterie ≈ en:binary = fr:binaires
0.4883	0.950	0.486	3	spoiled	livrer	en:spoiled = fr:gâté ≈ en:carter ~ fr:livrer
0.4883	0.891	0.452	5	team	qué	en:team = fr:équipe ≈ en:keep ~ en:kept ≈ fr:quête ~ fr:qué
0.4883	0.835	0.415	6	apply	but formes	en:apply ~ en:applied ≈ fr:plate = en:platform ≈ fr:plateformes ~ en:platforms ≈ fr:but formes
0.4882	0.842	0.420	2	arriving	rafle	en:arriving ~ en:arrival ≈ fr:rafle
0.4882	0.890	0.451	6	improved	prouve	en:improved ~ en:improves ≈ fr:un prouvent ~ fr:prouvent ≈ en:prove ~ en:proves ≈ fr:prouve
0.4882	0.948	0.485	6	pics	caresse	en:pics ~ fr:pics ≈ en:peak = fr:crête ≈ en:caressed ~ en:caress ≈ fr:caresse
0.4882	0.905	0.461	6	xu	mais in	en:xu ~ fr:mincie ≈ en:messy ~ en:mess ≈ fr:messes ~ en:messing ≈ fr:mais in
0.4881	0.957	0.490	6	an	leçons	en:an ≈ fr:in ~ en:in ≈ fr:haine ~ fr:laids haine ≈ en:lesson ~ fr:leçons
0.4881	0.873	0.441	6	polite	strictes	en:polite = fr:polis ≈ en:purely ~ en:strictly ≈ fr:strict ~ en:strict ≈ fr:strictes
0.4881	0.841	0.420	6	leads	spectacle	en:leads = fr:prospects ≈ en:prospects ~ en:prospect ≈ fr:respectent ~ en:respectable ≈ fr:spectacle
0.4881	0.831	0.413	6	provisional	un lie	en:provisional ≈ fr:près chenal ~ fr:un fort chenal ≈ en:unfortunately ~ en:sadly ≈ fr:et lie ~ fr:un lie
0.4881	0.911	0.464	6	tiny	flores	en:tiny ~ en:small ≈ fr:sols = en:soil ≈ fr:sol = en:floor ≈ fr:flores
0.4881	0.872	0.440	6	brains	sam	en:brains ~ fr:cervelle ≈ en:settle ~ en:settling ≈ fr:certaines = en:some ≈ fr:sam
0.4880	0.966	0.495	6	sea	semis	en:sea ≈ fr:si ~ en:si ≈ fr:scient ~ fr:scient in ≈ en:seeding = fr:semis
