combined	sound	semantic	band	en	fr	flags	en_ipa	fr_ipa
0.612	0.904	0.353	related	landed	lin dites	multiword	lændɪd	lɛ̃ dit
0.612	0.786	0.556	close	near	nids		niə	ni
0.612	0.785	0.558	close	crude	croûte		kɹuːd	kʁut
0.611	0.952	0.285	unrelated	ought eel	hostiles	multiword	ɔːtiːl	ɔstil
0.611	0.781	0.566	close	greet	rites		ɡɹiːt	ʁit
0.611	0.73	0.675	close	done	dan		dʌn	dan
0.611	0.915	0.336	unrelated	deadline	dès lad	multiword	dɛdlaɪn	dɛ lad
0.611	0.929	0.316	unrelated	merger	met chez	multiword	mɜːdʒɐ	mɛ ʃe
0.611	0.928	0.317	unrelated	creativity	créait éviter	multiword	kɹiːeɪtɪvɪti	kʁeɛ evite
0.611	0.92	0.329	unrelated	nears	niaise	generative	niəz	njɛz
0.611	0.93	0.314	unrelated	requested	recoins tête	multiword	ɹɪkwɛstɪd	ʁəkwɛ̃ tɛt
0.611	0.918	0.331	unrelated	atmosphere	admets fi	multiword	ætməsfiə	admɛ fi
0.611	0.781	0.565	close	self	selles		sɛlf	sɛl
0.611	0.781	0.565	close	terry	terre		tɛɹi	tɛʁ
0.611	0.925	0.321	unrelated	electron	liguent rhône	multiword	ɪlɛktɹɒn	liɡ ʁon
0.611	0.781	0.564	close	norms	nomment		nɔːmz	nɔm
0.611	0.73	0.673	close	feat	vite		fiːt	vit
0.611	0.902	0.354	related	cording	comptine	generative	kɔːdɪŋ	kɔ̃tin
0.611	0.955	0.279	unrelated	centered	saignent aide	multiword	sɛntəd	sɛɲ ɛd
0.611	0.938	0.302	unrelated	teaching	dit chine	multiword	tiːtʃɪŋ	di ʃin
0.610	0.943	0.295	unrelated	lesbian	les bine	multiword	lɛsbiən	le bin
0.610	0.943	0.295	unrelated	successes	secs incise	multiword	səksɛsɪz	sɛk ɛ̃siz
0.610	0.976	0.251	unrelated	forepeak	phobique	generative	fɔːpiːk	fɔbik
0.610	1.0	0.221	unrelated	beef	biffes		biːf	bif
0.610	0.956	0.277	unrelated	portal	pot elle	multiword	pɔːtəl	po ɛl
0.610	0.781	0.563	close	temp	thème		tɛmp	tɛm
0.610	0.943	0.294	unrelated	coaches	coud chaise	multiword	kəʊtʃɪz	ku ʃɛz
0.610	0.827	0.475	related	except	acceptent		ɛksɛpt	aksɛpt
0.610	0.822	0.484	related	quest	couette		kwɛst	kwɛt
0.610	0.781	0.562	close	lord	lors		lɔːd	lɔʁ
0.610	0.833	0.465	related	live	lave		laɪv	lav
0.610	0.96	0.271	unrelated	sixty	secs tee	multiword	sɪksti	sɛk ti
0.610	0.918	0.329	unrelated	erected	irriguent aide	multiword	ɪɹɛktɪd	iʁiɡ ɛd
0.610	0.94	0.297	unrelated	skat	skate	generative	skæt	skɛt
0.610	0.925	0.318	unrelated	maternity	matin tee	multiword	mətɜːnɪti	matɛ̃ ti
0.610	0.96	0.270	unrelated	censors	sain seize	multiword,generative	sɛnsəz	sɛ̃ sɛz
0.610	0.921	0.324	unrelated	pornography	bon agrafer	multiword	pɔːnɒɡɹəfi	bɔ̃ aɡʁafe
0.610	0.833	0.464	related	ivy	avis		aɪvi	avi
0.609	0.74	0.647	close	don	dan		dɒn	dan
0.609	0.94	0.297	unrelated	kindness	cannes noces	multiword	kaɪndnəs	kan nɔs
0.609	0.73	0.670	close	pet	peinte		pɛt	pɛ̃t
0.609	0.785	0.553	close	main	mes haines	multiword	meɪn	meɛn
0.609	0.935	0.303	unrelated	society	ces haïti	multiword	səsaɪəti	sɛ aiti
0.609	0.781	0.560	close	creep	cris		kɹiːp	kʁi
0.609	0.781	0.560	close	realm	rem		ɹɛlm	ʁɛm
0.609	0.952	0.280	unrelated	retired	rient aède	multiword	ɹɪtaɪəd	ʁi aɛd
0.609	0.797	0.529	related	lecturer	lecteurs		lɛktʃəɹɐ	lɛktœʁ
0.609	0.833	0.462	related	pose	posent	cognate	pəʊz	poz
0.609	0.945	0.289	unrelated	displays	dis plaise	multiword	dɪspleɪz	di plɛz
0.609	0.781	0.560	close	fools	foules		fuːlz	ful
0.609	0.833	0.462	related	prey	pré		pɹeɪ	pʁe
0.609	0.944	0.290	unrelated	lending	lin digne	multiword	lɛndɪŋ	lɛ̃ diɲ
0.609	0.822	0.482	related	press	presque		pɹɛs	pʁɛsk
0.609	0.827	0.472	related	except	acceptes		ɛksɛpt	aksɛpt
0.609	1.0	0.218	unrelated	beef	biffe		biːf	bif
0.609	0.983	0.239	unrelated	retailer	rient ailé	multiword	ɹiːteɪlɐ	ʁi ele
0.609	0.781	0.559	close	mommy	mimi		mɒmi	mimi
0.609	0.92	0.323	unrelated	networks	nid vexe	multiword	nɛtwɜːks	ni vɛks
0.609	0.781	0.559	close	nest	nettes		nɛst	nɛt
0.609	0.85	0.432	related	street	strict		stɹiːt	stʁikt
0.609	0.781	0.559	close	many	mène		mɛni	mɛn
0.609	0.781	0.558	close	lent	laine		lɛnt	lɛn
0.608	0.73	0.667	close	dos	denses		dɒs	dɑ̃s
0.608	0.975	0.248	unrelated	teller	télé	generative	tɛlɐ	tele
0.608	0.793	0.534	related	cart	kart		kɑːt	kaʁt
0.608	0.904	0.346	unrelated	victim	piquent aime	multiword	vɪktɪm	pik ɛm
0.608	0.928	0.311	unrelated	pallet in	palestine	multiword	pælɪtɪn	palɛstin
0.608	0.781	0.558	close	speak	pique		spiːk	pik
0.608	0.833	0.460	related	guys	gaz		ɡaɪz	ɡaz
0.608	0.94	0.294	unrelated	veteran	fait reine	multiword	vɛtəɹən	fɛ ʁɛn
0.608	0.77	0.580	close	funny	finit		fʌni	fini
0.608	0.822	0.480	related	trend	traîne		tɹɛnd	tʁɛn
0.608	0.905	0.344	unrelated	beaters	vitesse	generative	biːtəz	vitɛs
0.608	0.93	0.308	unrelated	defending	divin digne	multiword	dɪfɛndɪŋ	divɛ̃ diɲ
0.608	0.781	0.557	close	false	folles		fɒls	fɔl
0.608	0.97	0.254	unrelated	bruise	brousse	generative	bɹuːz	bʁus
0.608	0.96	0.267	unrelated	instructor	haines tracter	multiword	ɪnstɹʌktɐ	ɛn tʁakte
0.608	0.923	0.317	unrelated	boulevard	boules andes	multiword	buːlɪvɑːd	bul ɑ̃d
0.608	0.81	0.500	related	legal	lies gal	multiword	liːɡəl	liɡal
0.608	0.92	0.321	unrelated	website	limbes hâte	multiword	wɛbsaɪt	lɛ̃b at
0.608	0.785	0.548	related	stud	stades		stʌd	stad
0.607	1.0	0.215	unrelated	sheep	chipes		ʃiːp	ʃip
0.607	0.911	0.334	unrelated	choc	jack	generative	tʃɒk	dʒak
0.607	0.96	0.265	unrelated	itself	êtes elfes	multiword	ɪtsɛlf	ɛt ɛlf
0.607	0.926	0.312	unrelated	binding	ban digne	multiword	baɪndɪŋ	bɑ̃ diɲ
0.607	0.822	0.478	related	moron	morne		mɔːɹɒn	mɔʁn
0.607	0.77	0.578	close	mist	must		mɪst	mœst
0.607	0.802	0.515	related	exploit	explore		ɛksplɔɪt	ɛksplɔʁ
0.607	0.892	0.362	related	mortar	more		mɔːtɐ	mɔʁ
0.607	1.0	0.215	unrelated	lease	lys		liːs	lis
0.607	0.73	0.664	close	sack	sacs		sæk	sak
0.607	0.933	0.302	unrelated	boundary	ban doré	multiword	baʊndəɹi	bɑ̃ dɔʁe
0.607	0.926	0.311	unrelated	properties	frappait aise	multiword	pɹɒpətɪz	fʁapɛ ɛz
0.607	0.781	0.555	close	spell	selle		spɛl	sɛl
0.607	0.925	0.312	unrelated	suing	swing	generative	suːɪŋ	swiŋ
0.607	0.95	0.278	unrelated	capture	campent chez	multiword	kæptʃɐ	kɑ̃p ʃe
0.607	0.936	0.297	unrelated	extensive	axent haines ive	multiword	ɛkstɛnsɪv	aks ɛn iv
0.607	0.914	0.328	unrelated	bonding	ban digne	multiword	bɒndɪŋ	bɑ̃ diɲ
0.607	0.94	0.291	unrelated	excited	exact aide	multiword	ɛksaɪtɪd	ɛɡzakt ɛd
0.607	0.94	0.291	unrelated	reaped	rift	generative	ɹiːpt	ʁift
0.607	0.921	0.317	unrelated	brothers	bras aise	multiword	bɹʌðəz	bʁa ɛz
0.607	0.926	0.310	unrelated	tragedy	trait jeter	multiword	tɹædʒədi	tʁɛ ʒəte
0.607	0.925	0.312	unrelated	grounded	crânes aide	multiword	ɡɹaʊndɪd	kʁan ɛd
0.607	0.781	0.553	close	many	mènent		mɛni	mɛn
0.606	0.785	0.545	related	suite	souhaitent		swiːt	swet
0.606	0.73	0.662	close	bawd	bondes		bɔːd	bɔ̃d
0.606	0.918	0.321	unrelated	branding	brin digne	multiword	bɹændɪŋ	bʁɛ̃ diɲ
0.606	0.73	0.661	close	beet	bide		biːt	bid
0.606	0.912	0.330	unrelated	scripture	scrutent chez	multiword	skɹɪptʃɐ	skʁyt ʃe
0.606	0.808	0.501	related	formal	formules		fɔːməl	fɔʁmyl
0.606	0.932	0.301	unrelated	irked rim	extrêmes	multiword	ɜːktɹɪm	ɛkstʁɛm
0.606	0.781	0.552	close	niece	unissent		niːs	ynis
0.606	0.785	0.544	related	sane	ses haines	multiword	seɪn	seɛn
0.606	0.73	0.661	close	lit	let		lɪt	lɛt
0.606	0.73	0.660	close	peek	biques		piːk	bik
0.606	0.881	0.376	related	zigs	sexe	generative	zɪɡz	sɛks
0.606	0.833	0.455	related	dry	drap		dɹaɪ	dʁa
0.606	0.923	0.313	unrelated	purposes	popes aise	multiword	pɜːpəsɪz	pɔp ɛz
0.606	0.781	0.552	close	dell	duels		dɛl	dɥɛl
0.606	0.921	0.316	unrelated	court arse	constance	multiword	kɔːtɑːs	kɔ̃stɑ̃s
0.606	0.781	0.552	close	nets	net	cognate	nɛts	nɛt
0.606	0.929	0.304	unrelated	lethal	lient elle	multiword	liːθəl	li ɛl
0.606	0.781	0.551	close	check	cheik		tʃɛk	ʃɛk
0.606	0.792	0.530	related	sharply	chie pli	multiword	ʃɑːpli	ʃipli
0.606	0.785	0.543	related	pissed	piste		pɪst	pist
0.606	0.77	0.573	close	passed	pistes		pɑːst	pist
0.605	0.94	0.288	unrelated	network	nid wok	multiword	nɛtwɜːk	ni wɔk
0.605	0.781	0.550	close	fault	folles		fɒlt	fɔl
0.605	0.96	0.261	unrelated	meet eek	mystique	multiword	miːtiːk	mistik
0.605	0.945	0.281	unrelated	krill	grill	generative	kɹɪl	ɡʁil
0.605	0.785	0.542	related	best	peste		bɛst	pɛst
0.605	0.785	0.542	related	plus	places		plʌs	plas
0.605	0.785	0.542	related	track	traque		tɹæk	tʁak
0.605	0.785	0.542	related	suite	souhaites		swiːt	swet
0.605	0.791	0.530	related	bounty	bâtie		baʊnti	bati
0.605	0.95	0.274	unrelated	dele	dealer	generative	dɪlɛ	dile
0.605	0.952	0.271	unrelated	pizza	peut ses	multiword	piːtsɐ	pø se
0.605	0.943	0.283	unrelated	prostate	pros tête	multiword	pɹɒsteɪt	pʁo tɛt
0.605	0.77	0.572	close	cursed	caste		kɜːst	kast
0.605	0.916	0.321	unrelated	portraits	pot reps	multiword	pɔːtɹeɪts	po ʁɛps
0.605	0.781	0.549	related	forth	forts		fɔːθ	fɔʁ
0.605	0.781	0.549	related	field	fil		fiːld	fil
0.605	0.748	0.617	close	sex	vexent		sɛks	vɛks
0.605	0.781	0.549	related	let	lettres		lɛt	lɛtʁ
0.605	0.763	0.585	close	putty	panty		pʌti	pɑ̃ti
0.605	0.833	0.451	related	pole	pôles	cognate	pəʊl	pol
0.605	0.781	0.548	related	pl	pile		piːɛl	pil
0.604	0.864	0.399	related	crown	crâne		kɹaʊn	kʁan
0.604	0.892	0.355	related	mortar	mort		mɔːtɐ	mɔʁ
0.604	0.938	0.288	unrelated	testing	destine	generative	tɛstɪŋ	dɛstin
0.604	0.781	0.547	related	truth	trou		tɹuːθ	tʁu
0.604	0.822	0.470	related	vault	volante		vɒlt	vɔlɑ̃t
0.604	0.77	0.569	close	slap	slip		slæp	slip
0.604	0.781	0.547	related	shells	chaises		ʃɛlz	ʃɛz
0.604	0.73	0.654	close	said	scindent		sɛd	sɛ̃d
0.604	0.781	0.546	related	ref	brefs		ɹɛf	bʁɛf
0.604	0.781	0.546	related	seize	assises		siːz	asiz
0.604	0.785	0.538	related	try	trahis		tɹaɪ	tʁai
0.604	0.822	0.469	related	repair	repère		ɹᵻpɛɹ	ʁəpɛʁ
0.604	0.919	0.313	unrelated	bleeding	plient in	multiword	bliːdɪŋ	pli in
0.603	0.927	0.302	unrelated	parenting	perron teigne	multiword	peəɹəntɪŋ	peʁɔ̃ tɛɲ
0.603	1.0	0.207	unrelated	reed	rides		ɹiːd	ʁid
0.603	0.755	0.598	close	zest	testent		zɛst	tɛst
0.603	0.781	0.545	related	prep	près		pɹɛp	pʁɛ
0.603	0.781	0.545	related	yell	ciel		jɛl	sjɛl
0.603	0.791	0.525	related	bounty	bâties		baʊnti	bati
0.603	0.822	0.467	related	flown	flow		fləʊn	fləʊ
0.603	0.926	0.302	unrelated	ruche	ranch	generative	ɹʌtʃ	ʁɑ̃tʃ
0.603	0.833	0.447	related	auto	oraux		ɔːtəʊ	ɔʁo
0.603	0.786	0.534	related	lie	là		laɪ	la
0.603	0.785	0.536	related	suite	souhaite		swiːt	swet
0.603	0.781	0.544	related	yell	vielle		jɛl	vjɛl
0.603	0.755	0.597	close	lift	loft		lɪft	lɔft
0.603	0.904	0.333	unrelated	monkeys	mon guise	multiword	mʌnkɪz	mɔ̃ ɡiz
0.603	0.948	0.271	unrelated	constructive	cannes traquent ive	multiword	kənstɹʌktɪv	kan tʁak iv
0.603	0.781	0.543	related	called	colle		kɔːld	kɔl
0.603	0.917	0.314	unrelated	manners meant	management	multiword	mænəzmɛnt	manadʒmɛnt
0.602	0.786	0.533	related	now	na		naʊ	na
0.602	0.833	0.446	related	flow	flot		fləʊ	flo
0.602	0.949	0.269	unrelated	defeated	défient aide	multiword	dɪfiːtɪd	defi ɛd
0.602	0.763	0.579	close	scoot	scoops		skuːt	skup
0.602	0.94	0.281	unrelated	bracelet	prés let	multiword	bɹeɪslət	pʁe lɛt
0.602	0.73	0.650	close	said	scinde		sɛd	sɛ̃d
0.602	0.822	0.465	related	steep	strip		stiːp	stʁip
0.602	0.73	0.649	close	pees	pissent		piːz	pis
0.602	0.926	0.300	unrelated	feeding	fient in	multiword	fiːdɪŋ	fi in
0.602	0.785	0.534	related	fake	fées hic	multiword	feɪk	feik
0.602	0.85	0.416	related	series	cerises		siəɹiz	səʁiz
0.602	0.909	0.324	unrelated	beading	meeting	generative	biːdɪŋ	mitiŋ
0.602	0.785	0.533	related	silly	sis lies	multiword	sɪli	sili
0.602	0.781	0.541	related	clues	clous		kluːz	klu
0.602	0.781	0.541	related	pairs	pèsent		peəz	pɛz
0.602	0.785	0.533	related	naughty	notés		nɔːti	nɔte
0.602	0.786	0.531	related	may	mes		meɪ	me
0.602	0.952	0.264	unrelated	disguise	dis gaz	multiword	dɪsɡaɪz	di ɡaz
0.601	0.73	0.648	close	nick	nique		nɪk	nik
0.601	0.822	0.463	related	repair	repères		ɹᵻpɛɹ	ʁəpɛʁ
0.601	0.785	0.532	related	grammar	gramme		ɡɹæmɐ	ɡʁam
0.601	0.758	0.587	close	played	plaide		pleɪd	plɛd
0.601	0.822	0.463	related	temper	tempo		tɛmpɐ	tɛmpo
0.601	0.798	0.507	related	fury	fia rient	multiword	fjɔːɹi	fjaʁi
0.601	0.793	0.516	related	blogger	blague		blɒɡɐ	blaɡ
0.601	0.935	0.286	unrelated	dismissed	dis must	multiword	dɪsmɪst	di mœst
0.601	0.833	0.443	related	time	tam		taɪm	tam
0.601	0.957	0.256	unrelated	predator	prêt tes	multiword	pɹɛdətɐ	pʁɛ te
0.601	0.941	0.277	unrelated	preferences	prêt rhin six	multiword	pɹɛfɹənsɪz	pʁɛ ʁɛ̃ sis
0.601	0.73	0.646	close	pay	pays		peɪ	pei
0.601	0.781	0.538	related	brought	botte		bɹɔːt	bɔt
0.601	0.864	0.391	related	crown	crânes		kɹaʊn	kʁan
0.600	0.786	0.528	related	show	chaux		ʃəʊ	ʃo
0.600	0.73	0.645	close	pet	peintes		pɛt	pɛ̃t
0.600	0.95	0.264	unrelated	piecing	piscine	generative	piːsɪŋ	pisin
0.600	0.924	0.299	unrelated	coaching	coud chine	multiword	kəʊtʃɪŋ	ku ʃin
0.600	0.947	0.268	unrelated	suspension	ces pain chaîne	multiword	səspɛnʃən	sɛ pɛ̃ ʃɛn
0.600	0.781	0.537	related	sheet	schiste		ʃiːt	ʃist
0.600	0.73	0.644	close	sawed	sotte		sɔːd	sɔt
0.600	0.821	0.462	related	fallen	fol haines	multiword	fɔːlən	fɔlɛn
0.600	0.74	0.622	close	pieced	kystes		piːst	kist
0.600	0.907	0.323	unrelated	originally	hordes inhalé	multiword	əɹɪdʒɪnəli	ɔʁd inale
0.600	0.833	0.441	related	foil	fol		fɔɪl	fɔl
0.600	0.923	0.300	unrelated	grandma	green ma	multiword	ɡɹændmɑː	ɡʁin ma
0.600	0.797	0.505	related	strengths	stresse		stɹɛŋθs	stʁɛs
0.600	0.933	0.286	unrelated	collected	cliquent aide	multiword	kəlɛktɪd	klik ɛd
0.600	0.786	0.526	related	pier	pi		piə	pi
0.600	0.901	0.331	unrelated	endorsed	haines est	multiword	ɛndɔːsd	ɛn ɛst
0.600	0.985	0.218	unrelated	parch	patch	generative	pɑːtʃ	patʃ
0.599	0.932	0.286	unrelated	academy	égaient omis	multiword	ɐkædəmi	eɡe ɔmi
0.599	0.909	0.319	unrelated	boarded	bottines	generative	bɔːdɪd	bɔtin
0.599	0.822	0.458	related	frost	frotte		fɹɒst	fʁɔt
0.599	0.781	0.535	related	stall	sole		stɔːl	sɔl
0.599	0.781	0.535	related	cue	cailloux		kjuː	kaju
0.599	0.781	0.534	related	vent	veine		vɛnt	vɛn
0.599	0.932	0.286	unrelated	irked rim	extrême	multiword	ɜːktɹɪm	ɛkstʁɛm
0.599	0.881	0.360	related	wrecked	rixe	generative	ɹɛkt	ʁiks
0.599	0.949	0.263	unrelated	rainfall	rhin folle	multiword	ɹeɪnfɔːl	ʁɛ̃ fɔl
0.599	0.73	0.641	close	piece	pise		piːs	piz
0.599	0.781	0.534	related	assess	cessent		ɐsɛs	sɛs
0.599	0.911	0.315	unrelated	ticks	sexe	generative	tɪks	sɛks
0.599	0.97	0.235	unrelated	passport	pas pote	multiword	pɑːspɔːt	pa pɔt
0.599	0.781	0.534	related	sneak	nique		sniːk	nik
0.599	0.929	0.289	unrelated	bordered	bond aide	multiword,generative	bɔːdəd	bɔ̃ ɛd
0.599	0.781	0.533	related	flesh	lèche		flɛʃ	lɛʃ
0.599	0.952	0.258	unrelated	seeders	scient aise	multiword,generative	siːdəz	si ɛz
0.599	0.785	0.525	related	try	trahi		tɹaɪ	tʁai
0.598	0.781	0.533	related	men	miennes		mɛn	mjɛn
0.598	0.84	0.425	related	experiment	expert menottes	multiword	ɛkspɛɹɪmənt	ɛkspɛʁmənɔt
0.598	0.786	0.523	related	pier	pis		piə	pi
0.598	0.73	0.639	close	sawed	sottes		sɔːd	sɔt
0.598	0.929	0.288	unrelated	gases	gars aise	multiword	ɡæsɪz	ɡa ɛz
0.598	0.85	0.407	related	streak	strict		stɹiːk	stʁikt
0.598	0.923	0.296	unrelated	downward	tan oued	multiword	daʊnwəd	tɑ̃ wɛd
0.598	0.77	0.554	close	steppe	stoppe		stɛp	stɔp
0.598	0.793	0.508	related	blogger	blagues		blɒɡɐ	blaɡ
0.598	0.945	0.265	unrelated	dilly	dealer	generative	dɪli	dile
0.598	0.945	0.265	unrelated	lippy	libye	generative	lɪpi	libi
0.598	0.793	0.508	related	cast	caste		kɑːst	kast
0.598	0.841	0.422	related	terribly	ter oublient	multiword	tɛɹəbli	tɛʁubli
0.598	0.781	0.531	related	cue	caillou		kjuː	kaju
0.597	0.73	0.637	close	bum	baume		bʌm	bom
0.597	1.0	0.195	unrelated	moose	mousse		muːs	mus
0.597	0.822	0.453	related	blend	bled		blɛnd	blɛd
0.597	0.848	0.408	related	expect	experte		ɛkspɛkt	ɛkspɛʁt
0.597	0.781	0.529	related	pence	peine		pɛns	pɛn
0.597	0.929	0.285	unrelated	garden	gand haine	multiword	ɡɑːdən	ɡɑ̃ ɛn
0.597	0.786	0.519	related	mo	mots		moʊ	mo
0.597	0.785	0.521	related	flawed	flotte		flɔːd	flɔt
0.597	0.791	0.509	related	bounty	bâtis		baʊnti	bati
0.597	0.781	0.528	related	beads	bise		biːdz	biz
0.597	0.74	0.613	close	pieced	kyste		piːst	kist
0.597	0.915	0.304	unrelated	petit eve	positives	multiword	pətiːiːv	pozitiv
0.597	0.837	0.426	related	enforced	haines postent	multiword	ɛnfɔːst	ɛnpɔst
0.597	0.781	0.528	related	course	écosse		kɔːs	ekɔs
0.597	0.822	0.452	related	forum	formes		fɔːɹəm	fɔʁm
0.596	0.934	0.277	unrelated	registered	raids stade	multiword	ɹɛdʒɪstəd	ʁɛd stad
0.596	0.73	0.634	close	sawed	sondent		sɔːd	sɔ̃d
0.596	0.833	0.432	related	coil	collent		kɔɪl	kɔl
0.596	0.935	0.275	unrelated	ought rally	australie	multiword	ɔːtɹæli	ostʁali
0.596	0.901	0.323	unrelated	dodgers	tôt chaise	multiword	dɒdʒəz	to ʃɛz
0.596	0.919	0.297	unrelated	subjective	sapent choquent ive	multiword	sʌbdʒɛktɪv	sap ʃɔk iv
0.596	0.97	0.229	unrelated	sheila	chili	generative	ʃiːlɐ	ʃili
0.596	0.833	0.431	related	mail	mêlent		meɪl	mel
0.596	0.781	0.526	related	pens	pèsent		pɛnz	pɛz
0.596	0.97	0.229	unrelated	truss	traces	generative	tɹʌs	tʁas
0.596	0.94	0.268	unrelated	cancer	khan ses	multiword	kænsɐ	kɑ̃ se
0.596	0.785	0.518	related	fully	folie		fʊli	fɔli
0.596	0.956	0.247	unrelated	octave	active	generative	ɒktɪv	aktiv
0.596	0.73	0.632	close	beg	bec		bɛɡ	bɛk
0.596	0.901	0.323	unrelated	it olla	installer	multiword	ɪtɒlɐ	ɛ̃stale
0.596	0.786	0.516	related	pier	pie		piə	pi
0.596	0.934	0.276	unrelated	dimension	demain chaîne	multiword	daɪmɛnʃən	dəmɛ̃ ʃɛn
0.596	0.748	0.593	close	john	jean	cognate	dʒɒn	dʒin
0.596	0.911	0.308	unrelated	clem	club	generative	klɛm	klœb
0.596	0.941	0.266	unrelated	restoring	ries taurine	multiword	ɹɪstɔːɹɪŋ	ʁi tɔʁin
0.596	0.753	0.582	close	strength	stresse		stɹɛŋθ	stʁɛs
0.595	0.94	0.267	unrelated	rented	rhin tête	multiword	ɹɛntɪd	ʁɛ̃ tɛt
0.595	0.77	0.546	related	steppe	stoppes		stɛp	stɔp
0.595	0.94	0.267	unrelated	litter	laiteux	generative	lɪtɐ	lɛtø
0.595	0.785	0.516	related	drag	drague		dɹæɡ	dʁaɡ
0.595	0.822	0.448	related	petty	permit		pɛti	pɛʁmi
0.595	0.73	0.630	close	cum	came		kʌm	kam
0.595	0.94	0.266	unrelated	transmitted	traînes met aide	multiword	tɹænsmɪtɪd	tʁɛn mɛ ɛd
0.595	0.926	0.285	unrelated	penalties	pain altesse	multiword	pɛnəltɪz	pɛ̃ altɛs
0.595	0.94	0.266	unrelated	frisson ya	prisonnier	multiword	fɹiːsɔ̃jɐ	pʁizɔnje
0.595	0.726	0.639	close	burst	buste		bɜːst	byst
0.595	0.955	0.246	unrelated	sunset	saines êtes	multiword	sʌnsɛt	sɛn ɛt
0.595	0.943	0.261	unrelated	transmit	traînes mythe	multiword	tɹænsmɪt	tʁɛn mit
0.595	0.94	0.265	unrelated	parcel	pas elle	multiword	pɑːsəl	pa ɛl
0.595	0.943	0.261	unrelated	processor	près essaie	multiword	pɹəʊsɛsɐ	pʁɛ ese
0.595	0.781	0.523	related	rep	crêpe		ɹɛp	kʁɛp
0.595	0.786	0.513	related	aspect	respectent		æspɛkt	ʁɛspɛkt
0.595	0.953	0.248	unrelated	distributor	dissent rebuter	multiword	dɪstɹɪbjuːtɐ	dis ʁəbyte
0.595	0.781	0.523	related	piece	épices		piːs	epis
0.595	0.929	0.280	unrelated	canoed	con août	multiword,generative	kənuːd	kɔ̃ u
0.594	0.929	0.279	unrelated	borders	bond aise	multiword	bɔːdəz	bɔ̃ ɛz
0.594	0.917	0.296	unrelated	extensively	axent haines flux	multiword	ɛkstɛnsɪvli	aks ɛn fly
0.594	0.781	0.522	related	pairs	pèse		peəz	pɛz
0.594	0.793	0.499	related	cart	carte		kɑːt	kaʁt
0.594	0.949	0.252	unrelated	ticked eel	textile	multiword	tɪktiːl	tɛkstil
0.594	0.92	0.292	unrelated	supportive	sabot ive	multiword	səpɔːtɪv	sabo iv
0.594	0.949	0.252	unrelated	position	paix chaîne	multiword	pəzɪʃən	pɛ ʃɛn
0.594	0.952	0.248	unrelated	callers	colosse	generative	kɔːləz	kɔlɔs
0.594	0.85	0.398	related	street	stricte		stɹiːt	stʁikt
0.594	0.833	0.426	related	poll	pôle		poʊl	pol
0.594	0.781	0.521	related	false	fol		fɒls	fɔl
0.594	0.786	0.511	related	day	des		deɪ	de
0.594	0.901	0.318	unrelated	alumni	élan ni	multiword	ɐlʌmni	elɑ̃ ni
0.594	0.781	0.520	related	ruled	roule		ɹuːld	ʁul
0.594	0.77	0.542	related	step	stoppe		stɛp	stɔp
0.594	0.781	0.520	related	dare	ide		deə	ideə
0.594	0.929	0.278	unrelated	boarders	bond aise	multiword,generative	bɔːdəz	bɔ̃ ɛz
0.594	1.0	0.187	unrelated	red	raids		ɹɛd	ʁɛd
0.593	0.97	0.224	unrelated	sicked	secte	generative	sɪkt	sɛkt
0.593	0.822	0.444	related	merry	merci		mɛɹi	mɛʁsi
0.593	0.786	0.510	related	mo	meaux		moʊ	mo
0.593	0.897	0.323	unrelated	kneading	meeting	generative	niːdɪŋ	mitiŋ
0.593	1.0	0.187	unrelated	corner	cornes		kɔːnɐ	kɔʁn
0.593	0.917	0.294	unrelated	level	laids elle	multiword	lɛvəl	lɛ ɛl
0.593	0.96	0.236	unrelated	medicine	met scène	multiword	mɛdsən	mɛ sɛn
0.593	0.781	0.519	related	dream	rime		dɹiːm	ʁim
0.593	0.94	0.262	unrelated	offender	afin des	multiword	əfɛndɐ	afɛ̃ de
0.593	0.781	0.518	related	tech	tex		tɛk	tɛks
0.593	0.95	0.248	unrelated	trademark	trait mac	multiword	tɹeɪdmɑːk	tʁɛ mak
0.593	0.781	0.518	related	swear	souhait		sweə	swɛ
0.593	0.881	0.346	unrelated	with	oueds	funcword	wɪð	wɛd
0.593	0.97	0.222	unrelated	cutch	coach	generative	kʌtʃ	kotʃ
0.593	0.786	0.508	related	so	sceau		səʊ	so
0.593	0.833	0.423	related	pray	pré		pɹeɪ	pʁe
0.592	0.923	0.284	unrelated	rejected	rides excède	multiword	ɹɪdʒɛktɪd	ʁid ɛksɛd
0.592	0.785	0.509	related	disc	disque	cognate	dɪsk	disk
0.592	0.81	0.463	related	cities	cerise		sɪtiz	səʁiz
0.592	0.913	0.298	unrelated	baseline	pays lad	multiword	beɪslaɪn	pei lad
0.592	0.73	0.623	close	zen	saine		zɛn	sɛn
0.592	0.915	0.294	unrelated	elected	liguent aide	multiword	ɪlɛktɪd	liɡ ɛd
0.592	0.726	0.631	close	went	ouest		wɛnt	wɛst
0.592	0.962	0.231	unrelated	dementia	demain chez	multiword	dɪmɛnʃɐ	dəmɛ̃ ʃe
0.592	0.969	0.222	unrelated	designer	dis année	multiword	dɪzaɪnɐ	di ane
0.592	0.963	0.229	unrelated	prison	pris haine	multiword	pɹɪzən	pʁi ɛn
0.592	0.833	0.421	related	pipe	papes		paɪp	pap
