unit	ipa	kind
c'excusez	sɛkskyze	elision
c'existants	sɛɡzistɑ̃	elision
c'exposée	sɛkspoze	elision
c'hollandais	sɔlɑ̃dɛ	elision
c'homosexuel	somozɛksyɛl	elision
c'hp	(en)sihp(fɹ)	elision
c'im	sim	elision
c'impacts	sɛ̃pakt	elision
c'impossibilité	sɛ̃pɔsibilite	elision
c'impressionnante	sɛ̃pɹɛsjɔnɑ̃t	elision
c'improbable	sɛ̃pɹobabl	elision
c'indigne	sɛ̃diɲ	elision
c'insisté	sɛ̃siste	elision
c'intimes	sɛ̃tim	elision
c'invente	sɛ̃vɑ̃t	elision
c'investigation	sɛ̃vɛstiɡatjɔ̃	elision
c'ivre	sivɹ	elision
c'observateurs	sɔbsɛɹvatœɹ	elision
c'ocde	sɔkd	elision
c'organisent	sɔɹɡaniz	elision
c'originaires	soɹiʒinɛɹ	elision
c'oser	soze	elision
c'university	(en)sijunɪvəsɪti(fɹ)	elision
c'égyptien	seʒiptjɛ̃	elision
c'éphémère	sefemɛɹ	elision
c'équipée	sekipe	elision
c'abondance	sabɔ̃dɑ̃s	elision
c'abords	sabɔɹ	elision
c'accrue	sakɹy	elision
c'addition	saditjɔ̃	elision
c'affirmant	safiɹmɑ̃	elision
c'amy	(en)siami(fɹ)	elision
c'anxiété	sɑ̃ksjete	elision
c'artifice	saɹtifis	elision
c'artificiel	saɹtifisjɛl	elision
c'assemblage	sasɑ̃blaʒ	elision
c'atlas	satla	elision
c'atomique	satomik	elision
c'attentif	satɑ̃tif	elision
c'attribuée	satɹibye	elision
c'audace	sodas	elision
c'autoroutes	sotoɹut	elision
c'eiffel	sɛfɛl	elision
c'embarquer	sɑ̃baɹke	elision
c'enseigné	sɑ̃sɛnje	elision
c'enterrement	sɑ̃tɛɹmɑ̃	elision
c'entrés	sɑ̃tɹe	elision
c'europa	søɹopa	elision
c'exclus	sɛkskly	elision
c'exclusivité	sɛksklyzivite	elision
c'expérimentation	sɛkspeɹimɑ̃tatjɔ̃	elision
c'habité	sabite	elision
c'halte	salt	elision
c'héritiers	seɹitje	elision
c'impliquer	sɛ̃plike	elision
c'inconvénients	sɛ̃kɔ̃venjɑ̃	elision
c'indonésie	sɛ̃donezi	elision
c'intégral	sɛ̃teɡɹal	elision
c'intérieurs	sɛ̃teɹjœɹ	elision
c'islande	sislɑ̃d	elision
c'isoler	sizole	elision
c'israélienne	sisɹaeljɛn	elision
c'opérationnel	sopeɹatjɔnɛl	elision
c'orienté	soɹjɑ̃te	elision
c'uranium	syɹanjɔm	elision
c'ème	sjɛm	elision
c'édouard	sedwaɹ	elision
c'électeur	selɛktœɹ	elision
c'émet	semɛ	elision
c'éventuels	sevɑ̃tyɛl	elision
c'ab	sab	elision
c'abandonnés	sabɑ̃dɔne	elision
c'ais	sɛ	elision
c'anecdote	sanɛkdɔt	elision
c'annales	sanal	elision
c'apercevoir	sapɛɹsəvwaɹ	elision
c'appliquées	saplike	elision
c'arbitraire	saɹbitɹɛɹ	elision
c'atteignent	satɛnj	elision
c'audiences	sodjɑ̃s	elision
c'ayons	sɛjɔ̃	elision
c'effective	sefɛktiv	elision
c'elena	selɛna	elision
c'empêchent	sɑ̃pɛʃ	elision
c'enceintes	sɑ̃sɛ̃t	elision
c'engins	sɑ̃ʒɛ̃	elision
c'enquêter	sɑ̃kɛte	elision
c'entraînant	sɑ̃tɹɛnɑ̃	elision
c'examiné	sɛɡzamine	elision
c'excité	sɛksite	elision
c'exigeant	sɛɡziʒɑ̃	elision
c'explicite	sɛksplisit	elision
c'expriment	sɛkspɹim	elision
c'hassan	sasɑ̃	elision
c'hauteurs	sotœɹ	elision
c'hurler	syɹle	elision
c'hypocrite	sipɔkɹit	elision
c'ibn	sibn	elision
c'importations	sɛ̃pɔɹtatjɔ̃	elision
c'incroyables	sɛ̃kɹwajabl	elision
c'influencer	sɛ̃flyɑ̃se	elision
c'initié	sinisje	elision
c'inspecteurs	sɛ̃spɛktœɹ	elision
c'intuition	sɛ̃tyitjɔ̃	elision
c'intégralement	sɛ̃teɡɹalmɑ̃	elision
c'israéliens	sisɹaeljɛ̃	elision
c'oignons	sonjɔ̃	elision
c'optimisation	sɔptimizatjɔ̃	elision
c'organisateur	sɔɹɡanizatœɹ	elision
c'oublies	subli	elision
c'uk	syk	elision
c'use	syz	elision
c'écrivait	sekɹivɛ	elision
c'éléphant	selefɑ̃	elision
c'émeutes	semøt	elision
c'épaisse	sepɛs	elision
c'évité	sevite	elision
c'abris	sabɹi	elision
c'affecter	safɛkte	elision
c'aménagements	samenaʒmɑ̃	elision
c'ana	sana	elision
c'andrea	(en)siandɹiə(fɹ)	elision
c'applicables	saplikabl	elision
c'arrêtes	saɹɛt	elision
c'aveugles	savøɡl	elision
c'avènement	savɛnmɑ̃	elision
c'emblée	sɑ̃ble	elision
c'ennuis	sɑ̃nyi	elision
c'ethniques	(en)siɛθniks(fɹ)	elision
c'excessive	sɛksɛsiv	elision
c'exclut	sɛkskly	elision
c'explicitement	sɛksplisitmɑ̃	elision
c'exploitations	sɛksplwatatjɔ̃	elision
c'harvard	saɹvaɹ	elision
c'hmm	(en)sihm(fɹ)	elision
c'humides	symid	elision
c'icône	sikon	elision
c'immenses	simɑ̃s	elision
c'importation	sɛ̃pɔɹtatjɔ̃	elision
c'impressionné	sɛ̃pɹɛsjɔne	elision
c'incendies	sɛ̃sɑ̃di	elision
c'incite	sɛ̃sit	elision
c'isolée	sizole	elision
c'ivan	sivɑ̃	elision
c'ordures	sɔɹdyɹ	elision
c'orientations	soɹjɑ̃tatjɔ̃	elision
c'électorat	selɛktoɹa	elision
c'époques	sepok	elision
c'éventuelles	sevɑ̃tyɛl	elision
c'abonnements	sabɔnmɑ̃	elision
c'abordé	sabɔɹde	elision
c'absents	sabsɑ̃	elision
c'accompagnent	sakɔ̃panj	elision
c'achevée	saʃve	elision
c'adapte	sadapt	elision
c'allées	sale	elision
c'amélie	sameli	elision
c'annule	sanyl	elision
c'antennes	sɑ̃tɛn	elision
c'avancement	savɑ̃smɑ̃	elision
c'awards	(en)siawədz(fɹ)	elision
c'emblématique	sɑ̃blematik	elision
c'entendait	sɑ̃tɑ̃dɛ	elision
c'envoyant	sɑ̃vwajɑ̃	elision
c'exercé	sɛɡzɛɹse	elision
c'explosifs	sɛksplozif	elision
c'extraordinaires	sɛkstɹaɔɹdinɛɹ	elision
c'huiles	syil	elision
c'hydraulique	sidɹolik	elision
c'imposées	sɛ̃poze	elision
c'incidence	sɛ̃sidɑ̃s	elision
c'insuffisance	sɛ̃syfizɑ̃s	elision
c'interviews	sɛ̃tɛɹvju	elision
c'intra	sɛ̃tɹa	elision
c'isaac	sizaak	elision
c'isère	sizɛɹ	elision
c'observée	sɔbsɛɹve	elision
c'obéir	sobeiɹ	elision
c'océans	soseɑ̃	elision
c'uniques	synik	elision
c'égaux	seɡo	elision
c'égoïste	seɡɔist	elision
c'élaborer	selaboɹe	elision
c'évoquant	sevokɑ̃	elision
c'abuser	sabyze	elision
c'abusé	sabyze	elision
c'achètent	saʃɛt	elision
c'act	sakt	elision
c'actionnaire	saktjɔnɛɹ	elision
c'adverse	sadvɛɹs	elision
c'affrontement	safɹɔ̃tmɑ̃	elision
c'agressé	saɡɹɛse	elision
c'aiguilles	sɛɡyij	elision
c'alinéa	salinea	elision
c'annexes	sanɛks	elision
c'annuaire	sanyɛɹ	elision
c'annuellement	sanyɛlmɑ̃	elision
c'annuelles	sanyɛl	elision
c'apparences	sapaɹɑ̃s	elision
c'araignée	saɹɛnje	elision
c'arbitres	saɹbitɹ	elision
c'artisanat	saɹtizana	elision
c'assainissement	sasɛnismɑ̃	elision
c'astuces	sastys	elision
c'automobilistes	sotomobilist	elision
c'efface	sefas	elision
c'emmené	sɑ̃mne	elision
c'empreintes	sɑ̃pɹɛ̃t	elision
c'energie	sɑ̃nɛɹʒi	elision
c'enfoncer	sɑ̃fɔ̃se	elision
c'enquêteurs	sɑ̃kɛtœɹ	elision
c'enregistrées	sɑ̃ɹʒistɹe	elision
c'etais	setɛ	elision
c'hans	sɑ̃	elision
c'hongrois	sɔ̃ɡɹwa	elision
c'humoriste	symoɹist	elision
c'ice	sis	elision
c'inattendu	sinatɑ̃dy	elision
c'intégrés	sɛ̃teɡɹe	elision
c'iranien	siɹanjɛ̃	elision
c'israel	sisɹaɛl	elision
c'istanbul	sistɑ̃byl	elision
c'orale	soɹal	elision
c'échangé	seʃɑ̃ʒe	elision
c'éclairé	seklɛɹe	elision
c'élysée	selize	elision
c'énerver	senɛɹve	elision
c'épargner	sepaɹnje	elision
c'établies	setabli	elision
c'étroitement	setɹwatmɑ̃	elision
c'abouti	sabuti	elision
c'accordent	sakɔɹd	elision
c'accroissement	sakɹwasmɑ̃	elision
c'adams	sadams	elision
c'adorent	sadoɹ	elision
c'alcoolique	salkɔlik	elision
c'amer	same	elision
c'annulée	sanyle	elision
c'archéologique	saɹkeoloʒik	elision
c'armure	saɹmyɹ	elision
c'artisan	saɹtizɑ̃	elision
c'attentivement	satɑ̃tivmɑ̃	elision
c'augmentant	soɡmɑ̃tɑ̃	elision
c'augmentée	soɡmɑ̃te	elision
c'authenticité	(en)siɔθɛntɪsɪteɪ(fɹ)	elision
c'automatiques	sotomatik	elision
c'avancés	savɑ̃se	elision
c'avantageux	savɑ̃taʒø	elision
c'avertir	savɛɹtiɹ	elision
c'emprunte	sɑ̃pɹœ̃t	elision
c'emprunts	(en)siɛmpɹʌnts(fɹ)	elision
c'engagées	sɑ̃ɡaʒe	elision
c'english	(en)siɪŋɡlɪʃ(fɹ)	elision
c'entourent	sɑ̃tuɹ	elision
c'entrepôt	sɑ̃tɹəpo	elision
c'eve	(en)siɛv(fɹ)	elision
c'exceptionnelles	sɛksɛptjɔnɛl	elision
c'excepté	sɛksɛpte	elision
c'exprimés	sɛkspɹime	elision
c'extrémistes	sɛkstɹemist	elision
c'harris	saɹi	elision
c'homogène	somoʒɛn	elision
c'humilité	symilite	elision
c'hérité	seɹite	elision
c'imagines	simaʒin	elision
c'incroyablement	sɛ̃kɹwajabləmɑ̃	elision
c'informés	sɛ̃fɔɹme	elision
c'innombrables	sinɔ̃bɹabl	elision
c'inquiètes	sɛ̃kjɛt	elision
c'insister	sɛ̃siste	elision
c'interprétations	sɛ̃tɛɹpɹetatjɔ̃	elision
c'investit	sɛ̃vɛsti	elision
c'ironique	siɹonik	elision
c'italiennes	sitaljɛn	elision
c'obligatoirement	sɔbliɡatwaɹmɑ̃	elision
c'obscur	sɔbskyɹ	elision
c'obus	soby	elision
c'ouvertures	suvɛɹtyɹ	elision
c'unir	syniɹ	elision
c'égales	seɡal	elision
c'éleveurs	selvœɹ	elision
c'éliminatoires	seliminatwaɹ	elision
c'élégant	seleɡɑ̃	elision
c'éponge	sepɔ̃ʒ	elision
c'abou	sabu	elision
c'aboutit	sabuti	elision
c'accro	sakɹo	elision
c'accélère	sakselɛɹ	elision
c'agresseur	saɡɹɛsœɹ	elision
c'ahah	saa	elision
c'aimant	sɛmɑ̃	elision
c'allongé	salɔ̃ʒe	elision
c'anonymat	sanonima	elision
c'aout	sau	elision
c'apparait	sapaɹɛ	elision
c'approfondir	sapɹofɔ̃diɹ	elision
c'arraché	saɹaʃe	elision
c'athlétisme	satletism	elision
c'atouts	satu	elision
c'audi	sodi	elision
c'endormi	sɑ̃dɔɹmi	elision
c'entendez	sɑ̃tɑ̃de	elision
c'entretenu	sɑ̃tɹətny	elision
c'envahi	sɑ̃vai	elision
c'ernest	sɛɹnɛst	elision
c'etudes	setyd	elision
c'habille	sabij	elision
c'handicapé	sɑ̃dikape	elision
c'haye	sɛj	elision
c'horizons	soɹizɔ̃	elision
c'how	(en)sihaʊ(fɹ)	elision
c'humiliation	symiljatjɔ̃	elision
c'identifiés	sidɑ̃tifje	elision
c'ignorent	sinjoɹ	elision
c'illimité	silimite	elision
c'illusions	silyzjɔ̃	elision
c'imprimés	sɛ̃pɹime	elision
c'interrompre	sɛ̃tɛɹɔ̃pɹ	elision
c'intérieures	sɛ̃teɹjœɹ	elision
c'inversement	sɛ̃vɛɹsəmɑ̃	elision
c'obtiennent	sɔbtjɛn	elision
c'oriental	soɹjɑ̃tal	elision
c'oxford	sɔksfɔɹ	elision
c'écrivant	sekɹivɑ̃	elision
c'écurie	sekyɹi	elision
c'ému	semy	elision
c'équité	sekite	elision
c'étonnante	setɔnɑ̃t	elision
c'absente	sabsɑ̃t	elision
c'abstention	sabstɑ̃tjɔ̃	elision
c'accessibilité	saksɛsibilite	elision
c'accession	saksɛsjɔ̃	elision
c'alignement	saliɲə-mɑ̃	elision
c'alla	sala	elision
c'amicale	samikal	elision
c'animateurs	sanimatœɹ	elision
c'antérieure	sɑ̃teɹjœɹ	elision
c'arche	saɹʃ	elision
c'argile	saɹʒil	elision
c'armand	saɹmɑ̃	elision
c'arène	saɹɛn	elision
c'assistants	sasistɑ̃	elision
c'attrape	satɹap	elision
c'autisme	sotism	elision
c'autopsie	sotopsi	elision
c'avances	savɑ̃s	elision
c'enchaîne	sɑ̃ʃɛn	elision
c'enchaîné	sɑ̃ʃɛne	elision
c'espérait	sɛspeɹɛ	elision
c'etude	setyd	elision
c'excellentes	sɛksɛlɑ̃t	elision
c'exigent	sɛɡziʒ	elision
c'habituels	sabityɛl	elision
c'harold	(en)sihaɹəʊld(fɹ)	elision
c'houston	sustɔ̃	elision
c'hugues	syɡ	elision
c'hébreu	sebɹø	elision
c'hérault	seɹo	elision
c'idole	sidɔl	elision
c'ignorant	sinjoɹɑ̃	elision
c'impératif	sɛ̃peɹatif	elision
c'indes	sɛ̃d	elision
c'influencé	sɛ̃flyɑ̃se	elision
c'inférieures	sɛ̃feɹjœɹ	elision
c'inquiétudes	sɛ̃kjetyd	elision
c'instable	sɛ̃stabl	elision
c'interrompu	sɛ̃tɛɹɔ̃py	elision
c'uber	sybe	elision
c'éclats	sekla	elision
c'écologiques	sekoloʒik	elision
c'écosystème	sekozistɛm	elision
c'écoutant	sekutɑ̃	elision
c'écrase	sekɹaz	elision
c'étang	setɑ̃	elision
c'évangile	sevɑ̃ʒil	elision
c'évoluent	sevoly	elision
c'abonné	sabɔne	elision
c'achetée	saʃte	elision
c'aimons	sɛmɔ̃	elision
c'allumé	salyme	elision
c'alphonse	salfɔ̃s	elision
c'amants	samɑ̃	elision
c'anatomie	sanatomi	elision
c'anglaises	sɑ̃ɡlɛz	elision
c'antiques	sɑ̃tik	elision
c'apaiser	sapɛze	elision
c'applaudissements	saplodismɑ̃	elision
c'apprenant	sapɹənɑ̃	elision
c'apprenez	sapɹəne	elision
c'arrondissements	saɹɔ̃dismɑ̃	elision
c'auditeurs	soditœɹ	elision
c'auxiliaire	soksiljɛɹ	elision
c'east	(en)siist(fɹ)	elision
c'effacé	sefase	elision
c'email	(en)siimeɪl(fɹ)	elision
c'enfuir	sɑ̃fyiɹ	elision
c'entamer	sɑ̃tame	elision
c'entières	sɑ̃tjɛɹ	elision
c'environnemental	sɑ̃viɹɔnmɑ̃tal	elision
c'essonne	sesɔn	elision
c'expliquez	sɛksplike	elision
c'expérimenté	sɛkspeɹimɑ̃te	elision
c'habituer	sabitye	elision
c'hahaha	saaa	elision
c'his	si	elision
c'identitaire	sidɑ̃titɛɹ	elision
c'immersion	simɛɹsjɔ̃	elision
c'initiales	sinisjal	elision
c'instaurer	sɛ̃stoɹe	elision
c'insuffisant	sɛ̃syfizɑ̃	elision
c'intersection	sɛ̃tɛɹsɛktjɔ̃	elision
c'interviennent	sɛ̃tɛɹvjɛn	elision
c'inédits	sinedi	elision
c'opérationnelle	sopeɹatjɔnɛl	elision
c'ouah	swa	elision
c'ouvrez	suvɹe	elision
c'utilisait	sytilizɛ	elision
c'électro	selɛktɹo	elision
c'étouffer	setufe	elision
c'évitant	sevitɑ̃	elision
c'achetés	saʃte	elision
c'acoustique	sakustik	elision
c'actives	saktiv	elision
c'adaptées	sadapte	elision
c'adidas	sadida	elision
c'alep	salɛp	elision
c'algorithme	(en)sialɡɔɹɪθm(fɹ)	elision
c'alternatif	saltɛɹnatif	elision
c'amenés	samne	elision
c'animations	sanimatjɔ̃	elision
c'armoire	saɹmwaɹ	elision
c'arriva	saɹiva	elision
c'attendue	satɑ̃dy	elision
c'aucunement	sokynmɑ̃	elision
c'audiovisuel	sodjovizyɛl	elision
c'avéré	saveɹe	elision
c'eddie	sedi	elision
c'eden	(en)siɛdən(fɹ)	elision
c'eelv	(en)siilv(fɹ)	elision
c'embaucher	sɑ̃boʃe	elision
c'emily	(en)siɛmili(fɹ)	elision
c'enfonce	sɑ̃fɔ̃s	elision
c'enseignes	sɑ̃sɛnj	elision
c'episode	sepizɔd	elision
c'hache	saʃ	elision
c'hardcore	saɹdkɔɹ	elision
c'hostiles	sɔstil	elision
c'impunité	sɛ̃pynite	elision
c'individuellement	sɛ̃dividyɛlmɑ̃	elision
c'initiation	sinisjatjɔ̃	elision
c'insérer	sɛ̃seɹe	elision
c'inégalité	sineɡalite	elision
c'objection	sɔbʒɛktjɔ̃	elision
c'obtenues	sɔbtəny	elision
c'orgue	sɔɹɡ	elision
c'orgueil	sɔɹɡœj	elision
c'oubliée	sublie	elision
c'oubliés	sublie	elision
c'uefa	syəfa	elision
c'ultérieurement	sylteɹjøɹmɑ̃	elision
c'unie	syni	elision
c'usure	syzyɹ	elision
c'â	saaksɑ̃siɹkɔ̃flɛks	elision
c'échéant	seʃeɑ̃	elision
c'éléphants	selefɑ̃	elision
c'éprouve	sepɹuv	elision
c'équivalente	sekivalɑ̃t	elision
c'étudiantes	setydjɑ̃t	elision
c'accusée	sakyze	elision
c'adolescente	sadolɛsɑ̃t	elision
c'affichent	safiʃ	elision
c'agneau	sanjo	elision
c'agriculteur	saɡɹikyltœɹ	elision
c'agrément	saɡɹemɑ̃	elision
c'amas	sama	elision
c'ambassadeurs	sɑ̃basadœɹ	elision
c'analogie	sanaloʒi	elision
c'anjou	sɑ̃ʒu	elision
c'annonçant	sanɔ̃sɑ̃	elision
c'appelées	saple	elision
c'artère	saɹtɛɹ	elision
c'attractions	satɹaktjɔ̃	elision
c'aurore	soɹɔɹ	elision
c'autrichien	sotɹiʃjɛ̃	elision
c'eddy	(en)siɛdi(fɹ)	elision
c'effrayant	sefɹɛjɑ̃	elision
c'emballage	sɑ̃balaʒ	elision
c'encadré	sɑ̃kadɹe	elision
c'encouragé	sɑ̃kuɹaʒe	elision
c'engrais	sɑ̃ɡɹɛ	elision
c'environnementales	sɑ̃viɹɔnmɑ̃tal	elision
c'escale	sɛskal	elision
c'haleine	salɛn	elision
c'here	səɹ	elision
c'hillary	(en)sihɪləɹi(fɹ)	elision
c'horreurs	soɹœɹ	elision
c'hostilité	sɔstilite	elision
c'hunter	sœ̃te	elision
c'identifie	sidɑ̃tifi	elision
c'intenses	sɛ̃tɑ̃s	elision
c'écarté	sekaɹte	elision
c'égyptienne	seʒiptjɛn	elision
c'équilibré	sekilibɹe	elision
c'éruption	seɹyptjɔ̃	elision
c'absorber	sabsɔɹbe	elision
c'accents	saksɑ̃	elision
c'activer	saktive	elision
c'adorer	sadoɹe	elision
c'after	(en)siaftə(fɹ)	elision
c'agitation	saʒitatjɔ̃	elision
c'aidant	sɛdɑ̃	elision
c'ain	sɛ̃	elision
c'amendements	samɑ̃dmɑ̃	elision
c'amusé	samyze	elision
c'améliorée	sameljoɹe	elision
c'anciennement	sɑ̃sjɛnmɑ̃	elision
c'anglophone	sɑ̃ɡlofɔn	elision
c'anglophones	sɑ̃ɡlofon	elision
c'annonçait	sanɔ̃sɛ	elision
c'apparue	sapaɹy	elision
c'arrangements	saɹɑ̃ʒmɑ̃	elision
c'aurélie	soɹeli	elision
c'autoritaire	sotoɹitɛɹ	elision
c'avatar	savataɹ	elision
c'aveu	savø	elision
c'ecosse	sekɔs	elision
c'engendre	sɑ̃ʒɑ̃dɹ	elision
c'envahir	sɑ̃vaiɹ	elision
c'envoyées	sɑ̃vwaje	elision
c'escroquerie	sɛskɹokɹi	elision
c'eur	sœɹ	elision
c'exceptionnellement	sɛksɛptjɔnɛlmɑ̃	elision
c'excitation	sɛksitatjɔ̃	elision
c'exigé	sɛɡziʒe	elision
c'exploitant	sɛksplwatɑ̃	elision
c'exploite	sɛksplwat	elision
c'eût	sy	elision
c'handball	(en)sihandbɔl(fɹ)	elision
c'hui	syi	elision
c'human	symɑ̃	elision
c'imbéciles	sɛ̃besil	elision
c'imiter	simite	elision
c'inauguré	sinoɡyɹe	elision
c'incompréhensible	sɛ̃kɔ̃pɹeɑ̃sibl	elision
c'inquiétez	sɛ̃kjete	elision
c'inscrites	sɛ̃skɹit	elision
c'instabilité	sɛ̃stabilite	elision
c'inventeur	sɛ̃vɑ̃tœɹ	elision
c'occupants	sɔkypɑ̃	elision
c'once	sɔ̃s	elision
c'only	(en)siɒnli(fɹ)	elision
c'oppression	sɔpɹɛsjɔ̃	elision
c'orages	soɹaʒ	elision
c'osent	soz	elision
c'unit	syni	elision
c'url	syɛɹɛl	elision
c'uruguay	syɹyɡuɛ	elision
c'écarte	sekaɹt	elision
c'échelon	seʃlɔ̃	elision
c'écoutent	sekut	elision
c'élevait	selvɛ	elision
c'éloge	selɔʒ	elision
c'éloignés	selwanje	elision
c'élèvent	selɛv	elision
c'élévation	selevatjɔ̃	elision
c'émancipation	semɑ̃sipatjɔ̃	elision
c'étrangement	setɹɑ̃ʒmɑ̃	elision
c'abidjan	sabidʒɑ̃	elision
c'abstenir	sabstniɹ	elision
c'abuse	sabyz	elision
c'acceptez	saksɛpte	elision
c'adhérer	sadeɹe	elision
c'agréables	saɡɹeabl	elision
c'alexandrie	salɛksɑ̃dɹi	elision
c'alphabet	salfabɛ	elision
c'ambiguïté	sɑ̃biɡyite	elision
c'ambulance	sɑ̃bylɑ̃s	elision
c'ancienneté	sɑ̃sjɛnte	elision
c'animales	sanimal	elision
c'anomalie	sanomali	elision
c'antisémite	sɑ̃tisemit	elision
c'antérieures	sɑ̃teɹjœɹ	elision
c'apportées	sapɔɹte	elision
c'apprendra	sapɹɑ̃dɹa	elision
c'arles	saɹl	elision
c'arrivez	saɹive	elision
c'attrait	satɹɛ	elision
c'embauché	sɑ̃boʃe	elision
c'emile	semil	elision
c'encyclopédie	sɑ̃siklopedi	elision
c'enterrer	sɑ̃tɛɹe	elision
c'entourant	sɑ̃tuɹɑ̃	elision
c'exceptionnels	sɛksɛptjɔnɛl	elision
c'expliquait	sɛksplikɛ	elision
c'exploité	sɛksplwate	elision
c'hector	sɛktɔɹ	elision
c'hidalgo	sidalɡo	elision
c'honda	sɔ̃da	elision
c'hésitation	sezitatjɔ̃	elision
c'ignoré	sinjoɹe	elision
c'illégalement	sileɡalmɑ̃	elision
c'imitation	simitatjɔ̃	elision
c'inconvénient	sɛ̃kɔ̃venjɑ̃	elision
c'infinie	sɛ̃fini	elision
c'inscrivez	sɛ̃skɹive	elision
c'insecte	sɛ̃sɛkt	elision
c'inspirés	sɛ̃spiɹe	elision
c'interprètes	sɛ̃tɛɹpɹɛt	elision
c'isle	sisl	elision
c'ol	sɔl	elision
c'olivia	solivja	elision
c'organiques	sɔɹɡanik	elision
c'orthodoxe	sɔɹtodɔks	elision
c'urine	syɹin	elision
c'émile	semil	elision
c'énigme	seniɡm	elision
c'épices	sepis	elision
c'absorption	sabsɔɹptjɔ̃	elision
c'accessoire	saksɛswaɹ	elision
c'adieux	sadjø	elision
c'affrontements	safɹɔ̃tmɑ̃	elision
c'aidés	sɛde	elision
c'alexandra	salɛksɑ̃dɹa	elision
c'analysé	sanalize	elision
c'annecy	(en)sianəsi(fɹ)	elision
c'anticiper	sɑ̃tisipe	elision
c'apologie	sapoloʒi	elision
c'appelons	saplɔ̃	elision
c'apports	sapɔɹ	elision
c'ariane	saɹjan	elision
c'arrêtera	saɹɛtɹa	elision
c'assimilation	sasimilatjɔ̃	elision
c'attaquée	satake	elision
c'attirent	satiɹ	elision
c'attribués	satɹibye	elision
c'autorisées	sotoɹize	elision
c'ecclésiastique	seklezjastik	elision
c'embarque	sɑ̃baɹk	elision
c'enrichissement	sɑ̃ɹiʃismɑ̃	elision
c'enthousiaste	(en)siɛnθaʊziast(fɹ)	elision
c'eure	sœɹ	elision
c'exploits	sɛksplwa	elision
c'expérimental	sɛkspeɹimɑ̃tal	elision
c'habile	sabil	elision
c'honoraires	sonoɹɛɹ	elision
c'hormones	sɔɹmon	elision
c'hétéro	seteɹo	elision
c'indemnisation	sɛ̃dɛmnizatjɔ̃	elision
c'induit	sɛ̃dyi	elision
c'installées	sɛ̃stale	elision
c'interrogation	sɛ̃tɛɹoɡatjɔ̃	elision
c'interrogatoire	sɛ̃tɛɹoɡatwaɹ	elision
c'iso	sizo	elision
c'oms	sɔm	elision
c'optimiser	sɔptimize	elision
c'oublient	subli	elision
c'udi	sydi	elision
c'uniformes	synifɔɹm	elision
c'égyptiens	seʒiptjɛ̃	elision
c'énergétiques	senɛɹʒetik	elision
c'épique	sepik	elision
c'érection	seɹɛktjɔ̃	elision
c'éternellement	setɛɹnɛlmɑ̃	elision
c'évalué	sevalye	elision
c'accordés	sakɔɹde	elision
c'acharnement	saʃaɹnəmɑ̃	elision
c'affectée	safɛkte	elision
c'agressive	saɡɹɛsiv	elision
c'agressivité	saɡɹɛsivite	elision
c'ailier	sɛlje	elision
c'ajaccio	saʒaksjo	elision
c'algues	salɡ	elision
c'alzheimer	salzɛme	elision
c'anthropologie	(en)sianθɹəpɒlədʒi(fɹ)	elision
c'anus	sanys	elision
c'appartenir	sapaɹtəniɹ	elision
c'aptitude	saptityd	elision
c'arizona	saɹizona	elision
c'atmosphérique	satmɔsfeɹik	elision
c'atomes	satom	elision
c'attitudes	satityd	elision
c'aucuns	sokœ̃	elision
c'audacieux	sodasjø	elision
c'austin	sostɛ̃	elision
c'avancent	savɑ̃s	elision
c'azote	sazɔt	elision
c'aériens	saeɹjɛ̃	elision
c'einstein	sajnʃtajn	elision
c'ellen	sɛlɛn	elision
c'ends	(en)siɛndz(fɹ)	elision
c'entraîneurs	sɑ̃tɹɛnœɹ	elision
c'entrez	sɑ̃tɹe	elision
c'environnementaux	sɑ̃viɹɔnmɑ̃to	elision
c'espion	sɛspjɔ̃	elision
c'eue	sy	elision
c'excessif	sɛksɛsif	elision
c'explosif	sɛksplozif	elision
c'expéditions	sɛkspeditjɔ̃	elision
c'extrémités	sɛkstɹemite	elision
c'habit	sabi	elision
c'horribles	soɹibl	elision
c'idéalement	sidealmɑ̃	elision
c'ikea	(en)siaɪkiə(fɹ)	elision
c'immatriculation	simatɹikylatjɔ̃	elision
c'impératrice	sɛ̃peɹatɹis	elision
c'inconnues	sɛ̃kɔny	elision
c'indiquée	sɛ̃dike	elision
c'instituts	sɛ̃stity	elision
c'interrogations	sɛ̃tɛɹoɡatjɔ̃	elision
c'objective	sɔbʒɛktiv	elision
c'obésité	sobezite	elision
c'offertes	sɔfɛɹt	elision
c'orge	sɔɹʒ	elision
c'échos	seko	elision
c'élargissement	selaɹʒismɑ̃	elision
c'élégante	seleɡɑ̃t	elision
c'émeute	semøt	elision
c'érosion	seɹozjɔ̃	elision
c'abstraction	sabstɹaktjɔ̃	elision
c'acquiert	sakjɛɹ	elision
c'activé	saktive	elision
c'adhère	sadɛɹ	elision
c'adèle	sadɛl	elision
c'agrandir	saɡɹɑ̃diɹ	elision
c'allonger	salɔ̃ʒe	elision
c'antécédents	sɑ̃tesedɑ̃	elision
c'approfondie	sapɹofɔ̃di	elision
c'appropriée	sapɹɔpɹie	elision
c'apte	sapt	elision
c'arcs	saɹk	elision
c'assassins	sasasɛ̃	elision
c'australienne	sostɹaljɛn	elision
c'eco	seko	elision
c'embarqué	sɑ̃baɹke	elision
