tier	score	en	fr	flags	en_ipa	fr_ipa	alignment
B	0.7	zen	vaine		zɛn	vɛn	
B	0.7	beep	bittes		biːp	bit	
B	0.7	peace	tisse		piːs	tis	
B	0.7	zen	veines		zɛn	vɛn	
B	0.7	teak	piques		tiːk	pik	
B	0.7	peek	tiquent		piːk	tik	
B	0.7	peak	tiquent		piːk	tik	
B	0.7	feat	cite		fiːt	sit	
B	0.7	peeve	pise		piːv	piz	
B	0.7	seen	fine		siːn	fin	
B	0.7	coot	coupent		kuːt	kup	
B	0.7	doss	denses		dɒs	dɑ̃s	
B	0.7	feet	cite		fiːt	sit	
B	0.7	peek	tics		piːk	tik	
B	0.7	fought	sottes		fɔːt	sɔt	
B	0.7	pees	pives		piːz	piv	
B	0.7	suit	soupent		suːt	sup	
B	0.7	zen	veinent		zɛn	vɛn	
B	0.7	soup	soute		suːp	sut	
B	0.7	zen	veine		zɛn	vɛn	
B	0.7	peak	tics		piːk	tik	
B	0.7	pet	pep		pɛt	pɛp	
B	0.7	suit	soupes		suːt	sup	
B	0.7	peek	tic		piːk	tik	
B	0.7	set	ceps		sɛt	sɛp	
B	0.7	peas	pives		piːz	piv	
B	0.7	peek	tiques		piːk	tik	
B	0.699	sexual	sexuels	cognate	sɛkʃuːəl	sɛksɥɛl	
B	0.699	carbon	carbone	cognate	kɑːbən	kaʁbɔn	
B	0.699	basket	baskets	cognate	bɑːskɪt	baskɛt	
B	0.699	arctic	arctique	cognate	ɑːktɪk	aʁktik	
B	0.699	pardon	pardonne		pɑːdən	paʁdɔn	
B	0.699	greenhouse	grimace		ɡɹiːnhaʊs	ɡʁimas	
B	0.699	parcel	parcelles	cognate	pɑːsəl	paʁsɛl	
B	0.698	industry	industries	cognate	ɪndʌstɹi	ɛ̃dystʁi	
B	0.698	pregnant	prenantes		pɹɛɡnənt	pʁənɑ̃t	
B	0.698	processes	princesses		pɹɑːsɛsᵻz	pʁɛ̃sɛs	
B	0.698	experiments	experte		ɛkspɛɹɪmənts	ɛkspɛʁt	
B	0.698	striking	string	loanword	stɹaɪkɪŋ	stʁiŋ	
B	0.698	drain	dressent		dɹeɪn	dʁes	
B	0.698	guided	gardes		ɡaɪdɪd	ɡaʁd	
B	0.698	shiny	châssis		ʃaɪni	ʃasi	
B	0.698	portraits	poterie		pɔːtɹeɪts	pɔtʁi	
B	0.698	strive	stratège		stɹaɪv	stʁatɛʒ	
B	0.698	shady	chérie		ʃeɪdi	ʃeʁi	
B	0.698	contests	conteste		kɑːntɛsts	kɔ̃tɛst	
B	0.696	trying	trahit		tɹaɪɪŋ	tʁai	
B	0.696	child	chat		tʃaɪld	ʃa	
B	0.696	society	ceci		səsaɪəti	səsi	
B	0.696	places	plaisent		pleɪsɪz	plɛz	
B	0.696	safety	sévit		seɪfti	sevi	
B	0.696	trial	trolls	loanword	tɹaɪəl	tʁɔl	
B	0.696	placed	pistes		pleɪst	pist	
B	0.696	speech	sandwichs		spiːtʃ	sɑ̃dwitʃ	
B	0.696	reference	renonce		ɹɛfɹəns	ʁənɔ̃s	
B	0.696	quiet	couette		kwaɪət	kwɛt	
B	0.696	approved	éprouvent		ɐpɹuːvd	epʁuv	
B	0.696	cycle	sahel		saɪkəl	saɛl	
B	0.696	detail	dignité		diːteɪl	diɲite	
B	0.696	shame	shake	loanword	ʃeɪm	ʃeɪk	
B	0.696	clients	classes		klaɪənts	klas	
B	0.696	formula	formes		fɔːmjʊlɐ	fɔʁm	
B	0.696	crimes	crasse		kɹaɪmz	kʁas	
B	0.696	lowest	listes		ləʊəst	list	
B	0.696	minority	maris		maɪnɒɹɪti	maʁi	
B	0.696	movements	mouvements	cognate	muːvmənts	muvmɑ̃	
B	0.696	racial	réels		ɹeɪʃəl	ʁeɛl	
B	0.696	dual	doubles	cognate	djuːəl	dubl	
B	0.696	grades	grises		ɡɹeɪdz	ɡʁiz	
B	0.696	stroke	stocks		stɹəʊk	stɔk	
B	0.696	trains	treize		tɹeɪnz	tʁɛz	
B	0.696	boundaries	brise		baʊndəɹiz	bʁiz	
B	0.696	measured	merdes		mɛʒəd	mɛʁd	
B	0.696	generate	jets		dʒɛnəɹeɪt	ʒɛ	
B	0.696	safely	sévit		seɪfli	sevi	
B	0.696	quoted	cordes		kwəʊtɪd	kɔʁd	
B	0.696	clouds	classes		klaʊdz	klas	
B	0.696	planes	plaisent		pleɪnz	plɛz	
B	0.696	proteins	prose		pɹəʊtiːnz	pʁoz	
B	0.696	southwest	ouest		saʊθwɛst	wɛst	
B	0.696	nicely	nazis		naɪsli	nazi	
B	0.696	sponsor	suspense		spɒnsɐ	syspɛns	
B	0.696	trades	treize		tɹeɪdz	tʁɛz	
B	0.696	tribes	trappes		tɹaɪbz	tʁap	
B	0.696	stakes	sexes		steɪks	sɛks	
B	0.696	frames	frise		fɹeɪmz	fʁiz	
B	0.696	segments	segment	cognate	sɛɡmənts	sɛɡmɑ̃	
B	0.696	socially	celui		səʊʃəli	səlɥi	
B	0.696	traders	treize		tɹeɪdəz	tʁɛz	
B	0.696	refund	round	loanword	ɹᵻfʌnd	ɹaʊnd	
B	0.696	trails	treize		tɹeɪlz	tʁɛz	
B	0.696	blamed	bled		bleɪmd	blɛd	
B	0.696	phrases	frise		fɹeɪzɪz	fʁiz	
B	0.696	plains	plaisent		pleɪnz	plɛz	
B	0.696	traces	treize		tɹeɪsɪz	tʁɛz	
B	0.696	verify	verve		vɛɹɪfaɪ	vɛʁv	
B	0.696	crowds	crasse		kɹaʊdz	kʁas	
B	0.696	graves	grises		ɡɹeɪvz	ɡʁiz	
B	0.696	riots	retrace		ɹaɪəts	ʁətʁas	
B	0.696	snakes	sexes		sneɪks	sɛks	
B	0.696	shave	shake	loanword	ʃeɪv	ʃeɪk	
B	0.696	superstar	soupire		suːpəstɑː	supiʁ	
B	0.696	testified	tests		tɛstɪfaɪd	tɛst	
B	0.696	foremost	formes		fɔːməʊst	fɔʁm	
B	0.696	chased	tests		tʃeɪst	tɛst	
B	0.696	grapes	graisses		ɡɹeɪps	ɡʁɛs	
B	0.696	trainers	treize		tɹeɪnəz	tʁɛz	
B	0.696	digest	jets		daɪdʒɛst	ʒɛ	
B	0.696	grains	grises		ɡɹeɪnz	ɡʁiz	
B	0.696	financed	faste		faɪnænst	fast	
B	0.696	west	veste		wɛst	vɛst	
B	0.696	west	vestes		wɛst	vɛst	
B	0.696	vest	ouest		vɛst	wɛst	
B	0.695	made	méthodes		meɪd	metɔd	
B	0.695	local	lequel		ləʊkəl	ləkɛl	
B	0.695	thinking	king	loanword	θɪŋkɪŋ	kɪŋ	
B	0.695	schools	scouts		skuːlz	skut	
B	0.695	moved	mouvance		muːvd	muvɑ̃s	
B	0.695	classes	closes		klɑːsɪz	kloz	
B	0.695	liked	line	loanword	laɪkt	laɪn	
B	0.695	split	spots	loanword	splɪt	spɔt	
B	0.695	rural	roll	loanword	ɹɔːɹəl	ɹəʊl	
B	0.695	arrival	rafales		ɐɹaɪvəl	ʁafal	
B	0.695	believes	blues	loanword	bɪliːvz	bluz	
B	0.695	resource	ressources	cognate	ɹɪzɔːs	ʁəsuʁs	
B	0.695	silly	supplie		sɪli	sypli	
B	0.695	punch	putsch		pʌntʃ	putʃ	
B	0.695	define	line	loanword	dɪfaɪn	laɪn	
B	0.695	belongs	blues	loanword	bɪlɒŋz	bluz	
B	0.695	divine	line	loanword	dɪvaɪn	laɪn	
B	0.695	legally	ligues		liːɡəli	liɡ	
B	0.695	rival	rafales		ɹaɪvəl	ʁafal	
B	0.695	skilled	soldes		skɪld	sɔld	
B	0.695	tweeted	tarde		twiːtɪd	taʁd	
B	0.695	fridge	frange		fɹɪdʒ	fʁɑ̃ʒ	
B	0.695	desires	eyes	loanword	dɪzaɪəz	aɪz	
B	0.695	linking	king	loanword	lɪŋkɪŋ	kɪŋ	
B	0.695	blogs	blues	loanword	blɒɡz	bluz	
B	0.695	doubts	down	loanword	daʊts	daʊn	
B	0.695	storms	stop		stɔːmz	stɔp	
B	0.695	cheated	tarde		tʃiːtɪd	taʁd	
B	0.695	feeds	fidèles		fiːdz	fidɛl	
B	0.695	maid	méthodes		meɪd	metɔd	
B	0.695	lengthy	lady	loanword	lɛŋθi	lɛdi	
B	0.695	sinking	king	loanword	sɪŋkɪŋ	kɪŋ	
B	0.695	maiden	méthane		meɪdən	metan	
B	0.695	flint	flûte		flɪnt	flyt	
B	0.695	queer	quoique		kwiə	kwakə	
B	0.695	gems	jets		dʒɛmz	ʒɛ	
B	0.695	premiums	primitive		pɹiːmiəmz	pʁimitiv	
B	0.695	blink	bloquent		blɪŋk	blɔk	
B	0.695	treaties	tri		tɹiːtɪz	tʁi	
B	0.695	juicy	soucis		dʒuːsi	susi	
B	0.695	sleeves	slip		sliːvz	slip	
B	0.695	believers	blues	loanword	bɪliːvəz	bluz	
B	0.695	scares	skate		skeəz	skɛt	
B	0.694	system	systèmes	cognate	sɪstəm	sistɛm	
B	0.694	stupid	stupides	cognate	stjuːpɪd	stypid	
B	0.694	traffic	trafics	cognate	tɹæfɪk	tʁafik	
B	0.694	existing	existait		ɛɡzɪstɪŋ	ɛɡzistɛ	
B	0.694	classic	classiques	cognate	klæsɪk	klasik	
B	0.694	expensive	experts		ɛkspɛnsɪv	ɛkspɛʁ	
B	0.694	victim	victimes	cognate	vɪktɪm	viktim	
B	0.694	electronic	électriques		ɛlɪktɹɒnɪk	elɛktʁik	
B	0.694	extensive	externes		ɛkstɛnsɪv	ɛkstɛʁn	
B	0.694	historic	historiques	cognate	hɪstɒɹɪk	istɔʁik	
B	0.694	uniform	uniformes	cognate	juːnɪfɔːm	ynifɔʁm	
B	0.694	graphic	graphiques	cognate	ɡɹæfɪk	ɡʁafik	
B	0.694	clinic	cliniques	cognate	klɪnɪk	klinik	
B	0.694	electoral	électrons		ɪlɛktəɹəl	elɛktʁɔ̃	
B	0.694	jungle	single		dʒʌŋɡəl	siŋɡəl	
B	0.694	fabric	fabriques		fæbɹɪk	fabʁik	
B	0.694	static	statique	cognate	stætɪk	statik	
B	0.694	tablet	tablettes	cognate	tæblət	tablɛt	
B	0.694	critic	critiques	cognate	kɹɪtɪk	kʁitik	
B	0.694	terrified	interfaces		tɛɹɪfaɪd	ɛ̃tɛʁfas	
B	0.694	granite	granit	cognate	ɡɹænɪt	ɡʁanit	
B	0.694	prestigious	prestige		pɹɛstɪdʒəs	pʁɛstiʒ	
B	0.694	trilogy	trilogie	cognate	tɹɪlədʒi	tʁilɔʒi	
B	0.694	fascist	fascistes	cognate	fæʃɪst	faʃist	
B	0.694	busted	bastide		bʌstɪd	bastid	
B	0.694	defects	directrices		diːfɛkts	diʁɛktʁis	
B	0.694	pixel	pixels	cognate	pɪksəl	piksɛl	
B	0.694	tactic	tactiques	cognate	tæktɪk	taktik	
B	0.694	restart	restantes		ɹɪstɑːt	ʁɛstɑ̃t	
B	0.693	clearly	colis		kliəli	kɔli	
B	0.693	judges	jazz		dʒʌdʒɪz	dʒaz	
B	0.693	acceptable	acceptables	cognate	ɐksɛptəbəl	aksɛptabl	
B	0.693	protective	prospective		pɹətɛktɪv	pʁɔspɛktiv	
B	0.693	organize	organisent	cognate	ɔːɹɡənaɪz	ɔʁɡaniz	
B	0.693	swinging	swing	loanword	swɪŋɪŋ	swiŋ	
B	0.693	pornography	pornographie	cognate	pɔːnɒɡɹəfi	pɔʁnɔɡʁafi	
B	0.692	site	sente		saɪt	sɑ̃t	
B	0.692	broken	bretonne		bɹəʊkən	bʁətɔn	
B	0.692	fund	fondent		fʌnd	fɔ̃d	
B	0.692	software	solaires		sɒftweə	sɔlɛʁ	
B	0.692	sight	sente		saɪt	sɑ̃t	
B	0.692	loud	landes		laʊd	lɑ̃d	
B	0.692	joining	jogging	loanword	dʒɔɪnɪŋ	dʒɔɡiŋ	
B	0.692	roger	range		ɹɒdʒɐ	ʁɑ̃ʒ	
B	0.692	dressing	dressage		dɹɛsɪŋ	dʁɛsaʒ	
B	0.692	superman	soupçonne		suːpəmæn	supsɔn	
B	0.692	fond	fondent		fɒnd	fɔ̃d	
B	0.692	cunt	contes		kʌnt	kɔ̃t	
B	0.692	louder	landes		laʊdɐ	lɑ̃d	
B	0.692	cans	quinze		kænz	kɛ̃z	
B	0.692	dice	denses		daɪs	dɑ̃s	
B	0.692	cite	sente		saɪt	sɑ̃t	
B	0.692	ripe	rampe		ɹaɪp	ʁɑ̃p	
B	0.691	tiny	tapis		taɪni	tapi	
B	0.691	guarantee	garantit		ɡæɹɑːntiː	ɡaʁɑ̃ti	
B	0.691	km	crèmes		keɪɛm	kʁɛm	
B	0.691	drove	drôles		dɹəʊv	dʁol	
B	0.691	regard	regardes		ɹɪɡɑːd	ʁəɡaʁd	
B	0.691	slight	slaves		slaɪt	slav	
B	0.691	trauma	trolls	loanword	tɹɔːmɐ	tʁɔl	
B	0.691	treason	tribunes		tɹiːzən	tʁibyn	
B	0.691	classy	classiques		klɑːsi	klasik	
B	0.691	markers	marquise		mɑːkəz	maʁkiz	
B	0.691	countdown	down	loanword	kaʊntdaʊn	daʊn	
B	0.691	remark	remarques	cognate	ɹᵻmɑːɹk	ʁəmaʁk	
B	0.69	would	oued		wʊd	wɛd	
B	0.69	good	guides		ɡʊd	ɡid	
B	0.69	thing	ding	loanword	θɪŋ	dɪŋ	
B	0.69	took	tic		tʊk	tik	
B	0.69	song	soc		sɒŋ	sɔk	
B	0.69	exactly	exacts		ɛɡzæktli	ɛɡzakt	
B	0.69	kid	codes		kɪd	kɔd	
B	0.69	dad	dinde		dæd	dɛ̃d	
B	0.69	ship	chope		ʃɪp	ʃɔp	
B	0.69	hall	cols		hɔːl	kɔl	
B	0.69	mid	modes		mɪd	mɔd	
B	0.69	dinner	dunes		dɪnɐ	dyn	
B	0.69	wood	oued		wʊd	wɛd	
B	0.69	technical	techniques	cognate	tɛknɪkəl	tɛknik	
B	0.69	bird	bide		bɜːd	bid	
B	0.69	bob	bombes		bɒb	bɔ̃b	
B	0.69	theme	gym		θiːm	ʒim	
B	0.69	represent	reprennent		ɹɛpɹᵻzɛnt	ʁəpʁɛn	
B	0.69	sing	ding	loanword	sɪŋ	dɪŋ	
B	0.69	singer	ding	loanword	sɪŋɚ	dɪŋ	
B	0.69	yep	ème		jɛp	jɛm	
B	0.69	suitable	soutenait		suːtəbəl	sutənɛ	
B	0.69	rick	rock		ɹɪk	ʁɔk	
B	0.69	protecting	protecteurs		pɹətɛktɪŋ	pʁɔtɛktœʁ	
B	0.69	explaining	expliques		ɛkspleɪnɪŋ	ɛksplik	
B	0.69	pub	pubs	cognate	pʌb	pœb	
B	0.69	bin	bonnes		bɪn	bɔn	
B	0.69	correctly	corrects		kəɹɛktli	kɔʁɛkt	
B	0.69	tourist	terroristes		tɔːɹɪst	tɛʁɔʁist	
B	0.69	collecting	collecte	cognate	kəlɛktɪŋ	kɔlɛkt	
B	0.69	verse	vis		vɜːs	vis	
B	0.69	connecting	connecte		kənɛktɪŋ	kɔnɛkt	
B	0.69	strictly	strictes		stɹɪktli	stʁikt	
B	0.69	southeast	centristes		saʊθiːst	sɑ̃tʁist	
B	0.69	pursuit	petites		pəsuːt	pətit	
B	0.69	fig	fugue		fɪɡ	fyɡ	
B	0.69	technically	techniques		tɛknɪkli	tɛknik	
B	0.69	frustrated	frustrés	cognate	fɹʌstɹeɪtɪd	fʁystʁe	
B	0.69	demon	dimanches		diːmən	dimɑ̃ʃ	
B	0.69	dip	dupes		dɪp	dyp	
B	0.69	strengthen	stressant		stɹɛŋθən	stʁɛsɑ̃	
B	0.69	tin	tune		tɪn	tyn	
B	0.69	heck	cake	loanword	hɛk	kɛk	
B	0.69	incorrect	corrects		ɪnkəɹɛkt	kɔʁɛkt	
B	0.69	fog	fougue		fɒɡ	fuɡ	
B	0.69	haul	cols		hɔːl	kɔl	
B	0.69	rig	rogue		ɹɪɡ	ʁɔɡ	
B	0.69	tub	tombes		tʌb	tɔ̃b	
B	0.69	polo	flow	loanword	pəʊləʊ	fləʊ	
B	0.69	lib	lobe		lɪb	lɔb	
B	0.69	systemic	systèmes		sɪstɛmɪk	sistɛm	
B	0.69	strawberry	tromperie		stɹɔːbəɹi	tʁɔpʁi	
B	0.69	mod	monde		mɒd	mɔ̃d	
B	0.69	mod	mondent		mɒd	mɔ̃d	
B	0.69	mod	mondes		mɒd	mɔ̃d	
B	0.69	pep	pompe		pɛp	pɔ̃p	
B	0.69	motte	montent		mɒt	mɔ̃t	
B	0.69	debt	cette		dɛt	sɛt	
B	0.69	set	seine		sɛt	sɛn	
B	0.69	vet	veine		vɛt	vɛn	
B	0.69	motte	montes		mɒt	mɔ̃t	
B	0.69	meat	mine		miːt	min	
B	0.69	seat	sise		siːt	siz	
B	0.69	bees	bittent		biːz	bit	
B	0.69	taught	tintes		tɔːt	tɛ̃t	
B	0.69	meat	minent		miːt	min	
B	0.69	debt	sept		dɛt	sɛt	
B	0.69	pet	peine		pɛt	pɛn	
B	0.69	bet	benne		bɛt	bɛn	
B	0.69	sought	saintes		sɔːt	sɛ̃t	
B	0.69	sees	dix		siːz	dis	
B	0.69	meat	mise		miːt	miz	
B	0.69	seat	dite		siːt	dit	
B	0.69	scene	site		siːn	sit	
B	0.69	said	sondes		sɛd	sɔ̃d	
B	0.69	seen	cite		siːn	sit	
B	0.69	dean	seine		diːn	sɛn	
B	0.69	set	dettes		sɛt	dɛt	
B	0.69	seat	sises		siːt	siz	
B	0.69	set	sennes		sɛt	sɛn	
B	0.69	taught	tintent		tɔːt	tɛ̃t	
B	0.69	mean	mythe		miːn	mit	
B	0.69	meet	mines		miːt	min	
B	0.69	sees	dise		siːz	diz	
B	0.69	sees	cite		siːz	sit	
B	0.69	tot	tonte		tɒt	tɔ̃t	
B	0.69	beat	bine		biːt	bin	
B	0.69	seas	dise		siːz	diz	
B	0.69	seas	cite		siːz	sit	
B	0.69	taut	tintes		tɔːt	tɛ̃t	
B	0.69	cease	cid		siːs	sid	
B	0.69	bean	bites		biːn	bit	
B	0.69	set	seize		sɛt	sɛz	
B	0.69	cease	dissent		siːs	dis	
B	0.69	set	saine		sɛt	sɛn	
B	0.69	seize	dises		siːz	diz	
B	0.69	seas	dix		siːz	dis	
B	0.69	sought	ceintes		sɔːt	sɛ̃t	
B	0.69	fought	phone		fɔːt	fɔn	
B	0.69	men	mettent		mɛn	mɛt	
B	0.69	coot	cousent		kuːt	kuz	
B	0.69	feat	fines		fiːt	fin	
B	0.69	taut	tintent		tɔːt	tɛ̃t	
B	0.69	bean	bits		biːn	bit	
B	0.69	mean	mythes		miːn	mit	
B	0.69	feet	fines		fiːt	fin	
B	0.69	bawd	bosses		bɔːd	bɔs	
B	0.69	taught	teintes		tɔːt	tɛ̃t	
B	0.69	pod	ponde		pɒd	pɔ̃d	
B	0.69	sees	disent		siːz	diz	
B	0.69	seas	disent		siːz	diz	
B	0.69	fought	feintent		fɔːt	fɛ̃t	
B	0.69	seize	sites		siːz	sit	
B	0.69	taught	teintent		tɔːt	tɛ̃t	
B	0.69	beet	bine		biːt	bin	
B	0.69	meat	mines		miːt	min	
B	0.69	pep	pompent		pɛp	pɔ̃p	
B	0.69	men	mettes		mɛn	mɛt	
B	0.69	taught	note		tɔːt	nɔt	
B	0.69	sought	ceinte		sɔːt	sɛ̃t	
B	0.69	ben	bette		bɛn	bɛt	
B	0.69	sees	site		siːz	sit	
B	0.69	met	montent		mɛt	mɔ̃t	
B	0.69	taut	teintes		tɔːt	tɛ̃t	
B	0.69	bean	bit		biːn	bit	
B	0.69	beat	binent		biːt	bin	
B	0.69	debt	sets		dɛt	sɛt	
B	0.69	debt	cet		dɛt	sɛt	
B	0.69	pet	penne		pɛt	pɛn	
B	0.69	bean	bite		biːn	bit	
B	0.69	bawd	bossent		bɔːd	bɔs	
B	0.69	says	cette		sɛz	sɛt	
B	0.69	bean	bitte		biːn	bit	
B	0.69	pet	pennes		pɛt	pɛn	
B	0.69	seize	citent		siːz	sit	
B	0.69	baud	boss		bɔːd	bɔs	
B	0.69	taut	teintent		tɔːt	tɛ̃t	
B	0.69	sawed	scindes		sɔːd	sɛ̃d	
B	0.69	pod	pondes		pɒd	pɔ̃d	
B	0.69	bawd	bosse		bɔːd	bɔs	
B	0.69	met	maine		mɛt	mɛn	
B	0.69	seen	site		siːn	sit	
B	0.69	seize	cites		siːz	sit	
B	0.69	taut	note		tɔːt	nɔt	
B	0.69	dean	seines		diːn	sin	
B	0.69	fought	phones		fɔːt	fɔn	
B	0.69	meet	mises		miːt	miz	
B	0.69	says	sept		sɛz	sɛt	
B	0.69	seas	site		siːz	sit	
B	0.69	fought	feinte		fɔːt	fɛ̃t	
B	0.69	sawed	scindent		sɔːd	sɛ̃d	
B	0.69	mean	mite		miːn	mit	
B	0.69	fought	feintes		fɔːt	fɛ̃t	
B	0.69	met	montes		mɛt	mɔ̃t	
B	0.69	men	mette		mɛn	mɛt	
B	0.69	bean	bittent		biːn	bit	
B	0.69	debt	set		dɛt	sɛt	
B	0.69	motte	monte		mɒt	mɔ̃t	
B	0.69	set	dette		sɛt	dɛt	
B	0.69	bees	bittes		biːz	bit	
B	0.69	seat	seine		siːt	sɛn	
B	0.69	scene	citent		siːn	sit	
B	0.69	scene	sites		siːn	sit	
B	0.69	taught	notent		tɔːt	nɔt	
B	0.69	feat	fine		fiːt	fin	
B	0.69	scene	cites		siːn	sit	
B	0.69	keck	conque		kɛk	kɔ̃k	
B	0.69	coot	couses		kuːt	kuz	
B	0.69	sees	dises		siːz	diz	
B	0.69	feet	fine		fiːt	fin	
B	0.69	beat	bises		biːt	biz	
B	0.69	taught	notes		tɔːt	nɔt	
B	0.69	sought	sainte		sɔːt	sɛ̃t	
B	0.69	beat	bise		biːt	biz	
B	0.69	beet	binent		biːt	bin	
B	0.69	meat	mises		miːt	miz	
B	0.69	taut	notent		tɔːt	nɔt	
B	0.69	taught	teinte		tɔːt	tɛ̃t	
B	0.69	sawed	scinde		sɔːd	sɛ̃d	
B	0.69	vet	vaines		vɛt	vɛn	
B	0.69	fess	fonces		fɛs	fɔ̃s	
B	0.69	seize	dise		siːz	diz	
B	0.69	seize	cite		siːz	sit	
B	0.69	meet	misent		miːt	miz	
B	0.69	coot	couse		kuːt	kuz	
B	0.69	seas	dises		siːz	diz	
B	0.69	beat	bines		biːt	bin	
B	0.69	taut	notes		tɔːt	nɔt	
B	0.69	deem	cime		diːm	sim	
B	0.69	cease	dix		siːs	dis	
B	0.69	dean	dite		diːn	dit	
B	0.69	seize	dix		siːz	dis	
B	0.69	says	sets		sɛz	sɛt	
B	0.69	deem	cimes		diːm	sim	
B	0.69	says	cet		sɛz	sɛt	
B	0.69	taut	teinte		tɔːt	tɛ̃t	
B	0.69	ben	bettes		bɛn	bɛt	
B	0.69	baud	bosses		bɔːd	bɔs	
B	0.69	bees	bites		biːz	bit	
B	0.69	sees	citent		siːz	sit	
B	0.69	beet	bises		biːt	biz	
B	0.69	beet	bise		biːt	biz	
B	0.69	pawed	pos		pɔːd	pɔs	
B	0.69	sees	sites		siːz	sit	
B	0.69	fess	fonce		fɛs	fɔ̃s	
B	0.69	pod	pondent		pɒd	pɔ̃d	
B	0.69	pep	pompes		pɛp	pɔ̃p	
B	0.69	sees	cites		siːz	sit	
B	0.69	set	saines		sɛt	sɛn	
B	0.69	vet	veines		vɛt	vɛn	
B	0.69	said	sondent		sɛd	sɔ̃d	
B	0.69	seize	disent		siːz	diz	
B	0.69	scene	cite		siːn	sit	
B	0.69	bees	bits		biːz	bit	
B	0.69	taught	tinte		tɔːt	tɛ̃t	
B	0.69	seat	seines		siːt	sin	
B	0.69	seen	citent		siːn	sit	
B	0.69	bees	bite		biːz	bit	
B	0.69	seen	sites		siːn	sit	
B	0.69	beet	bines		biːt	bin	
B	0.69	meat	misent		miːt	miz	
B	0.69	pet	peinent		pɛt	pɛn	
B	0.69	baud	bossent		bɔːd	bɔs	
B	0.69	seen	cites		siːn	sit	
B	0.69	keck	conques		kɛk	kɔ̃k	
B	0.69	fess	foncent		fɛs	fɔ̃s	
B	0.69	meet	mine		miːt	min	
B	0.69	says	set		sɛz	sɛt	
B	0.69	vet	vaine		vɛt	vɛn	
B	0.69	seas	citent		siːz	sit	
B	0.69	cease	disses		siːs	dis	
B	0.69	baud	bosse		bɔːd	bɔs	
B	0.69	set	senne		sɛt	sɛn	
B	0.69	seas	sites		siːz	sit	
B	0.69	bet	bennes		bɛt	bɛn	
B	0.69	mean	mitent		miːn	mit	
B	0.69	taut	tinte		tɔːt	tɛ̃t	
B	0.69	seas	cites		siːz	sit	
B	0.69	meet	minent		miːt	min	
B	0.69	bawd	boss		bɔːd	bɔs	
B	0.69	meet	mise		miːt	miz	
B	0.69	vet	veinent		vɛt	vɛn	
B	0.69	said	sonde		sɛd	sɔ̃d	
B	0.69	cease	disse		siːs	dis	
B	0.69	bees	bit		biːz	bit	
B	0.69	tot	tontes		tɒt	tɔ̃t	
B	0.69	bean	bittes		biːn	bit	
B	0.69	met	monte		mɛt	mɔ̃t	
B	0.69	bees	bitte		biːz	bit	
B	0.69	seize	site		siːz	sit	
B	0.69	pet	peines		pɛt	pɛn	
B	0.689	start	sortes		stɑːt	sɔʁt	
B	0.689	making	king	loanword	meɪkɪŋ	kɪŋ	
B	0.689	side	salades		saɪd	salad	
B	0.689	research	ranch	loanword	ɹᵻsɜːtʃ	ʁɑ̃tʃ	
B	0.689	taking	king	loanword	teɪkɪŋ	kɪŋ	
B	0.689	total	tôle		təʊtəl	tol	
B	0.689	page	péages		peɪdʒ	peaʒ	
B	0.689	science	sas		saɪəns	sas	
B	0.689	enjoy	end	loanword	ɛndʒɔɪ	ɛnd	
B	0.689	race	réponses		ɹeɪs	ʁepɔ̃s	
B	0.689	island	and	loanword	aɪlənd	and	
B	0.689	female	files		fiːmeɪl	fil	
B	0.689	focus	fosses		fəʊkəs	fos	
B	0.689	growing	gros		ɡɹəʊɪŋ	ɡʁo	
B	0.689	claims	clés		kleɪmz	kle	
B	0.689	powerful	pâle		paʊəfəl	pal	
B	0.689	smart	sortes		smɑːt	sɔʁt	
B	0.689	dating	ding	loanword	deɪtɪŋ	dɪŋ	
B	0.689	claimed	clés		kleɪmd	kle	
B	0.689	ladies	lisent		leɪdɪz	liz	
B	0.689	slowly	slow	loanword	sləʊli	slo	
B	0.689	finds	phases		faɪndz	faz	
B	0.689	id	arrondi		aɪdiː	aʁɔ̃di	
B	0.689	crying	king	loanword	kɹaɪɪŋ	kɪŋ	
B	0.689	drivers	draps		dɹaɪvəz	dʁa	
B	0.689	bible	balles		baɪbəl	bal	
B	0.689	kinds	cases		kaɪndz	kaz	
B	0.689	riding	ding	loanword	ɹaɪdɪŋ	dɪŋ	
B	0.689	assault	volts		ɐsɒlt	vɔlt	
B	0.689	avenue	genoux		ævənjuː	ʒənu	
B	0.689	nowhere	nerfs		nəʊweə	nɛʁ	
B	0.689	vital	valent		vaɪtəl	val	
B	0.689	whilst	watts		waɪlst	wat	
B	0.689	remind	round	loanword	ɹɪmaɪnd	ɹaʊnd	
B	0.689	hiding	ding	loanword	haɪdɪŋ	dɪŋ	
B	0.689	derived	draps		dɪɹaɪvd	dʁa	
B	0.689	overseas	six		oʊvɚsiːz	sis	
B	0.689	counts	casses		kaʊnts	kas	
B	0.689	drives	draps		dɹaɪvz	dʁa	
B	0.689	climb	classes		klaɪm	klas	
B	0.689	bronze	brise		bɹɒnz	bʁiz	
B	0.689	shoulders	choses		ʃəʊldəz	ʃoz	
B	0.689	trophy	trot		tɹəʊfi	tʁo	
B	0.689	dining	ding	loanword	daɪnɪŋ	dɪŋ	
B	0.689	charm	thermes		tʃɑːm	tɛʁm	
B	0.689	reminder	round	loanword	ɹɪmaɪndɐ	ɹaʊnd	
