en	fr	pair_score	passages	best_subchain_quality	mean_subchain_quality	min_hops	density_score	example
proceeding en:proceeded	précis aide		3	0.938	0.938	3	2.81	~ fr:près éden ≈ en:proceeding en:proceeded ≈ fr:précis aide
splendid	spleen aide	0.926	3	0.938	0.9357	3	2.81	en:spleen ≈ fr:spleen ~ fr:spleen aide ≈ en:splendid
cartoon	gand un	0.929	3	0.937	0.936	2	2.81	en:cartoon ≈ fr:gand un ~ fr:réfléchis
enters en:enter	ensi		3	0.937	0.9357	3	2.81	~ fr:aident aise ≈ en:enters en:enter ≈ fr:ensi
foremen	semaine	0.926	3	0.937	0.9367	2	2.81	en:weeks ~ fr:semaine ≈ en:foremen
title en:titled	tant halte		3	0.935	0.935	3	2.81	~ fr:taillent elle ≈ en:title en:titled ≈ fr:tant halte
branded en:branding	brin digne		3	0.935	0.935	3	2.81	~ fr:prennent aide ≈ en:branded en:branding ≈ fr:brin digne
lending en:lender	lin des		3	0.937	0.9347	3	2.8	~ fr:lin digne ≈ en:lending en:lender ≈ fr:lin des
supervisor	soupers assez	0.914	3	0.935	0.9343	2	2.8	en:supervisor ≈ fr:soupers assez ~ fr:suffisants
acne	acné	0.94	3	0.934	0.934	2	2.8	en:acne ≈ fr:acné ~ en:acme
entered en:enter	ensi		3	0.934	0.9327	3	2.8	~ fr:aident aide ≈ en:entered en:enter ≈ fr:ensi
predecessor en:successor	secs essaie		3	0.934	0.9323	3	2.8	~ fr:prient cessé ≈ en:predecessor en:successor ≈ fr:secs essaie
debt inner en:debt	dette		3	0.934	0.934	3	2.8	~ fr:destinée ≈ en:debt inner en:debt ≈ fr:dette
trustee	trots tee	0.96	3	0.934	0.934	3	2.8	en:misty ≈ fr:mais tee ~ fr:trots tee ≈ en:trustee
defeated en:defeat	dit hit		3	0.933	0.933	4	2.8	~ fr:défient aide ≈ en:defeated en:defeat ≈ fr:dit hit ~ fr:qua
flack	flaque	0.97	3	0.933	0.932	2	2.8	en:fleck ~ en:flack ≈ fr:flaque
testers	taies thèse fr:thèses		3	0.959	0.9303	3	2.79	≈ fr:tester ~ en:testers ≈ fr:taies thèse fr:thèses
crossing	crocs in	0.919	3	0.941	0.9317	2	2.79	en:crossing ≈ fr:crocs in ~ fr:crocs
set en:set um	symptômes		3	0.935	0.9303	3	2.79	~ fr:cet ≈ en:set en:set um ≈ fr:symptômes
tending en:tended	tain dites		3	0.934	0.931	3	2.79	~ fr:tain digne ≈ en:tending en:tended ≈ fr:tain dites
creativity	créait éviter	0.928	3	0.934	0.9287	2	2.79	en:creativity ≈ fr:créait éviter ~ fr:éviter
protect en:protecting	pratiquent in		3	0.934	0.931	3	2.79	~ fr:prêt acte ≈ en:protect en:protecting ≈ fr:pratiquent in
parry en:parley	pâli		3	0.933	0.9307	3	2.79	~ fr:pari ≈ en:parry en:parley ≈ fr:pâli
detected	dit excède	0.943	3	0.932	0.9313	2	2.79	en:detected ≈ fr:dit excède ~ fr:exprimé
remedies	remet hisse	0.932	3	0.932	0.93	2	2.79	en:remedies ≈ fr:remet hisse ~ fr:retombée
titled en:title	taillent elle		3	0.931	0.9293	3	2.79	~ fr:tant halte ≈ en:titled en:title ≈ fr:taillent elle
ticked	dicte	0.945	3	0.931	0.93	2	2.79	en:nicked ~ en:ticked ≈ fr:dicte
bought	bottes	1.0	3	0.93	0.93	2	2.79	≈ en:purchased ~ en:bought ≈ fr:bottes
bought	botte	1.0	3	0.93	0.93	2	2.79	≈ en:purchased ~ en:bought ≈ fr:botte
creatures	crient chaise	0.983	3	0.947	0.9257	2	2.78	en:creature ~ en:creatures ≈ fr:crient chaise
extending en:extended	axent haines aide		3	0.932	0.927	3	2.78	~ fr:axent haines in ≈ en:extending en:extended ≈ fr:axent haines aide
myself en:yourself	ions elfes		3	0.931	0.9277	3	2.78	~ fr:mas elfes ≈ en:myself en:yourself ≈ fr:ions elfes
processor	près essaie	0.943	3	0.931	0.928	2	2.78	en:processor ≈ fr:près essaie ~ fr:essaie
kidney	quais ni	0.929	3	0.929	0.9263	2	2.78	en:kidney ≈ fr:quais ni ~ fr:quelle
feeding	paient in fr:fient in		3	0.928	0.9253	3	2.78	~ en:betting ≈ fr:paient in fr:fient in ≈ en:feeding
pest	pestes	1.0	3	0.928	0.928	2	2.78	en:pest ≈ fr:pestes ~ fr:peste
member en:members	main baise		3	0.926	0.926	4	2.78	~ fr:main bée ≈ en:member en:members ≈ fr:main baise ~ fr:perturbé
toddler	tôt les	0.952	3	0.955	0.9237	2	2.77	en:toddler ≈ fr:tôt les ~ fr:tôt
pallet inner	palestinien	0.904	3	0.951	0.9217	2	2.77	en:pallet inner ≈ fr:palestinien ~ fr:palestine
auras	horace	0.911	3	0.938	0.922	2	2.77	en:auras ≈ fr:horace ~ fr:zeitung
bracelet	prés let	0.94	3	0.933	0.9237	2	2.77	en:bracelet ≈ fr:prés let ~ fr:prés
policeman	polis mène	0.955	3	0.933	0.9237	2	2.77	en:policeman ≈ fr:polis mène ~ fr:policier
posters	poussent aise	0.943	3	0.928	0.9237	2	2.77	en:posters ≈ fr:poussent aise ~ fr:pousse
respectively	respectes lis	0.951	3	0.928	0.924	2	2.77	en:respectively ≈ fr:respectes lis ~ fr:respecte
paranoid	parrain ode	0.94	3	0.922	0.922	3	2.77	en:congressional ≈ fr:con greffon elle ~ fr:parrain ode ≈ en:paranoid
gran	crâne	0.94	3	0.922	0.9213	3	2.76	en:grounded ≈ fr:crânes aide ~ fr:crâne ≈ en:gran
start	stade	0.955	3	0.919	0.919	3	2.76	en:strategy ≈ fr:strates chie ~ fr:stade ≈ en:start
ended en:ending	haines in		3	0.921	0.918	3	2.75	~ fr:haines aide ≈ en:ended en:ending ≈ fr:haines in
exes	excise	0.98	3	0.921	0.917	3	2.75	en:excel ≈ fr:ex aile ~ en:exes ≈ fr:excise
teston en:testers	taies thèse		3	0.918	0.9157	3	2.75	~ fr:taies tonnes ≈ en:teston en:testers ≈ fr:taies thèse
torn	tonne	1.0	3	0.915	0.915	2	2.75	≈ en:shedding ~ en:torn ≈ fr:tonne
promoting	promet in	0.932	3	0.927	0.9123	2	2.74	en:promoting ≈ fr:promet in ~ fr:promets
commonly en:routinely	ruent inouï		3	0.914	0.914	3	2.74	~ fr:commun lis ≈ en:commonly en:routinely ≈ fr:ruent inouï
qualities	collet hisse	0.939	3	0.912	0.912	2	2.74	en:qualities ≈ fr:collet hisse ~ fr:fies hisse
exercises	excès assise	0.942	3	0.934	0.9103	2	2.73	en:exercises ≈ fr:excès assise ~ fr:excès
boundaries	ban cerise	0.927	3	0.93	0.911	2	2.73	en:boundary ~ en:boundaries ≈ fr:ban cerise
any	haie nient	1.0	3	0.927	0.91	2	2.73	en:any ≈ fr:haie nient ~ fr:haie
meantime	minent âme	0.983	3	0.916	0.9107	2	2.73	en:meantime ≈ fr:minent âme ~ fr:âmes
prefers	prêt aise	0.919	3	0.913	0.909	2	2.73	en:prefers ≈ fr:prêt aise ~ fr:prêts
rennet	rainette	0.956	3	0.911	0.909	2	2.73	en:rennet ≈ fr:rainette ~ fr:pluie
meet error en:error	aires		3	0.91	0.9097	3	2.73	~ fr:mystérieux ≈ en:meet error en:error ≈ fr:aires
racket	raquette	0.952	3	0.909	0.909	2	2.73	≈ en:tennis ~ en:racket ≈ fr:raquette
jeers	djihad	0.905	3	0.914	0.9063	2	2.72	en:jeered ~ en:jeers ≈ fr:djihad
dodgers	tôt chaise	0.901	3	0.908	0.908	2	2.72	en:dodgers ≈ fr:tôt chaise ~ fr:tôt les
cording	comptine	0.902	3	0.906	0.904	2	2.71	en:cording ≈ fr:comptine ~ fr:complice
can	canne	0.96	3	0.904	0.904	3	2.71	en:kindness ≈ fr:cannes noces ~ fr:canne ≈ en:can
concealed	con tilde	0.932	3	0.902	0.902	3	2.71	en:causes ≈ fr:cons aise ~ fr:con tilde ≈ en:concealed
forepeak	phobique	0.976	3	0.902	0.902	2	2.71	en:forepeak ≈ fr:phobique ~ fr:phobie
peckers	pégase	0.909	3	0.916	0.8987	2	2.7	en:peckers ≈ fr:pégase ~ fr:pérou
respectful	respectent elle	0.951	3	0.903	0.9013	2	2.7	en:respectful ≈ fr:respectent elle ~ fr:respecté
reminder en:reminded	romanes aide		3	0.901	0.8997	3	2.7	~ fr:roman des ≈ en:reminder en:reminded ≈ fr:romanes aide
exit arse	existence	0.943	3	0.892	0.892	2	2.68	≈ fr:exit aide ~ en:exit arse ≈ fr:existence
abilities	épilent hisse	0.935	3	0.891	0.8903	2	2.67	en:abilities ≈ fr:épilent hisse ~ fr:émettent
commodities	comment dix	0.914	3	0.87	0.868	2	2.6	en:commodities ≈ fr:comment dix ~ fr:commente
quitting	cuit in	0.917	3	0.878	0.8583	2	2.58	en:quitting ≈ fr:cuit in ~ fr:cuit
portrayed	pot raid	0.954	3	0.873	0.86	2	2.58	en:portrayed ≈ fr:pot raid ~ fr:raid
men arse	maintenance	0.901	3	0.847	0.8263	2	2.48	en:men arse ≈ fr:maintenance ~ fr:conservés
producer	prêt user	0.922	3	0.82	0.813	2	2.44	en:producer ≈ fr:prêt user ~ fr:utilisateur
seller	sels	1.0	2	1.0	0.995	3	1.99	en:cellar ≈ fr:seller ~ en:seller ≈ fr:sels
lease	lys	1.0	2	0.997	0.9945	2	1.99	en:lease ≈ fr:lys ~ fr:luce
share	chères	1.0	2	0.996	0.995	2	1.99	en:share ≈ fr:chères ~ fr:chère
terry	faits rient fr:tait rient		2	0.995	0.995	3	1.99	~ en:ferry ≈ fr:faits rient fr:tait rient ≈ en:terry
rev	rêvent	1.0	2	0.995	0.994	2	1.99	en:rev ≈ fr:rêvent ~ fr:rêver
cooper	coupes fr:coupe		2	0.993	0.993	3	1.99	~ en:coup ≈ fr:coupes fr:coupe ≈ en:cooper
fair	faire	1.0	2	0.993	0.993	2	1.99	en:fair ≈ fr:faire ~ fr:fais
fare	faire	1.0	2	0.993	0.993	2	1.99	en:fare ≈ fr:faire ~ fr:fais
she	chient	1.0	2	0.996	0.9905	2	1.98	en:she ≈ fr:chient ~ fr:chienne
dawn	donne	1.0	2	0.995	0.9925	2	1.98	en:dawn ≈ fr:donne ~ fr:féminin
pair	pères	1.0	2	0.993	0.992	2	1.98	en:pair ≈ fr:pères ~ fr:père
seas	sise fr:sises		2	0.992	0.992	3	1.98	~ en:seize ≈ fr:sise fr:sises ≈ en:seas
norm	nomment	1.0	2	0.991	0.9895	2	1.98	en:norm ≈ fr:nomment ~ fr:nommé
fresh	fraîches	1.0	2	0.99	0.9885	2	1.98	en:fresh ≈ fr:fraîches ~ fr:fraîche
seize	sise fr:sises		2	0.988	0.988	3	1.98	~ en:seas ≈ fr:sise fr:sises ≈ en:seize
bless	blesse	1.0	2	0.992	0.984	2	1.97	en:bless ≈ fr:blesse ~ fr:blesser
cerise	cerise	1.0	2	0.988	0.987	2	1.97	en:cerise ≈ fr:cerise ~ fr:prieur
knew	nous	1.0	2	0.988	0.987	2	1.97	en:knew ≈ fr:nous ~ fr:nas
new	nous	1.0	2	0.988	0.987	2	1.97	en:new ≈ fr:nous ~ fr:nas
newer	nous	1.0	2	0.988	0.987	2	1.97	en:newer ≈ fr:nous ~ fr:nas
nu	nous	1.0	2	0.988	0.987	2	1.97	en:nu ≈ fr:nous ~ fr:nas
freak	fric	1.0	2	0.986	0.9845	2	1.97	en:freaky ~ en:freak ≈ fr:fric
peeler	pilé	1.0	2	0.986	0.9845	2	1.97	en:peeler ≈ fr:pilé ~ fr:piégé
coupe	coupe fr:coupes		2	0.985	0.985	3	1.97	~ en:coup ≈ fr:coupe fr:coupes ≈ en:coupe
mousse	moussent	1.0	2	0.983	0.983	3	1.97	en:moose ≈ fr:mousse ~ en:mousse ≈ fr:moussent
naught	note	1.0	2	0.988	0.9775	2	1.96	en:naught ≈ fr:note ~ fr:nota
em en:en	aine		2	0.986	0.982	3	1.96	~ fr:aimes ≈ en:em en:en ≈ fr:aine
meting	meeting	0.98	2	0.985	0.979	2	1.96	en:meting ≈ fr:meeting ~ fr:réunion
moo	moues	1.0	2	0.983	0.9825	2	1.96	en:moo ≈ fr:moues ~ fr:moue
mu	moues	1.0	2	0.983	0.9825	2	1.96	en:mu ≈ fr:moues ~ fr:moue
sees en:seen	seine		2	0.983	0.978	4	1.96	~ fr:sises ≈ en:sees en:seen ≈ fr:seine ~ fr:hans
seen en:sees	sises		2	0.982	0.982	3	1.96	~ fr:seines ≈ en:seen en:sees ≈ fr:sises
pled	plaide	1.0	2	0.981	0.981	2	1.96	en:pled ≈ fr:plaide ~ fr:plaies
chin	gins fr:gin		2	0.98	0.98	3	1.96	~ en:jean ≈ fr:gins fr:gin ≈ en:chin
pest	peste	1.0	2	0.98	0.98	2	1.96	en:pest ≈ fr:peste ~ fr:pendus
wee	ouïe	1.0	2	0.98	0.98	3	1.96	en:what ≈ fr:ouate ~ fr:ouïe ≈ en:wee
seen en:sees	six		2	0.978	0.978	3	1.96	~ fr:seines ≈ en:seen en:sees ≈ fr:six
fawn	phones	1.0	2	0.987	0.976	2	1.95	en:fawn ≈ fr:phones ~ fr:téléphones
rupee	roupies	1.0	2	0.981	0.977	2	1.95	en:rupee ≈ fr:roupies ~ fr:rouages
cleek	clic	1.0	2	0.98	0.9745	2	1.95	en:cleek ≈ fr:clic ~ fr:clics
air	aires	1.0	2	0.976	0.976	2	1.95	en:air ≈ fr:aires ~ fr:amas
heir	aires	1.0	2	0.976	0.976	2	1.95	en:heir ≈ fr:aires ~ fr:amas
me	mi	1.0	2	0.975	0.9745	2	1.95	en:me ≈ fr:mi ~ fr:mie
perry	péri	0.975	2	0.975	0.975	2	1.95	en:peri = fr:péri ≈ en:perry
about	ébattent	0.976	2	0.974	0.973	2	1.95	en:about ≈ fr:ébattent ~ fr:émettent
rale	réel	0.97	2	0.974	0.973	2	1.95	en:rale ≈ fr:réel ~ fr:véritable
creamy	crimée	0.976	2	0.973	0.973	2	1.95	en:creamy ≈ fr:crimée ~ fr:criminel
seas fr:rse	sises		2	0.992	0.972	3	1.94	≈ fr:sise ~ fr:sises ≈ en:seas fr:rse
seize fr:seize	sises		2	0.988	0.972	3	1.94	≈ fr:sise ~ fr:sises ≈ en:seize fr:seize
least	listes	1.0	2	0.975	0.971	2	1.94	en:least ≈ fr:listes ~ fr:list
masque	masque	0.97	2	0.975	0.9685	2	1.94	en:masque ≈ fr:masque ~ fr:masqué
kea	qui	1.0	2	0.973	0.972	2	1.94	en:kea ≈ fr:qui ~ fr:onde
key	qui	1.0	2	0.973	0.972	2	1.94	en:key ≈ fr:qui ~ fr:onde
pillar	pilé	0.975	2	0.973	0.972	2	1.94	en:pillar ≈ fr:pilé ~ fr:piégé
freaky	friqués	0.976	2	0.972	0.972	2	1.94	en:freak ~ en:freaky ≈ fr:friqués
lb	aile bis	1.0	2	0.972	0.972	2	1.94	en:lb ≈ fr:aile bis ~ fr:ailes
piece en:pieced	pistent		2	0.972	0.972	3	1.94	~ fr:pisses ≈ en:piece en:pieced ≈ fr:pistent
poof	pouffe	1.0	2	0.972	0.972	3	1.94	en:poop ≈ fr:poupes ~ fr:pouffe ≈ en:poof
teat	tics fr:tite		2	0.972	0.972	3	1.94	= en:teak ≈ fr:tics fr:tite ≈ en:teat
friendship en:friendships	freinent chips		2	0.971	0.971	3	1.94	~ fr:freinent chipe ≈ en:friendship en:friendships ≈ fr:freinent chips
pasha	péché	0.97	2	0.971	0.969	2	1.94	en:pasha ≈ fr:péché ~ fr:péchés
prev	preuve	0.97	2	0.971	0.9705	2	1.94	en:prev ≈ fr:preuve ~ fr:prouvant
terror en:terrors	thérèse		2	0.97	0.9675	3	1.94	~ fr:terre ≈ en:terror en:terrors ≈ fr:thérèse
frock en:frill	frêle		2	0.97	0.9685	3	1.94	~ fr:froc ≈ en:frock en:frill ≈ fr:frêle
seating	scient fr:scient in		2	0.97	0.97	3	1.94	~ en:si ≈ fr:scient fr:scient in ≈ en:seating
started eek	statistique	0.943	2	0.97	0.969	2	1.94	en:started eek ≈ fr:statistique ~ fr:statistiques
piece en:pieced	pistes		2	0.969	0.969	3	1.94	~ fr:pisses ≈ en:piece en:pieced ≈ fr:pistes
but	batte	0.96	2	0.969	0.969	3	1.94	en:partly ≈ fr:bat lis ~ fr:batte ≈ en:but
troop	troupes	1.0	2	0.969	0.969	2	1.94	en:troupe ~ fr:troupes ≈ en:troop
vex	vexent	1.0	2	0.969	0.9685	2	1.94	en:vex ≈ fr:vexent ~ fr:vends
sleep	slip	1.0	2	0.983	0.967	3	1.93	en:daughter ≈ fr:dors = en:sleep ≈ fr:slip
around	round	1.0	2	0.976	0.965	2	1.93	en:around ≈ fr:round ~ fr:round}
silt	celtes	0.97	2	0.968	0.9655	2	1.93	en:silt ≈ fr:celtes ~ fr:celtique
calling	colline	0.95	2	0.967	0.967	2	1.93	en:call ~ en:calling ≈ fr:colline
verey	verrez	0.97	2	0.967	0.966	2	1.93	en:verey ≈ fr:verrez ~ fr:vertu
region	rient gêne	0.96	2	0.966	0.966	3	1.93	en:legion ≈ fr:lient gêne ~ fr:rient gêne ≈ en:region
marshy	magie	0.955	2	0.966	0.9635	2	1.93	en:marshy ≈ fr:magie ~ fr:magique
penny	paies nient	1.0	2	0.966	0.966	3	1.93	en:pinny ≈ fr:penny ~ en:penny ≈ fr:paies nient
seeding	scient fr:scient in		2	0.966	0.966	3	1.93	~ en:si ≈ fr:scient fr:scient in ≈ en:seeding
ceding	scient fr:scient in		2	0.966	0.966	3	1.93	~ en:si ≈ fr:scient fr:scient in ≈ en:ceding
chemise	blouse fr:chemises		2	0.965	0.965	3	1.93	~ en:blues ≈ fr:blouse fr:chemises ≈ en:chemise
noil	noël	0.97	2	0.965	0.965	2	1.93	en:noil ≈ fr:noël ~ fr:tania
pics	fixe	0.915	2	0.965	0.965	3	1.93	en:peak ≈ fr:pics ~ en:pics ≈ fr:fixe
clawed	claude	0.975	2	0.964	0.9635	2	1.93	en:clawed ≈ fr:claude ~ fr:claudel
cruck	crack	0.97	2	0.964	0.963	2	1.93	en:cruet ~ en:cruck ≈ fr:crack
rishi	régie	0.94	2	0.964	0.964	2	1.93	en:rishi ≈ fr:régie ~ fr:régis
rushy	régie	0.94	2	0.964	0.964	2	1.93	en:rushy ≈ fr:régie ~ fr:régis
been en:was	ose		2	0.963	0.963	3	1.93	~ fr:bine ≈ en:been en:was ≈ fr:ose
personnel	pissent elle fr:pinson elle		2	0.963	0.963	3	1.93	~ en:pistol ≈ fr:pissent elle fr:pinson elle ≈ en:personnel
en	aine fr:matières		2	0.978	0.9575	3	1.92	≈ en:em ~ en:en ≈ fr:aine fr:matières
frieze	frise	1.0	2	0.97	0.9595	2	1.92	en:frizz ~ en:frieze ≈ fr:frise
pea	pi	1.0	2	0.967	0.959	2	1.92	en:pea ≈ fr:pi ~ fr:pif
deeply	dits pli	1.0	2	0.964	0.9625	2	1.92	en:deeply ≈ fr:dits pli ~ fr:pliée
forty	voter	0.94	2	0.964	0.96	2	1.92	en:forty ≈ fr:voter ~ fr:votants
lee	lits	1.0	2	0.964	0.9595	2	1.92	en:lee ≈ fr:lits ~ fr:lucie
bawdry	poterie	0.952	2	0.963	0.962	2	1.92	en:bawdy ~ en:bawdry ≈ fr:poterie
decked	dicte	0.94	2	0.963	0.961	2	1.92	en:decked ≈ fr:dicte ~ fr:digue
trot fr:trot	trotte		2	0.963	0.9585	3	1.92	≈ fr:trax ~ fr:trotte ≈ en:trot fr:trot
crass	crasse	0.985	2	0.962	0.962	2	1.92	en:crass ≈ fr:crasse ~ en:cruck
prison	haine fr:pris haine		2	0.961	0.961	3	1.92	~ en:in ≈ fr:haine fr:pris haine ≈ en:prison
parlor	palais	0.955	2	0.961	0.9605	2	1.92	en:parlor ≈ fr:palais ~ fr:croît
parlour	palais	0.955	2	0.961	0.9605	2	1.92	en:parlour ≈ fr:palais ~ fr:croît
stalk en:stalky	stocker		2	0.961	0.961	3	1.92	~ fr:stocke ≈ en:stalk en:stalky ≈ fr:stocker
we en:kami	camée		2	0.961	0.961	3	1.92	~ fr:ouïe ≈ en:we en:kami ≈ fr:camée
lauding	loden	0.946	2	0.96	0.96	2	1.92	en:lauding ≈ fr:loden ~ fr:aimant
pressie	précise fr:précis		2	0.96	0.96	3	1.92	~ en:presses ≈ fr:précise fr:précis ≈ en:pressie
clue en:clued	claude		2	0.958	0.958	4	1.92	~ fr:clous ≈ en:clue en:clued ≈ fr:claude ~ fr:claudel
me	cessent homme fr:mies		2	0.958	0.958	3	1.92	~ en:system ≈ fr:cessent homme fr:mies ≈ en:me
stalk	stockent	1.0	2	0.958	0.958	3	1.92	en:stalky ≈ fr:stocker ~ fr:stockent ≈ en:stalk
pluck	plaque	0.97	2	0.962	0.954	2	1.91	en:pluck ≈ fr:plaque ~ fr:plaques
prison fr:prison	pris haine		2	0.961	0.9545	3	1.91	≈ fr:haine ~ fr:pris haine ≈ en:prison fr:prison
reason	résonne	0.952	2	0.961	0.9545	2	1.91	en:why ~ en:reason ≈ fr:résonne
queen	couinent	1.0	2	0.959	0.9535	2	1.91	en:queen ≈ fr:couinent ~ fr:couilles
trot fr:troc	trotte		2	0.958	0.9535	3	1.91	≈ fr:trax ~ fr:trotte ≈ en:trot fr:troc
leaders fr:leaders	lient aise		2	0.958	0.9545	3	1.91	≈ fr:trais aise ~ fr:lient aise ≈ en:leaders fr:leaders
at	hâtent	0.94	2	0.957	0.9565	2	1.91	en:at ≈ fr:hâtent ~ fr:doigt
breve	prive	0.97	2	0.957	0.955	2	1.91	en:breve ≈ fr:prive ~ fr:prévient
sec en:secs	sexe		2	0.957	0.957	3	1.91	~ fr:secs ≈ en:sec en:secs ≈ fr:sexe
branches	skient chaise fr:bradent chaise		2	0.957	0.957	3	1.91	~ en:sketches ≈ fr:skient chaise fr:bradent chaise ≈ en:branches
seize	fait in fr:sises		2	0.956	0.956	3	1.91	= en:thirteen ≈ fr:fait in fr:sises ≈ en:seize
done	donne	0.921	2	0.955	0.953	2	1.91	en:done ≈ fr:donne ~ fr:féminin
seem	cimes	1.0	2	0.955	0.955	3	1.91	en:seam ≈ fr:cime ~ fr:cimes ≈ en:seem
printed	met aide fr:prennent aide		2	0.954	0.954	3	1.91	~ en:method ≈ fr:met aide fr:prennent aide ≈ en:printed
modern	pris haine fr:mot haine		2	0.954	0.954	3	1.91	~ en:prison ≈ fr:pris haine fr:mot haine ≈ en:modern
seas en:seizes	scies aise		2	0.954	0.954	3	1.91	~ fr:sises ≈ en:seas en:seizes ≈ fr:scies aise
protesters	taies thèse fr:prêtais thèse		2	0.954	0.954	3	1.91	~ en:testers ≈ fr:taies thèse fr:prêtais thèse ≈ en:protesters
trashy	trachée	0.952	2	0.954	0.954	2	1.91	en:trashy ≈ fr:trachée ~ fr:traînée
pallor	palais	0.94	2	0.953	0.953	2	1.91	en:pallor ≈ fr:palais ~ fr:croît
pleat en:pleaded	plient aide		2	0.953	0.953	3	1.91	~ fr:plisse ≈ en:pleat en:pleaded ≈ fr:plient aide
pleader en:plea	pli		2	0.953	0.953	3	1.91	~ fr:plaider ≈ en:pleader en:plea ≈ fr:pli
prissy	précise fr:précis		2	0.953	0.953	3	1.91	~ en:presses ≈ fr:précise fr:précis ≈ en:prissy
strep	strip	0.952	2	0.953	0.953	3	1.91	= fr:stries en:stree ~ en:strep ≈ fr:strip
sensor en:sensors	sain seize		2	0.96	0.949	3	1.9	~ fr:sain ses ≈ en:sensor en:sensors ≈ fr:sain seize
lesson fr:leçon	laids haine		2	0.959	0.9525	3	1.9	≈ fr:haine ~ fr:laids haine ≈ en:lesson fr:leçon
lesson fr:leçons	laids haine		2	0.957	0.9505	3	1.9	≈ fr:haine ~ fr:laids haine ≈ en:lesson fr:leçons
branches fr:branches	bradent chaise		2	0.957	0.9515	3	1.9	≈ fr:skient chaise ~ fr:bradent chaise ≈ en:branches fr:branches
recruit	recrute	0.955	2	0.955	0.9505	2	1.9	en:recruit ≈ fr:recrute ~ fr:recruter
leaders fr:dirigeants	lient aise		2	0.955	0.9515	3	1.9	≈ fr:trais aise ~ fr:lient aise ≈ en:leaders fr:dirigeants
exotic	exact hic	0.969	2	0.954	0.951	2	1.9	en:exotic ≈ fr:exact hic ~ fr:exactement
arsing	assigne	0.93	2	0.953	0.949	2	1.9	en:arsing ≈ fr:assigne ~ fr:assigner
grille	grill	0.975	2	0.953	0.949	2	1.9	en:grille ≈ fr:grill ~ fr:griller
plead	plaide fr:plaies		2	0.953	0.9485	3	1.9	≈ en:pleat ~ en:plead ≈ fr:plaide fr:plaies
plead	plaide fr:poilu		2	0.953	0.9485	3	1.9	≈ en:pleat ~ en:plead ≈ fr:plaide fr:poilu
pleaded	plient aide fr:évoquent aide		2	0.953	0.948	3	1.9	≈ en:pleat ~ en:pleaded ≈ fr:plient aide fr:évoquent aide
seas	fait in fr:sises		2	0.952	0.952	3	1.9	= en:thirteen ≈ fr:fait in fr:sises ≈ en:seas
lieder	lisez	0.94	2	0.952	0.952	3	1.9	en:leaky ≈ fr:ligués ~ fr:lisez ≈ en:lieder
mad in	médecine	0.924	2	0.952	0.951	2	1.9	en:mad in ≈ fr:médecine ~ fr:médication
receipt arse	résistance	0.911	2	0.952	0.9505	2	1.9	en:receipt arse ≈ fr:résistance ~ fr:résistances
constructive	cannes traquent ive	0.948	2	0.952	0.952	3	1.9	en:tractive ≈ fr:traquent ive ~ fr:cannes traquent ive ≈ en:constructive
vendors	vin dos	0.94	2	0.952	0.9485	2	1.9	en:vendor ~ en:vendors ≈ fr:vin dos
laboratory	libérait ri	0.934	2	0.951	0.951	2	1.9	en:laboratories ~ en:laboratory ≈ fr:libérait ri
lauder	ledit	0.94	2	0.95	0.9495	2	1.9	en:lauder ≈ fr:ledit ~ fr:soulève
emcee en:emcees	aimes hisse		2	0.95	0.95	3	1.9	~ fr:ensi ≈ en:emcee en:emcees ≈ fr:aimes hisse
pleading en:pleat	plisse		2	0.95	0.95	3	1.9	~ fr:plient in ≈ en:pleading en:pleat ≈ fr:plisse
terrorism en:terror	terre		2	0.95	0.9495	4	1.9	~ fr:terreurs homme ≈ en:terrorism en:terror ≈ fr:terre ~ fr:terra
places	trais aise fr:plaies aise		2	0.95	0.95	3	1.9	~ en:tresses ≈ fr:trais aise fr:plaies aise ≈ en:places
losses	quais aise fr:las aise		2	0.949	0.949	3	1.9	= en:kisses ≈ fr:quais aise fr:las aise ≈ en:losses
conclude	con claude	0.932	2	0.949	0.949	2	1.9	en:conclusion ~ en:conclude ≈ fr:con claude
freeboard	friponne	0.94	2	0.949	0.949	2	1.9	en:freeboard ≈ fr:friponne ~ en:frieze
wrestling en:wrestle	recèle		2	0.949	0.9485	4	1.9	~ fr:raies ligne ≈ en:wrestling en:wrestle ≈ fr:recèle ~ fr:reprenez
bellies en:bellied	bolide		2	0.948	0.948	3	1.9	~ fr:belize ≈ en:bellies en:bellied ≈ fr:bolide
marcel	pas elle fr:mas elle		2	0.948	0.948	3	1.9	= en:parcel ≈ fr:pas elle fr:mas elle ≈ en:marcel
prison	haines taule fr:pris haine		2	0.948	0.948	3	1.9	~ en:install ≈ fr:haines taule fr:pris haine ≈ en:prison
football en:footballer	fait bolée		2	0.948	0.948	3	1.9	~ fr:fait bol ≈ en:football en:footballer ≈ fr:fait bolée
seating en:seat	citent		2	0.948	0.948	3	1.9	~ fr:scient in ≈ en:seating en:seat ≈ fr:citent
role	roll	1.0	2	0.963	0.943	3	1.89	en:neutral ≈ fr:nouent rôle ~ en:role ≈ fr:roll
prick	briques	0.945	2	0.96	0.9455	2	1.89	en:prick ≈ fr:briques ~ fr:brique
prizes	bras aise	0.949	2	0.955	0.947	2	1.89	en:prizes ≈ fr:bras aise ~ fr:bras
