en	fr	combo
troll	rôles	0.681
perceive	psy	0.781
apex	apex	0.784
fest	faites	0.814
flora	florins	0.810
drown	drame	0.736
post	potes	0.781
police	pelisse	1.000
meeting	mirent	0.746
drive	drive	0.818
leaving	ligue	0.622
portion	porche	0.622
fallen	folles	0.757
beaten	bine	0.655
taxi	taxi	0.821
grain	graines	0.760
skinny	ski	0.763
caution	coche	0.757
risky	ski	0.768
receipt	rite	0.814
whiskey	ski	0.773
classy	classé	0.643
lily	louis	0.682
lead	lie	0.757
leader	lie	0.757
reached	riches	0.669
dean	dîne	1.000
keys	qui	0.753
keen	qui	0.744
leak	ligue	0.730
leisure	lige	1.000
greedy	grille	0.736
beasts	bit	0.670
brewery	pourri	0.741
exposure	expo	0.836
process	prince	0.692
downtown	en tanne	0.647
pleasant	plaisait	0.748
extract	extraits	0.762
maybe	méfie	0.728
trust	trust	0.691
legal	ligue	0.740
lady	lesdits	0.720
machine	machine	0.810
quarter	corps	0.765
tiny	tanner	0.667
affect	affect	0.818
moral	mole	0.762
cookies	kiki	0.644
superb	soupapes	0.714
assessed	cette	0.664
coral	col	0.762
cuisine	couine	0.844
elderly	est lie	0.841
referee	rêverie	0.821
premium	primé	0.734
contest	on test	0.726
ct	citer	0.785
decreased	décrite	0.747
remedy	répondit	0.656
extension	externe	0.781
unique	ionique	0.810
taste	test	0.760
stream	trime	0.848
glory	chlorés	0.643
strip	strip	0.823
fluid	flou	0.771
blade	blé	0.779
inform	formes	0.802
raped	rapt	0.743
fruits	route	0.659
preview	privée	0.756
zombie	habit	0.632
forehead	forte	0.695
wiped	apte	0.681
insect	secte	0.802
prayed	pré	0.779
increased	un christ	0.806
species	piscine	0.688
salaries	élise	0.628
enzyme	s âme	0.630
flex	fixe	0.709
defect	affect	0.764
pt	pythie	1.000
progress	progresse	0.845
prepared	primaire	0.655
expert	expo	0.775
premier	propres	0.700
premiere	propres	0.700
staring	terne	0.631
exclude	exclu	0.813
guests	caisse	0.657
bail	belle	0.706
star	star	0.793
block	bloc	0.748
chart	charte	0.660
amen	mène	0.755
prospects	prospects	0.784
sharply	chablis	0.700
takes	taxe	0.743
style	style	0.728
twice	toit	0.781
clothes	clause	0.804
lazy	les et	0.667
metro	maître	0.791
moreover	moraux	0.791
crane	crée	0.769
shiny	génie	0.637
exile	exhale	0.885
trout	trente	0.750
bounty	bâti	0.808
rightly	et lie	0.623
respective	spectre	0.698
directory	décrit	0.682
so	saut	0.786
day	d	0.786
say	c	0.786
fire	fat	0.786
near	nerf	0.730
strong	stock	0.627
effect	infecte	0.810
normal	normal	0.687
wow	ouah	0.786
fear	firent	0.733
dear	dire	0.733
gear	guerre	0.730
rear	rire	0.733
wire	ouah	0.786
newly	roulis	0.755
aspect	affect	0.688
string	string	0.691
bye	bah	0.786
routine	routine	1.000
outer	are	0.786
platforms	but formes	0.655
cow	k	0.786
deer	dire	0.733
sheer	chair	0.730
chi	k	0.786
terrace	terre	0.773
owl	al	0.786
pier	pires	0.733
scenery	syrie	0.839
make	mec	0.706
even	hiver	0.643
take	tic	0.702
life	lave	0.702
line	lad	0.683
five	fauve	0.683
clear	clair	0.785
gave	gave	0.683
main	mène	0.706
force	fausse	0.809
film	film	0.787
code	codes	0.833
sale	celle	0.706
floor	flores	1.000
sweet	site	0.815
trip	trip	0.787
worry	henri	0.666
lake	lac	0.683
stick	stick	0.787
rain	reines	0.706
proof	pouf	0.809
fake	fac	0.683
id	haïti	0.673
salt	sol	0.814
lane	laine	0.706
ships	gypse	0.673
surely	chili	0.717
loud	lad	0.833
mini	mini	0.787
crack	crack	0.785
rail	réel	0.785
sake	sec	0.706
fraud	rode	0.802
rally	rallie	0.785
billy	plie	0.692
shake	chèque	0.706
ruin	rhône	0.677
beast	bit	0.814
clip	clip	0.787
errors	aise	0.753
suite	site	0.815
shine	chaîne	0.663
sweat	cette	0.815
coke	coque	0.833
pale	pelle	0.706
beard	perdent	0.670
reign	reines	0.706
sail	celle	0.706
dame	dame	0.683
node	notes	0.702
cf	fief	0.644
freed	frit	0.812
grill	gril	0.787
shave	chauve	0.683
flush	flashes	0.785
sailor	celle	0.706
cedar	cid	1.000
clearer	clair	0.785
sticker	stick	0.787
plaque	plaque	0.785
gin	gin	0.787
sane	saine	0.706
midi	midi	0.787
piqued	pique	0.814
putty	pari	0.785
boots	bus	0.688
proven	prouvent	0.797
exposed	expo	0.807
genome	binôme	0.669
more	maures	1.000
get	guette	1.000
team	dîme	0.730
keep	qui	0.716
free	frit	1.000
left	lift	0.772
let	laid	0.730
called	col	0.812
care	caire	1.000
yet	êtes	0.761
small	mole	0.814
yes	s	0.761
means	mine	0.808
book	bouc	0.733
food	fou	0.757
lost	lotte	0.814
room	rhume	0.730
leave	lève	0.713
short	short	1.000
self	elfes	0.814
seems	cime	0.808
sense	saine	0.814
guess	gay	0.760
sent	saine	0.814
source	source	0.770
blue	bout	0.716
send	saine	0.812
lose	loup	0.753
bed	baie	0.757
forget	faites	0.781
deep	hip	0.757
ten	n	0.760
store	stores	1.000
feet	fi	0.760
letter	leur	0.730
beach	biche	0.814
calls	col	0.808
carry	carie	0.785
fell	elle	0.743
cent	saine	0.814
forced	fausse	0.665
ex	s	0.716
smaller	mole	0.814
rare	air	0.753
cells	celle	0.808
forever	fèves	0.809
lies	lasse	0.702
crew	coup	0.753
chair	chair	0.814
grew	goût	0.753
shared	chair	0.812
taught	tête	0.710
legs	legs	0.808
walked	actes	0.659
storm	somme	0.655
pure	pierre	0.781
scored	scores	0.847
shirt	chatte	0.710
shots	chasse	0.696
shares	chaise	0.809
pleasure	plaie	0.802
tend	tête	0.676
rooms	rose	0.625
wet	êtes	0.761
fees	fi	0.753
brief	briefe	0.846
tall	taule	0.733
swear	serre	0.815
bread	bride	0.772
fought	fautes	0.733
repeat	bit	0.683
courts	corse	0.656
belt	belle	0.814
foods	four	0.655
kings	quinze	0.689
pot	pâte	0.740
sheet	chie	0.760
shell	gel	0.730
spell	pelle	0.814
rep	hep	0.753
shops	chasse	0.662
walks	axe	0.659
deeper	hip	0.757
carrier	carie	0.785
shocked	actes	0.662
tune	tout	0.744
asset	cette	0.781
beats	bit	0.814
bobby	habit	0.662
shirts	chasse	0.673
clever	glaive	0.785
beta	béret	0.667
boot	bout	0.760
meals	mille	0.808
routes	race	0.781
liver	lève	0.730
barrier	barrie	0.785
beam	mime	0.710
beans	bine	0.808
bend	benne	0.812
seeks	x	0.814
blew	bout	0.716
pairs	pair	0.808
pour	pores	1.000
sells	celle	0.808
assess	et s	0.703
ports	porte	0.657
scare	caire	0.814
alter	halte	0.690
shooter	chou	0.753
elect	legs	0.688
pork	parcs	0.770
keeper	qui	0.716
shelf	chef	0.781
loser	loup	0.753
rumors	rose	0.625
bent	benne	0.814
feat	fi	0.760
sore	sort	0.733
kitty	cries	0.818
porter	pour	0.668
curry	cries	0.781
melt	mêle	0.814
shoots	shoots	0.648
trek	trek	1.000
wreck	reg	0.730
cough	cote	0.708
ref	f	0.753
leap	lippe	1.000
prep	pep	0.809
fierce	force	0.755
toss	os	0.760
leagues	ligue	0.808
sworn	soir	0.633
vet	vais	0.760
leaks	x	0.781
med	mais	0.757
glen	glass	0.624
aired	air	0.757
yell	elle	0.761
sellers	celle	0.808
slaughter	lors	0.814
reef	rif	1.000
niece	ni	0.760
scent	saine	0.814
accord	accorde	0.642
flee	lie	0.743
altar	halte	0.690
bred	bride	0.772
queue	coup	0.761
sweater	serre	0.815
chop	tape	0.662
lunar	loup	0.744
stellar	stèle	1.000
cue	coup	0.761
memes	mime	0.808
pens	peine	0.808
tossed	test	0.770
cured	corde	0.746
offs	os	0.743
greed	gris	0.812
taller	taule	0.733
bleed	blé	0.686
creed	cries	0.812
courier	cries	0.781
reel	il	0.753
dell	elle	0.757
cheque	tchèque	1.000
potty	pari	0.793
exclusive	exclusive	0.781
treats	tri	0.769
prepare	primaire	0.748
forty	for	0.738
deceased	dite	0.670
logo	logo	0.773
binary	batterie	0.772
first	faites	0.688
last	liste	0.770
city	syrie	0.787
past	piste	0.770
blood	blé	0.686
box	max	0.663
funny	finie	0.770
stock	stock	0.748
passed	piste	0.770
missed	mette	0.688
copy	copie	0.763
duty	nourri	0.770
stuck	stock	0.770
talks	toc	0.814
threat	traite	0.770
golf	golf	0.748
flash	flashes	0.785
desk	disque	0.772
elite	élite	0.770
gulf	golf	0.770
oral	orale	0.771
brush	broches	0.785
lied	lad	0.833
bucks	boxes	0.785
chuck	tchèque	0.781
brad	brade	0.785
cared	caire	0.812
derby	débit	0.770
fl	eiffel	1.000
transformed	transforme	0.784
stack	stick	0.770
cloth	cloche	0.770
jerk	doc	0.676
donor	donne	0.706
sucked	secte	0.781
fatty	féerie	0.785
cursed	quête	0.688
rust	reste	0.781
sacked	secte	0.770
lust	lest	0.781
expelled	experts	0.787
mist	mette	0.688
decent	dizaines	0.621
racist	résiste	0.767
explosive	explosive	0.821
found	fade	0.769
sorry	sari	0.793
various	verrez	0.712
french	fraîches	0.800
district	district	0.765
costs	cote	0.670
regular	règle	0.811
stories	cerise	0.775
professor	professe	0.837
herself	et elfes	0.707
request	reste	0.786
likes	lac	0.681
forest	forte	0.811
bound	battent	0.654
founder	fade	0.769
poverty	pari	0.725
checking	tchèque	0.788
bench	baisse	0.636
resort	sortes	0.741
exit	exact	0.733
pound	panne	0.679
trends	traîne	0.802
praise	pré	0.775
addressed	et reste	0.793
formerly	former	0.763
stealing	style	0.788
phoenix	fixe	0.802
parade	pré	0.779
depressed	prête	0.723
pressing	presque	0.746
batteries	prises	0.689
calories	crise	0.763
ordering	ordre	0.788
formally	former	0.734
vector	vexe	0.770
sequel	cycle	0.806
stepping	steppes	0.788
paste	peste	0.760
resting	reste	0.788
strips	strip	0.710
galleries	galerie	0.704
premise	prince	0.715
parody	paradis	0.685
parole	pro	0.748
floral	floral	0.838
quartz	corse	0.725
trench	traîne	0.785
moist	monte	0.666
manifest	manifeste	0.764
skipped	skate	0.683
knotty	henri	0.676
prince	prince	0.761
electric	lexique	0.729
exists	existent	0.749
extent	excite	0.741
ordinary	ordinaire	0.762
respected	spectre	0.728
exports	expo	0.802
properly	rempli	0.686
estimate	est me	0.643
fever	fiv	1.000
pension	personne	0.657
gravity	gravi	0.705
decrease	décrit	0.708
cellular	cellules	0.765
close	clos	0.781
players	plaise	0.760
sold	solde	0.760
train	traîne	0.760
plays	plaise	0.760
closer	clos	0.781
plane	plaine	0.760
grace	grèce	0.760
plain	plaine	0.760
brave	brève	0.760
phrase	fraises	0.760
poster	potes	0.781
grows	gros	0.775
stake	stick	0.758
tribe	trappe	0.758
trainer	traîne	0.760
freight	fret	0.760
shapes	gypse	0.652
steak	stick	0.758
terrain	traîne	0.760
cries	crise	0.728
browser	bras	0.775
stoke	stock	0.760
coated	corde	0.760
trait	traite	0.760
propose	reposent	0.751
proceed	précis	0.697
cigarette	secrète	0.763
speeds	pise	0.668
territorial	territoriale	0.757
despair	pair	0.768
light	latte	0.833
road	rôde	0.833
club	club	0.781
stand	stade	0.736
grand	grande	0.758
plant	plate	0.736
catch	catch	0.785
talked	toc	0.814
blow	bleu	0.702
flag	flaque	0.670
broad	brode	1.000
lift	lift	0.787
trick	trique	0.787
belong	bloc	0.755
cruise	crous	0.808
stored	stade	0.729
unfair	un faire	0.758
cheat	gîte	0.688
floors	flore	0.652
broader	brode	1.000
leaked	ligue	0.688
clan	clé	0.676
rode	rôde	0.833
crews	crous	0.808
antique	en tic	0.758
flaws	flotte	0.765
spit	cette	0.655
peach	patch	0.755
groove	groupe	0.755
steer	sire	0.690
beware	blair	0.775
spear	spire	0.787
stunned	stade	0.736
coward	case	0.683
perfect	affect	0.753
spent	peine	0.669
experts	expo	0.747
stretch	stretch	1.000
extend	externe	0.790
quarters	corse	0.628
texting	textes	0.819
protects	prétexte	0.692
praised	prises	0.638
outlets	athlète	0.773
replay	rappeler	0.695
blonde	blanc	0.683
expressions	express	0.645
point	pote	0.769
stop	stop	0.748
job	job	0.748
john	dan	0.684
rights	race	0.781
army	amie	0.690
below	bleu	0.702
card	carde	0.793
claim	clé	0.748
pro	pro	0.833
doctor	actes	0.693
types	tape	0.681
grade	gris	0.664
arrived	rave	0.679
buying	bagne	0.670
file	face	0.648
guide	gaz	0.683
vice	vases	0.702
dying	dan	0.666
cry	crée	0.683
diet	date	0.777
tight	tente	0.692
writers	rare	0.675
shoulder	chaude	0.748
filed	face	0.623
mount	mate	0.769
files	phase	0.748
writes	race	0.781
fighters	phase	0.775
fights	face	0.781
bias	basse	0.777
codes	cause	0.779
arrives	rave	0.675
poems	pause	0.748
polls	pause	0.748
roster	rate	0.696
bride	brade	0.864
bounce	base	0.654
roses	roses	0.775
stark	arc	0.663
probe	probe	0.760
pipes	passent	0.748
troy	trop	0.706
dial	dalle	0.777
glow	glass	0.651
chrome	chrome	0.864
drought	rate	0.679
slope	slip	0.728
bikes	bac	0.681
fry	francs	0.692
poles	pause	0.748
knives	naïve	0.652
donors	dose	0.656
memo	même	0.748
bites	battent	0.681
poses	pause	0.775
doses	doses	0.781
fines	phase	0.769
voiced	vote	0.781
boxer	max	0.663
tile	tales	0.833
barred	barde	0.793
flock	flaque	0.793
ghetto	guerre	0.748
mart	mate	0.690
obese	obèse	0.654
pint	pâte	0.769
soaked	saute	0.748
technology	technologie	0.750
transport	transporte	0.749
ceremony	serbie	0.738
expenses	expose	0.772
cleaning	clinique	0.748
screamed	scribe	0.774
most	monte	0.651
place	place	0.743
price	passent	0.675
crime	crame	0.864
explain	s plaine	0.713
screen	cries	0.660
crowd	grade	0.667
joke	doc	0.656
prize	prends	0.653
drawing	drogue	0.640
bunch	patch	0.633
plate	plate	0.743
stayed	stade	0.743
slave	slave	0.743
cried	grade	0.667
breach	brèche	0.735
est	ici	0.643
fried	phrase	0.743
blows	blouse	0.743
flavor	fleuve	0.758
accessed	accepte	0.660
stripped	strict	0.738
pony	puni	0.728
daisy	des et	0.667
joker	doc	0.656
brace	baisse	0.663
traitor	très	0.663
prospect	prospects	0.863
expects	espèce	0.746
prospective	prospective	0.807
create	créer	0.639
retail	réel	0.629
creator	créèrent	0.709
praying	prenne	0.630
got	gâte	0.740
top	tape	0.740
far	far	0.740
black	bloc	0.740
car	car	0.740
pass	passent	0.730
wrote	rate	0.683
bar	barre	0.740
cars	case	0.690
pop	pape	0.740
arm	arme	0.740
flat	flatte	0.785
shape	chape	0.683
soft	soft	1.000
dollar	dalle	0.740
lock	lac	0.740
bars	base	0.690
pitch	pêche	0.688
vol	val	0.740
arrive	rave	0.833
cop	cap	0.740
lips	lisse	0.657
underground	on grade	0.659
con	cane	0.740
copper	cap	0.740
khan	cane	0.740
laughed	lift	0.770
arc	arc	0.740
skip	skip	0.787
grid	gris	0.688
par	par	0.740
potter	par	0.740
backs	max	0.655
laughter	lift	0.770
doll	dalle	0.740
dot	date	0.740
bust	peste	0.666
armor	arme	0.740
clash	cloche	0.740
kissed	quitte	0.691
locker	lac	0.740
locks	axe	0.662
opt	apte	0.740
fist	faites	0.688
gel	gel	0.812
ark	arc	0.740
grim	grimes	0.787
domain	domaine	0.620
pipeline	pipeline	0.640
extends	excède	0.662
varies	verrez	0.741
plastic	plastique	0.734
eighteen	et une	0.656
seemed	cime	0.812
segment	segment	0.753
square	square	0.798
bay	b	0.786
organic	organique	0.734
strings	strings	0.725
frog	frac	0.678
gown	gagne	0.697
primary	promis	0.678
simpler	simple	0.731
back	bac	0.730
never	ève	0.744
man	man	0.730
put	pote	0.730
lot	latte	0.740
full	foule	0.733
four	faut	0.753
pay	p	0.786
bit	bit	0.733
cause	cause	0.733
fun	fan	0.730
term	tome	0.730
miss	miss	0.733
dead	dès	0.757
bill	bile	0.733
mom	môme	0.700
cup	cap	0.730
damn	dame	0.730
kill	kil	0.733
poor	pour	0.733
cover	cave	0.730
door	dors	0.733
pick	pique	0.733
loss	laisse	0.710
river	rives	0.733
tour	tours	0.733
fit	faites	0.730
cash	cache	0.730
fan	fan	0.730
lack	lac	0.730
luck	lac	0.730
fish	fiche	0.733
sit	site	0.733
mass	masse	0.730
murder	mode	0.730
bus	basse	0.730
push	poche	0.730
enter	n	0.760
bag	bague	0.730
shut	chatte	0.730
kick	coq	0.690
pack	pac	0.730
cook	coq	0.730
measure	mais	0.744
fill	file	0.733
kiss	caisse	0.730
tool	houle	0.760
manner	man	0.730
matt	mate	0.730
tip	type	0.733
dumb	dame	0.730
burn	bonne	0.730
cap	cap	0.730
fed	fait	0.757
ford	fautes	0.683
miller	mille	0.733
rid	ride	0.733
killer	kil	0.733
drew	roue	0.757
duke	duc	0.730
kit	quitte	0.733
min	mine	0.733
deck	teck	0.730
mum	môme	0.730
butter	barre	0.730
nurse	noce	0.730
pan	panne	0.730
mill	mille	0.733
sin	seine	0.730
tear	tir	0.733
bull	boule	0.733
sauce	os	0.760
pin	peine	0.730
tap	tape	0.730
dirt	dette	0.730
pat	pâte	0.730
duck	doc	0.710
bug	bague	0.730
lit	lutte	0.690
ram	ram	0.730
dam	dame	0.730
tier	tir	0.733
peer	pires	0.733
curse	caisse	0.730
beg	bègue	1.000
buzz	base	0.730
shook	choc	0.730
pill	pile	0.733
fisher	fiche	0.733
gut	gâte	0.730
buck	bac	0.730
pause	pose	1.000
pal	pale	0.730
dull	dalle	0.730
gum	gamme	0.730
bore	beau	0.753
abbey	habit	0.730
blah	blanc	0.730
rim	rime	0.733
goose	gousses	1.000
mat	mate	0.730
nap	nappe	0.730
manor	man	0.730
glue	clou	0.730
sim	cime	0.733
axe	axe	0.730
fuller	foule	0.733
deed	dit	0.757
mil	mille	0.733
tore	taux	0.753
cutter	car	0.730
fin	fine	0.733
zen	zen	1.000
apt	apte	0.730
dos	dense	0.730
shin	chine	0.733
lure	lourd	0.733
sip	cep	0.730
knit	net	0.730
shove	chauve	0.730
pawed	pote	0.730
schwa	choix	0.740
taut	tête	0.710
coot	coûte	1.000
fez	fait	0.753
libraries	librairie	0.743
pharmacy	pharmacie	0.729
based	peste	0.654
gold	gaule	0.679
tried	trahi	0.746
career	cries	0.685
brain	bride	0.637
flight	flatte	0.864
terrible	thermale	0.747
smile	mal	0.681
quote	côtes	0.681
trail	tels	0.663
trailer	tels	0.663
stole	style	0.728
spite	pâte	0.681
drone	rhône	0.679
vaccine	vaccine	0.847
roast	reste	0.728
connects	connecte	0.747
restrict	strict	0.746
choke	tchèque	0.728
contrary	contraire	0.698
expired	expo	0.752
every	offrit	0.655
quality	connerie	0.689
stores	stores	0.844
directed	trek	0.630
superior	soupir	0.764
directors	trek	0.627
scores	scores	0.844
patch	patch	0.785
burst	poste	0.670
cruel	croule	0.846
reforms	formes	0.717
hawks	axe	0.663
screams	scribe	0.771
regrets	grèce	0.721
mute	mute	0.689
party	pari	0.747
trump	trappe	0.719
tasks	taxe	0.746
rs	adresses	0.710
crops	crampes	0.655
starter	star	0.747
grasp	grappe	0.746
glance	glace	0.736
chopped	tchad	0.622
plots	place	0.751
pottery	pari	0.747
galaxy	galaxie	0.731
parallel	parallèle	0.725
doctrine	doctrine	0.713
explicitly	explicite	0.733
payroll	paroles	0.690
foreign	for	0.757
exception	excepte	0.756
entity	un tri	0.761
interim	un trime	0.626
bakery	écris	0.708
people	pipe	0.740
easily	italie	0.691
explained	explose	0.725
lance	lasse	0.676
rant	rate	0.676
strokes	strict	0.650
structure	stretch	0.793
accepted	excepte	0.746
sharp	chape	0.690
exceptional	exception	0.700
organs	organes	0.695
accepts	excepte	0.747
informal	un formelle	0.713
trusts	traces	0.715
same	sème	0.706
night	nattes	0.833
real	réel	0.670
later	lire	0.702
kind	cane	0.679
date	dette	0.706
rate	rite	0.702
feeling	file	0.746
base	baisse	0.706
married	marie	0.653
pain	peine	0.706
join	donne	0.669
calling	col	0.746
search	sèches	0.688
meaning	mine	0.748
memory	mairie	0.822
beauty	pourri	0.746
falling	folles	0.746
worried	arides	0.746
offering	offres	0.746
scared	caire	0.668
gender	gêne	0.666
moves	muse	0.655
mate	mette	0.706
print	prête	0.736
pilot	palette	0.719
clubs	clause	0.719
scary	série	0.721
summary	série	0.719
roughly	relie	0.735
salary	sellerie	0.810
ruling	roule	0.746
bass	baisse	0.706
knight	nattes	0.833
fits	fesse	0.688
tanks	taxe	0.719
twist	twist	0.823
trucks	trax	0.821
dealer	il	0.757
raid	raid	0.706
gm	gym	0.641
tricks	rixe	0.656
blank	bloc	0.683
prayers	prêts	0.760
careers	crise	0.743
merit	maire	0.773
grabbed	grappe	0.641
warfare	offerts	0.721
belonged	bloc	0.720
firmly	faiblit	0.714
swept	cette	0.643
cracks	crack	0.655
stabbed	stade	0.719
clutch	cloches	0.745
reversed	reste	0.719
stretched	stretch	0.889
chicks	tchèque	0.655
sperm	somme	0.655
murderer	maire	0.686
promo	promo	0.808
jelly	delhi	0.839
screenshot	christ	0.634
vanity	vannerie	0.821
crisp	crispe	0.823
compared	on perdent	0.726
rich	riches	0.690
extremely	extrême	0.719
presence	princesse	0.657
keeps	kif	0.673
strike	traque	0.735
cake	cac	0.683
impressed	un presse	0.665
shade	chaude	0.683
draws	rose	0.812
forecast	forte	0.737
cleaned	clé	0.646
priests	piste	0.721
factories	factrice	0.733
striker	traque	0.735
gem	gemmes	0.812
stems	stem	0.844
formats	former	0.755
blessings	blessés	0.725
jeep	type	0.676
extracted	extraits	0.740
extinct	excite	0.698
interests	et reste	0.650
liberty	libye	0.652
exhibit	existent	0.717
sandwich	sandwich	0.720
stretches	stretch	0.886
on	aune	0.642
when	n	0.761
their	air	0.737
there	air	0.737
then	n	0.737
well	elle	0.761
where	air	0.761
need	ni	0.757
off	œuf	0.637
through	roue	0.732
three	ri	0.732
next	textes	0.798
end	n	0.757
sure	chair	0.725
ever	ève	1.000
few	fou	0.761
getting	guerre	0.746
week	hic	0.761
