en	fr	sound	meaning	cognate	tier
irc	irc	0.497	1.0	1	DUAL-B
irc	cri	0.481	1.0	0	DUAL-B
brittany	bretagne	0.565	1.0	0	DUAL-B
brittany	bretonne	0.584	1.0	0	DUAL-B
lds	lds	0.847	1.0	1	DUAL-S
rite	rite	0.663	1.0	1	DUAL-A
proportional	proportionnels	0.580	1.0	1	DUAL-B
proportional	proportionné	0.521	1.0	1	DUAL-B
proportional	proportionnel	0.580	1.0	1	DUAL-B
proportional	proportionnelle	0.580	1.0	1	DUAL-B
contributes	concourt	0.488	1.0	0	DUAL-B
contributes	contribue	0.564	1.0	1	DUAL-B
lobby	lobby	0.499	1.0	1	DUAL-B
supervisor	superviseur	0.470	1.0	1	DUAL-B
supervisor	surveillant	0.475	1.0	0	DUAL-B
minorities	minorités	0.538	1.0	1	DUAL-B
spectacular	spectaculaire	0.666	1.0	1	DUAL-A
spectacular	spectaculaires	0.666	1.0	1	DUAL-A
bays	baies	0.575	1.0	0	DUAL-B
bean	bean	0.591	1.0	1	DUAL-B
nyc	nyc	0.733	1.0	1	DUAL-A
pitt	pitt	0.733	1.0	1	DUAL-A
printer	imprimante	0.554	1.0	0	DUAL-B
printer	imprimantes	0.554	1.0	0	DUAL-B
printer	imprimeur	0.472	1.0	0	DUAL-B
genoa	gênes	0.608	1.0	0	DUAL-A
brandenburg	brandenburg	0.587	1.0	1	DUAL-B
brandenburg	brandebourg	0.529	1.0	1	DUAL-B
residences	résidences	0.502	1.0	1	DUAL-B
mediawiki	mediawiki	0.601	1.0	1	DUAL-A
lublin	lublin	0.604	1.0	1	DUAL-A
isabel	isabel	0.687	1.0	1	DUAL-A
isabel	isabelle	0.687	1.0	1	DUAL-A
civility	civilité	0.508	1.0	1	DUAL-B
sol	sol	0.681	1.0	1	DUAL-A
luftwaffe	luftwaffe	0.712	1.0	1	DUAL-A
seated	assise	0.515	1.0	0	DUAL-B
seated	assis	0.532	1.0	0	DUAL-B
marty	marty	0.486	1.0	1	DUAL-B
segunda	segunda	0.531	1.0	1	DUAL-B
kerr	kerr	0.502	1.0	1	DUAL-B
televised	télévisé	0.482	1.0	0	DUAL-B
hostage	otage	0.490	1.0	1	DUAL-B
hostage	otages	0.490	1.0	1	DUAL-B
lennon	lennon	0.761	1.0	1	DUAL-S
fowler	fowler	0.509	1.0	1	DUAL-B
labs	laboratoires	0.459	1.0	0	DUAL-B
labs	labos	0.526	1.0	1	DUAL-B
casual	occasionnel	0.467	1.0	0	DUAL-B
casual	occasionnelle	0.467	1.0	0	DUAL-B
casual	occasionnels	0.467	1.0	0	DUAL-B
rude	rude	0.730	1.0	1	DUAL-A
cubic	cubique	0.623	1.0	0	DUAL-A
commentators	commentateurs	0.477	1.0	1	DUAL-B
soup	soupes	1.000	1.0	1	DUAL-S
soup	soupe	1.000	1.0	1	DUAL-S
loch	loch	0.466	1.0	1	DUAL-B
dissertation	dissertation	0.482	1.0	1	DUAL-B
denominations	dénominations	0.465	1.0	1	DUAL-B
python	python	0.514	1.0	1	DUAL-B
extract	extraire	0.738	1.0	0	DUAL-A
extract	extraits	0.762	1.0	1	DUAL-S
extract	extrait	0.762	1.0	1	DUAL-S
peasants	paysans	0.579	1.0	1	DUAL-B
celebrating	célébrer	0.596	1.0	0	DUAL-B
celebrating	célébration	0.521	1.0	0	DUAL-B
celebrating	célébrant	0.545	1.0	0	DUAL-B
finn	finn	0.733	1.0	1	DUAL-A
mozambique	mozambique	0.689	1.0	1	DUAL-A
fortified	fortifié	0.598	1.0	1	DUAL-B
fortified	fortifiée	0.598	1.0	1	DUAL-B
inadequate	inadéquat	0.506	1.0	1	DUAL-B
inadequate	insuffisante	0.453	1.0	0	DUAL-B
uzbekistan	ouzbékistan	0.573	1.0	1	DUAL-B
punjabi	punjabi	0.664	1.0	1	DUAL-A
caste	castes	0.785	1.0	1	DUAL-S
caste	caste	0.785	1.0	1	DUAL-S
prisons	prisons	0.613	1.0	1	DUAL-A
stirling	stirling	0.725	1.0	1	DUAL-A
limiting	limitation	0.475	1.0	1	DUAL-B
limiting	limitant	0.489	1.0	1	DUAL-B
limiting	limiter	0.491	1.0	0	DUAL-B
senegal	sénégal	0.594	1.0	0	DUAL-B
beirut	beyrouth	0.575	1.0	0	DUAL-B
touched	touché	0.506	1.0	1	DUAL-B
touched	touchée	0.506	1.0	1	DUAL-B
repeating	répéter	0.479	1.0	0	DUAL-B
repeating	répétant	0.477	1.0	0	DUAL-B
sexually	sexuellement	0.580	1.0	0	DUAL-B
wildcats	wildcats	0.705	1.0	1	DUAL-A
deposit	dépôt	0.503	1.0	0	DUAL-B
deposit	déposer	0.497	1.0	0	DUAL-B
deposit	acompte	0.466	1.0	0	DUAL-B
colombo	colombo	0.558	1.0	1	DUAL-B
basil	basile	0.594	1.0	1	DUAL-B
basil	basil	0.594	1.0	1	DUAL-B
basil	basilic	0.470	1.0	1	DUAL-B
greenwood	greenwood	0.752	1.0	1	DUAL-S
baton	baguette	0.459	1.0	0	DUAL-B
baton	baton	0.534	1.0	1	DUAL-B
baton	bâton	0.534	1.0	1	DUAL-B
meadows	meadows	0.608	1.0	1	DUAL-A
aluminum	aluminium	0.517	1.0	1	DUAL-B
revisions	révisions	0.498	1.0	1	DUAL-B
stein	stein	0.628	1.0	1	DUAL-A
italics	italique	0.466	1.0	0	DUAL-B
italics	italiques	0.466	1.0	1	DUAL-B
azerbaijani	azerbaïdjanais	0.537	1.0	1	DUAL-B
azerbaijani	azerbaïdjanaise	0.529	1.0	1	DUAL-B
azerbaijani	azerbaïdjan	0.539	1.0	1	DUAL-B
diabetes	diabétique	0.489	1.0	0	DUAL-B
diabetes	diabète	0.484	1.0	1	DUAL-B
flickr	flickr	0.652	1.0	1	DUAL-A
framed	encadrées	0.452	1.0	0	DUAL-B
framed	encadrés	0.452	1.0	0	DUAL-B
framed	encadrée	0.452	1.0	0	DUAL-B
lesson	leçon	0.567	1.0	0	DUAL-B
captains	capitaines	0.509	1.0	1	DUAL-B
factions	factions	0.515	1.0	1	DUAL-B
conscious	consciente	0.472	1.0	0	DUAL-B
conscious	conscientes	0.472	1.0	0	DUAL-B
conscious	conscient	0.483	1.0	0	DUAL-B
conscious	conscients	0.483	1.0	0	DUAL-B
alley	allée	0.460	1.0	1	DUAL-B
schneider	schneider	0.621	1.0	1	DUAL-A
bert	bert	0.566	1.0	1	DUAL-B
bowie	bowie	0.781	1.0	1	DUAL-S
geo	géo	0.464	1.0	0	DUAL-B
meditation	méditer	0.553	1.0	0	DUAL-B
meditation	méditation	0.500	1.0	1	DUAL-B
rue	rue	0.637	1.0	1	DUAL-A
promotions	promotions	0.603	1.0	1	DUAL-A
promotions	promotion	0.603	1.0	1	DUAL-A
diplomats	diplomates	0.571	1.0	1	DUAL-B
critique	critique	0.849	1.0	1	DUAL-S
browne	browne	0.691	1.0	1	DUAL-A
pastoral	pastorale	0.628	1.0	1	DUAL-A
pastoral	pastorales	0.628	1.0	1	DUAL-A
liz	liz	0.733	1.0	1	DUAL-A
horns	cornes	0.626	1.0	0	DUAL-A
horns	cors	0.519	1.0	0	DUAL-B
emergence	émergence	0.497	1.0	1	DUAL-B
miniature	miniature	0.465	1.0	1	DUAL-B
miniature	miniatures	0.465	1.0	1	DUAL-B
conclude	conclure	0.581	1.0	1	DUAL-B
dartmouth	dartmouth	0.654	1.0	1	DUAL-A
clarity	clarté	0.601	1.0	1	DUAL-A
incredible	incroyable	0.522	1.0	0	DUAL-B
incredible	incroyables	0.522	1.0	0	DUAL-B
resided	résidé	0.495	1.0	0	DUAL-B
resided	résidait	0.491	1.0	0	DUAL-B
resided	résidaient	0.491	1.0	0	DUAL-B
chevrolet	chevrolet	0.585	1.0	1	DUAL-B
qualifications	qualifications	0.479	1.0	1	DUAL-B
poetic	poétique	0.587	1.0	0	DUAL-B
void	vide	0.657	1.0	1	DUAL-A
bosnian	bosniaques	0.530	1.0	0	DUAL-B
bosnian	bosniaque	0.530	1.0	1	DUAL-B
cab	cab	0.730	1.0	1	DUAL-A
cab	cabine	0.521	1.0	0	DUAL-B
hereditary	héréditaire	0.538	1.0	0	DUAL-B
hereditary	héréditaires	0.538	1.0	0	DUAL-B
passages	passages	0.502	1.0	1	DUAL-B
mater	mater	0.523	1.0	1	DUAL-B
principality	principauté	0.529	1.0	1	DUAL-B
increment	accroissement	0.456	1.0	0	DUAL-B
contests	compétitions	0.461	1.0	0	DUAL-B
omitted	omis	0.544	1.0	0	DUAL-B
omitted	omettre	0.540	1.0	0	DUAL-B
gentlemen	gentlemen	0.614	1.0	1	DUAL-A
tumor	tumeur	0.526	1.0	0	DUAL-B
torah	torah	0.771	1.0	1	DUAL-S
catalonia	catalogne	0.482	1.0	1	DUAL-B
cricinfo	cricinfo	0.653	1.0	1	DUAL-A
memorials	mémoriaux	0.593	1.0	0	DUAL-B
geoff	geoff	0.560	1.0	1	DUAL-B
jimbo	jimbo	0.528	1.0	1	DUAL-B
vanderbilt	vanderbilt	0.615	1.0	1	DUAL-A
commemorate	commémorer	0.561	1.0	1	DUAL-B
equilibrium	équilibre	0.482	1.0	0	DUAL-B
dorsal	dorsale	0.687	1.0	1	DUAL-A
dorsal	dorsal	0.687	1.0	1	DUAL-A
realism	réaliste	0.485	1.0	0	DUAL-B
realism	réalisme	0.571	1.0	1	DUAL-B
adaptations	adaptations	0.492	1.0	1	DUAL-B
johannesburg	johannesburg	0.563	1.0	1	DUAL-B
bent	bent	0.554	1.0	1	DUAL-B
becker	becker	0.789	1.0	1	DUAL-S
assumes	assume	0.453	1.0	1	DUAL-B
assumes	suppose	0.491	1.0	0	DUAL-B
advertisements	annonces	0.470	1.0	0	DUAL-B
hoffman	hoffmann	0.590	1.0	1	DUAL-B
hoffman	hoffman	0.590	1.0	1	DUAL-B
enforced	forcées	0.491	1.0	0	DUAL-B
enforced	forcée	0.491	1.0	0	DUAL-B
juniors	juniors	0.502	1.0	1	DUAL-B
oman	oman	0.667	1.0	1	DUAL-A
renewal	renouveau	0.483	1.0	0	DUAL-B
renewal	renouvellement	0.473	1.0	0	DUAL-B
flank	flanc	0.628	1.0	1	DUAL-A
okinawa	okinawa	0.451	1.0	1	DUAL-B
grouped	regroupé	0.659	1.0	0	DUAL-A
grouped	groupés	0.791	1.0	0	DUAL-S
grouped	groupé	0.791	1.0	1	DUAL-S
grouped	groupées	0.791	1.0	1	DUAL-S
grouped	regroupés	0.659	1.0	0	DUAL-A
tens	dizaines	0.513	1.0	0	DUAL-B
anticipated	anticipé	0.501	1.0	0	DUAL-B
anticipated	anticipée	0.501	1.0	1	DUAL-B
steele	steele	0.648	1.0	1	DUAL-A
goodman	goodman	0.645	1.0	1	DUAL-A
nutrition	nutrition	0.561	1.0	1	DUAL-B
havana	havane	0.461	1.0	1	DUAL-B
messenger	messenger	0.734	1.0	1	DUAL-A
messenger	messager	0.622	1.0	1	DUAL-A
robbery	cambriolage	0.517	1.0	0	DUAL-B
robbery	braquage	0.458	1.0	0	DUAL-B
cultivated	cultivées	0.598	1.0	0	DUAL-B
cultivated	cultivée	0.598	1.0	1	DUAL-B
cultivated	cultivé	0.598	1.0	0	DUAL-B
cultivated	cultivés	0.598	1.0	0	DUAL-B
castile	castille	0.559	1.0	1	DUAL-B
screens	écrans	0.503	1.0	0	DUAL-B
bowler	bowler	0.530	1.0	1	DUAL-B
proposing	proposer	0.611	1.0	0	DUAL-A
proposing	proposant	0.609	1.0	1	DUAL-A
int	int	0.454	1.0	1	DUAL-B
apology	apologie	0.564	1.0	1	DUAL-B
trauma	traumatisme	0.543	1.0	0	DUAL-B
trauma	trauma	0.634	1.0	1	DUAL-A
trauma	traumatique	0.551	1.0	0	DUAL-B
trauma	traumatismes	0.543	1.0	0	DUAL-B
reyes	reyes	0.555	1.0	1	DUAL-B
extinction	extinction	0.665	1.0	1	DUAL-A
troll	troll	0.560	1.0	1	DUAL-B
troll	trolls	0.549	1.0	1	DUAL-B
divisional	divisionnaire	0.469	1.0	1	DUAL-B
attribute	attribuer	0.503	1.0	1	DUAL-B
attribute	attributs	0.522	1.0	1	DUAL-B
attribute	attribut	0.522	1.0	1	DUAL-B
proto	proto	0.721	1.0	1	DUAL-A
proxy	proxy	0.609	1.0	1	DUAL-A
proxy	procuration	0.513	1.0	0	DUAL-B
coding	codage	0.563	1.0	0	DUAL-B
coding	encodage	0.466	1.0	0	DUAL-B
coding	codification	0.506	1.0	0	DUAL-B
canoe	canoë	0.496	1.0	1	DUAL-B
canoe	canot	0.541	1.0	1	DUAL-B
podcast	podcast	0.712	1.0	1	DUAL-A
bloc	bloc	0.748	1.0	1	DUAL-A
cpu	cpu	0.535	1.0	1	DUAL-B
geometric	géométriques	0.566	1.0	0	DUAL-B
geometric	géométrique	0.566	1.0	0	DUAL-B
tended	tendaient	0.507	1.0	0	DUAL-B
chord	accord	0.641	1.0	0	DUAL-A
chord	corde	1.000	1.0	1	DUAL-S
barrow	brouette	0.493	1.0	0	DUAL-B
angus	angus	0.501	1.0	1	DUAL-B
leinster	leinster	0.592	1.0	1	DUAL-B
costumes	costumes	0.744	1.0	1	DUAL-A
domingo	domingo	0.668	1.0	1	DUAL-A
cowboy	cowboys	0.493	1.0	1	DUAL-B
cowboy	cowboy	0.493	1.0	1	DUAL-B
preparations	préparations	0.575	1.0	1	DUAL-B
preparations	préparation	0.575	1.0	1	DUAL-B
preparations	préparatifs	0.557	1.0	1	DUAL-B
qualifies	qualifie	0.473	1.0	1	DUAL-B
sculptors	sculpteurs	0.530	1.0	1	DUAL-B
sts	sts	0.823	1.0	1	DUAL-S
prevents	prévient	0.586	1.0	1	DUAL-B
declining	déclin	0.558	1.0	0	DUAL-B
interpret	interpréter	0.501	1.0	1	DUAL-B
expeditions	expéditions	0.630	1.0	1	DUAL-A
airs	airs	0.753	1.0	1	DUAL-S
limerick	limerick	0.698	1.0	1	DUAL-A
khorasan	khorasan	0.662	1.0	1	DUAL-A
marxist	marxiste	0.768	1.0	1	DUAL-S
aluminium	aluminium	0.495	1.0	1	DUAL-B
permits	permis	0.525	1.0	1	DUAL-B
tomatoes	tomates	0.481	1.0	1	DUAL-B
tomatoes	tomate	0.481	1.0	1	DUAL-B
savannah	savannah	0.530	1.0	1	DUAL-B
savannah	savane	0.550	1.0	0	DUAL-B
quarry	carrière	0.500	1.0	0	DUAL-B
australians	australiens	0.552	1.0	1	DUAL-B
disappointed	déçu	0.464	1.0	0	DUAL-B
disappointed	déçus	0.464	1.0	0	DUAL-B
disappointed	déçue	0.464	1.0	0	DUAL-B
cola	cola	0.653	1.0	1	DUAL-A
irvine	irvine	0.497	1.0	1	DUAL-B
curator	conservateur	0.512	1.0	0	DUAL-B
curator	curateur	0.544	1.0	1	DUAL-B
curator	conservatrice	0.460	1.0	0	DUAL-B
rbi	rbi	0.602	1.0	1	DUAL-A
davenport	davenport	0.518	1.0	1	DUAL-B
receivers	récepteurs	0.461	1.0	0	DUAL-B
receivers	receveurs	0.487	1.0	1	DUAL-B
accidental	accidentels	0.557	1.0	1	DUAL-B
accidental	accidentel	0.557	1.0	1	DUAL-B
accidental	accidentelle	0.557	1.0	1	DUAL-B
accidental	accidentellement	0.473	1.0	0	DUAL-B
marseille	marseille	0.617	1.0	1	DUAL-A
opted	opté	0.505	1.0	0	DUAL-B
rand	rand	0.585	1.0	1	DUAL-B
insect	insectes	0.798	1.0	1	DUAL-S
insect	insecte	0.798	1.0	1	DUAL-S
sergio	sergio	0.509	1.0	1	DUAL-B
combinations	combinaisons	0.463	1.0	1	DUAL-B
appreciation	appréciation	0.478	1.0	1	DUAL-B
pressing	pressage	0.704	1.0	1	DUAL-A
pressing	pressants	0.751	1.0	0	DUAL-S
pressing	pressant	0.751	1.0	1	DUAL-S
dioxide	dioxyde	0.606	1.0	1	DUAL-A
theologian	théologien	0.498	1.0	1	DUAL-B
receptors	récepteurs	0.685	1.0	0	DUAL-A
corrupt	corrompue	0.484	1.0	0	DUAL-B
corrupt	corrompu	0.484	1.0	0	DUAL-B
corrupt	corrompus	0.484	1.0	0	DUAL-B
donovan	donovan	0.518	1.0	1	DUAL-B
hogan	hogan	0.458	1.0	1	DUAL-B
nominees	nominés	0.516	1.0	1	DUAL-B
ole	ole	0.618	1.0	1	DUAL-A
doubled	doublée	0.501	1.0	1	DUAL-B
doubled	doublés	0.501	1.0	0	DUAL-B
doubled	doublé	0.501	1.0	1	DUAL-B
conversations	conversations	0.469	1.0	1	DUAL-B
questioning	questionner	0.582	1.0	1	DUAL-B
questioning	questionnement	0.568	1.0	0	DUAL-B
gavin	gavin	0.567	1.0	1	DUAL-B
ceylon	ceylan	0.573	1.0	1	DUAL-B
converts	convertis	0.507	1.0	1	DUAL-B
converts	convertit	0.507	1.0	1	DUAL-B
symmetry	symétrique	0.629	1.0	0	DUAL-A
symmetry	symétrie	0.726	1.0	0	DUAL-A
reuters	reuters	0.505	1.0	1	DUAL-B
martín	martín	0.639	1.0	1	DUAL-A
devi	devi	0.781	1.0	1	DUAL-S
sheridan	sheridan	0.530	1.0	1	DUAL-B
pile	pile	0.663	1.0	1	DUAL-A
muscles	muscles	0.486	1.0	1	DUAL-B
reptiles	reptiles	0.710	1.0	1	DUAL-A
samurai	samurai	0.493	1.0	1	DUAL-B
samurai	samouraï	0.571	1.0	1	DUAL-B
samurai	samouraïs	0.564	1.0	1	DUAL-B
cassette	cassette	0.818	1.0	1	DUAL-S
juice	juice	0.648	1.0	1	DUAL-A
fierce	féroce	0.616	1.0	0	DUAL-A
fierce	farouche	0.477	1.0	0	DUAL-B
fierce	féroces	0.616	1.0	0	DUAL-A
necessity	nécessité	0.622	1.0	1	DUAL-A
hilton	hilton	0.555	1.0	1	DUAL-B
blu	blu	0.730	1.0	1	DUAL-A
stomach	estomac	0.486	1.0	1	DUAL-B
abusive	abusive	0.521	1.0	1	DUAL-B
buttons	boutons	0.462	1.0	1	DUAL-B
gram	gramme	0.785	1.0	1	DUAL-S
gram	gram	0.785	1.0	1	DUAL-S
gram	grammes	0.785	1.0	0	DUAL-S
hinduism	hindouisme	0.512	1.0	1	DUAL-B
fortifications	fortifications	0.557	1.0	1	DUAL-B
reggae	reggae	0.785	1.0	1	DUAL-S
homosexual	homosexuels	0.592	1.0	1	DUAL-B
homosexual	homosexuel	0.592	1.0	1	DUAL-B
apprentice	apprenti	0.511	1.0	1	DUAL-B
apprentice	apprentie	0.511	1.0	1	DUAL-B
apprentice	apprentis	0.511	1.0	1	DUAL-B
pharmacy	pharmacie	0.729	1.0	1	DUAL-A
synthesizer	synthétiseur	0.475	1.0	0	DUAL-B
cam	cam	0.730	1.0	1	DUAL-A
dinamo	dinamo	0.606	1.0	1	DUAL-A
sci	sic	0.513	1.0	0	DUAL-B
sci	sci	0.563	1.0	1	DUAL-B
contexts	contextes	0.746	1.0	1	DUAL-A
cannes	cannes	0.571	1.0	1	DUAL-B
willow	willow	0.560	1.0	1	DUAL-B
starr	starr	0.793	1.0	1	DUAL-S
statutory	statutaire	0.504	1.0	0	DUAL-B
recruiting	recruter	0.552	1.0	0	DUAL-B
recruiting	recrutements	0.537	1.0	0	DUAL-B
recruiting	recrutement	0.537	1.0	0	DUAL-B
periodic	périodiques	0.553	1.0	0	DUAL-B
periodic	périodiquement	0.467	1.0	0	DUAL-B
periodic	périodique	0.553	1.0	0	DUAL-B
shtml	shtml	0.768	1.0	1	DUAL-S
pagan	païen	0.504	1.0	0	DUAL-B
pagan	païens	0.504	1.0	0	DUAL-B
defendant	défendeur	0.478	1.0	0	DUAL-B
pizza	pizzas	0.608	1.0	1	DUAL-A
pizza	pizza	0.608	1.0	1	DUAL-A
evan	evan	0.450	1.0	1	DUAL-B
rwanda	rwanda	0.530	1.0	1	DUAL-B
mls	mls	1.000	1.0	1	DUAL-S
thornton	thornton	0.596	1.0	1	DUAL-B
exploitation	exploitation	0.637	1.0	1	DUAL-A
xml	xml	0.859	1.0	1	DUAL-S
colt	colt	0.760	1.0	1	DUAL-S
pulitzer	pulitzer	0.484	1.0	1	DUAL-B
supervised	surveillées	0.466	1.0	0	DUAL-B
supervised	supervisée	0.473	1.0	1	DUAL-B
supervised	surveillée	0.466	1.0	0	DUAL-B
supervised	supervisé	0.473	1.0	1	DUAL-B
supervised	surveillé	0.466	1.0	0	DUAL-B
repaired	réparées	0.494	1.0	0	DUAL-B
repaired	réparée	0.494	1.0	0	DUAL-B
repaired	réparé	0.494	1.0	0	DUAL-B
repaired	réparés	0.494	1.0	0	DUAL-B
instantly	instantanément	0.455	1.0	0	DUAL-B
mistress	maitresse	0.672	1.0	1	DUAL-A
mistress	maîtresse	0.672	1.0	0	DUAL-A
securing	sécurisation	0.453	1.0	0	DUAL-B
securing	sécuriser	0.458	1.0	0	DUAL-B
ethnicities	ethnies	0.594	1.0	1	DUAL-B
mortar	mortier	0.689	1.0	1	DUAL-A
mortar	mortiers	0.689	1.0	0	DUAL-A
plausible	plausible	0.644	1.0	1	DUAL-A
activation	activation	0.499	1.0	1	DUAL-B
lyric	lyrique	0.647	1.0	0	DUAL-A
cypriot	chypriote	0.585	1.0	1	DUAL-B
methodology	méthodologie	0.578	1.0	1	DUAL-B
methodology	méthode	0.454	1.0	0	DUAL-B
gale	gale	0.683	1.0	1	DUAL-A
dominic	dominic	0.575	1.0	1	DUAL-B
dominic	dominique	0.575	1.0	1	DUAL-B
nominal	nominale	0.580	1.0	1	DUAL-B
nominal	nominal	0.580	1.0	1	DUAL-B
bud	bourgeons	0.488	1.0	0	DUAL-B
bud	bud	0.671	1.0	1	DUAL-A
melissa	mélissa	0.524	1.0	1	DUAL-B
melissa	melissa	0.687	1.0	1	DUAL-A
skip	saut	0.460	1.0	0	DUAL-B
skip	skip	0.787	1.0	1	DUAL-S
skip	saute	0.462	1.0	0	DUAL-B
invite	invite	0.536	1.0	1	DUAL-B
reside	résider	0.502	1.0	1	DUAL-B
martinez	martinez	0.713	1.0	1	DUAL-A
martinez	martínez	0.713	1.0	1	DUAL-A
medina	médina	0.536	1.0	1	DUAL-B
medina	medina	0.534	1.0	1	DUAL-B
medina	médine	0.557	1.0	0	DUAL-B
debris	déblais	0.490	1.0	0	DUAL-B
debris	débris	0.810	1.0	1	DUAL-S
successes	succès	0.647	1.0	0	DUAL-A
frustrated	frustré	0.716	1.0	0	DUAL-A
frustrated	frustrée	0.716	1.0	1	DUAL-A
frustrated	frustrés	0.716	1.0	0	DUAL-A
infinity	infinity	0.608	1.0	1	DUAL-A
infinity	infini	0.547	1.0	1	DUAL-B
corresponds	correspond	0.555	1.0	1	DUAL-B
cretaceous	crétacé	0.551	1.0	0	DUAL-B
bite	bouchée	0.477	1.0	0	DUAL-B
nodes	noeuds	0.550	1.0	0	DUAL-B
nodes	nœuds	0.550	1.0	0	DUAL-B
bavarian	bavaroise	0.473	1.0	0	DUAL-B
bavarian	bavière	0.561	1.0	0	DUAL-B
bavarian	bavarois	0.479	1.0	1	DUAL-B
marilyn	marilyn	0.524	1.0	1	DUAL-B
rumors	rumeurs	0.513	1.0	1	DUAL-B
rumors	rumeur	0.513	1.0	0	DUAL-B
suffix	suffixe	0.666	1.0	1	DUAL-A
ordering	ordonner	0.638	1.0	0	DUAL-A
campeonato	campeonato	0.489	1.0	1	DUAL-B
fuselage	fuselage	0.593	1.0	1	DUAL-B
capitalism	capitalisme	0.537	1.0	1	DUAL-B
harlem	harlem	0.629	1.0	1	DUAL-A
warwickshire	warwickshire	0.597	1.0	1	DUAL-B
delivering	livrer	0.505	1.0	0	DUAL-B
pigs	porcins	0.481	1.0	0	DUAL-B
pigs	porcs	0.513	1.0	0	DUAL-B
centennial	centenaire	0.476	1.0	0	DUAL-B
rituals	rituels	0.503	1.0	1	DUAL-B
bolt	bolt	0.760	1.0	1	DUAL-S
bolt	boulon	0.513	1.0	0	DUAL-B
wakefield	wakefield	0.774	1.0	1	DUAL-S
infamous	infâme	0.451	1.0	0	DUAL-B
infamous	infâmes	0.451	1.0	0	DUAL-B
automobiles	automobiles	0.491	1.0	1	DUAL-B
damascus	damas	0.498	1.0	1	DUAL-B
orioles	orioles	0.606	1.0	1	DUAL-A
hai	haï	0.455	1.0	0	DUAL-B
porch	porche	0.848	1.0	1	DUAL-S
indirect	indirectes	0.716	1.0	1	DUAL-A
indirect	indirecte	0.716	1.0	1	DUAL-A
indirect	indirects	0.716	1.0	1	DUAL-A
indirect	indirect	0.716	1.0	1	DUAL-A
indirect	indirectement	0.583	1.0	1	DUAL-B
vhs	vhs	0.713	1.0	1	DUAL-A
sioux	sioux	0.761	1.0	1	DUAL-S
statesman	statesman	0.655	1.0	1	DUAL-A
detached	détachée	0.503	1.0	1	DUAL-B
detached	détaché	0.503	1.0	0	DUAL-B
detached	détachés	0.503	1.0	0	DUAL-B
practicing	pratiquant	0.529	1.0	0	DUAL-B
practicing	pratiquer	0.530	1.0	0	DUAL-B
chu	chu	0.454	1.0	1	DUAL-B
banning	bannissement	0.486	1.0	0	DUAL-B
sul	sul	0.671	1.0	1	DUAL-A
watt	watt	0.740	1.0	1	DUAL-A
kite	kite	0.663	1.0	1	DUAL-A
offence	offense	0.537	1.0	1	DUAL-B
sylvia	sylvia	0.599	1.0	1	DUAL-B
sylvia	sylvie	0.721	1.0	1	DUAL-A
frigate	frégate	0.675	1.0	1	DUAL-A
dramas	drames	0.630	1.0	1	DUAL-A
marian	marian	0.526	1.0	1	DUAL-B
marian	marianne	0.597	1.0	1	DUAL-B
coastline	côte	0.561	1.0	0	DUAL-B
coastline	côtes	0.561	1.0	0	DUAL-B
clive	clive	0.728	1.0	1	DUAL-A
lamp	lampe	0.666	1.0	1	DUAL-A
camping	camping	0.608	1.0	1	DUAL-A
chips	puces	0.507	1.0	0	DUAL-B
chips	chips	0.459	1.0	1	DUAL-B
indicator	indicateur	0.494	1.0	1	DUAL-B
bloom	bloom	0.648	1.0	1	DUAL-A
emil	emile	0.575	1.0	1	DUAL-B
emil	emil	0.575	1.0	1	DUAL-B
emil	émile	0.575	1.0	0	DUAL-B
prayers	prières	0.699	1.0	0	DUAL-A
napoleonic	napoléoniennes	0.517	1.0	0	DUAL-B
mortality	mortalité	0.669	1.0	1	DUAL-A
bruins	bruins	0.630	1.0	1	DUAL-A
treatise	traité	0.582	1.0	0	DUAL-B
malik	malik	0.645	1.0	1	DUAL-A
res	res	0.564	1.0	1	DUAL-B
caliber	calibre	0.542	1.0	1	DUAL-B
bordeaux	bordeaux	0.721	1.0	1	DUAL-A
concludes	conclut	0.586	1.0	1	DUAL-B
lowell	lowell	0.560	1.0	1	DUAL-B
marino	marino	0.751	1.0	1	DUAL-S
recognizes	reconnait	0.479	1.0	0	DUAL-B
recognizes	reconnaît	0.479	1.0	0	DUAL-B
ruined	ruinés	0.521	1.0	0	DUAL-B
ruined	ruiné	0.521	1.0	0	DUAL-B
uncertainty	incertitudes	0.484	1.0	0	DUAL-B
uncertainty	incertitude	0.484	1.0	0	DUAL-B
documentaries	documentaires	0.474	1.0	1	DUAL-B
teddy	teddy	0.648	1.0	1	DUAL-A
omega	oméga	0.620	1.0	1	DUAL-A
omega	omega	0.518	1.0	1	DUAL-B
cheng	cheng	0.814	1.0	1	DUAL-S
denial	déni	0.481	1.0	0	DUAL-B
denial	démenti	0.470	1.0	0	DUAL-B
sunni	sunnites	0.619	1.0	1	DUAL-A
sunni	sunnite	0.619	1.0	1	DUAL-A
neville	neville	0.645	1.0	1	DUAL-A
brush	broussailles	0.570	1.0	0	DUAL-B
brush	brosse	0.640	1.0	0	DUAL-A
rolled	roulé	0.517	1.0	0	DUAL-B
alain	alain	0.469	1.0	1	DUAL-B
mama	mama	0.585	1.0	1	DUAL-B
mama	maman	0.554	1.0	1	DUAL-B
ein	ein	0.725	1.0	1	DUAL-A
