a	b	type	w
en:delirious	en:raving	~syn	0.7
en:pri	en:mics	~syn	0.7
en:drowsiness	en:somnolence	~syn	0.7
en:climax	en:orgasm	~syn	0.7
en:ten	en:rte	~syn	0.7
en:waitress	en:waitresses	~syn	0.7
fr:afficher	fr:affichage	~syn	0.7
fr:alternative	fr:alternatif	~syn	0.7
fr:superflue	fr:superflus	~syn	0.7
fr:sentir	fr:sentant	~syn	0.7
fr:transporteurs	fr:porteurs	~syn	0.7
en:leaning	en:penchant	~syn	0.7
en:woodworking	en:joinery	~syn	0.7
fr:devise	fr:monnaies	~syn	0.7
en:pots	en:cookware	~syn	0.7
fr:alibis	fr:alibi	~syn	0.7
fr:remèdes	fr:recours	~syn	0.7
fr:nègre	fr:nègres	~syn	0.7
fr:dus	fr:dhs	~syn	0.7
fr:décisive	fr:décisif	~syn	0.7
fr:rencontrez	fr:rencontre	~syn	0.7
en:climb	en:climbing	~syn	0.7
fr:international	fr:internationaux	~syn	0.7
fr:chemins	fr:sentiers	~syn	0.7
fr:confidentiels	fr:confidentielles	~syn	0.7
en:reserve	en:booking	~syn	0.7
fr:variance	fr:variation	~syn	0.7
en:animator	en:moderator	~syn	0.7
en:earnings	en:winnings	~syn	0.7
fr:récupérés	fr:récupérée	~syn	0.7
en:ideology	en:ideologies	~syn	0.7
en:players	en:gamers	~syn	0.7
en:dpd	en:dpo	~syn	0.7
en:sabotage	en:sabotaging	~syn	0.7
fr:emprunts	fr:prêts	~syn	0.7
fr:cerveaux	fr:cerveau	~syn	0.7
en:pleasures	en:delights	~syn	0.7
en:danny	en:dani	~syn	0.7
en:lawyers	en:attorneys	~syn	0.7
fr:mannequin	fr:maquette	~syn	0.7
en:greek	en:grecque	~syn	0.7
fr:interieur	fr:inside	~syn	0.7
en:standard	en:norm	~syn	0.7
fr:argentin	fr:argentine	~syn	0.7
fr:vampire	fr:vampires	~syn	0.7
fr:violettes	fr:violet	~syn	0.7
en:ankle	en:pegs	~syn	0.7
en:cpg	en:gic	~syn	0.7
fr:rivages	fr:shore	~syn	0.7
fr:ambiante	fr:ambiant	~syn	0.7
fr:éplucher	fr:peel	~syn	0.7
en:vessel	en:vaisseau	~syn	0.7
fr:centralisées	fr:centralisé	~syn	0.7
en:stephen	en:étienne	~syn	0.7
en:triangle	en:triangular	~syn	0.7
en:alienated	en:alienate	~syn	0.7
fr:adorait	fr:adorée	~syn	0.7
fr:enfers	fr:pègre	~syn	0.7
en:rufous	en:redhead	~syn	0.7
fr:sperme	fr:semence	~syn	0.7
fr:palme	fr:palm	~syn	0.7
fr:poussin	fr:chick	~syn	0.7
fr:pétrochimie	fr:pétrochimique	~syn	0.7
fr:vacant	fr:vacants	~syn	0.7
en:npt	en:tnp	~syn	0.7
en:fetus	en:foetus	~syn	0.7
fr:souverains	fr:souverain	~syn	0.7
fr:recommandés	fr:recommandées	~syn	0.7
en:heinous	en:odious	~syn	0.7
fr:règle	fr:dirigeant	~syn	0.7
en:catalogues	en:catalogs	~syn	0.7
fr:commettant	fr:principal	~syn	0.7
en:sámi	en:saami	~syn	0.7
en:detergent	en:detergents	~syn	0.7
fr:soirée	fr:fête	~syn	0.7
fr:vains	fr:vaine	~syn	0.7
en:mandarin	en:tangerine	~syn	0.7
fr:touche	fr:clef	~syn	0.7
en:recognize	en:recognizing	~syn	0.7
fr:essayer	fr:essaye	~syn	0.7
en:scholarships	en:fellowships	~syn	0.7
fr:amours	fr:adore	~syn	0.7
en:cynicism	en:cynic	~syn	0.7
en:applaud	en:applauding	~syn	0.7
fr:cachets	fr:tampons	~syn	0.7
fr:incertain	fr:incertains	~syn	0.7
fr:sexe	fr:genre	~syn	0.7
fr:affichées	fr:affichés	~syn	0.7
fr:redémarrage	fr:relancer	~syn	0.7
fr:oak	fr:chêne	~syn	0.7
en:license	en:licensing	~syn	0.7
en:antennas	en:aerials	~syn	0.7
en:meltdown	en:debacle	~syn	0.7
fr:liberty	fr:liberté	~syn	0.7
en:mint	en:minty	~syn	0.7
en:compressed	en:pill	~syn	0.7
fr:extraordinaire	fr:étonnant	~syn	0.7
en:detention	en:retention	~syn	0.7
en:lucky	en:fortunate	~syn	0.7
en:high	en:haute	~syn	0.7
fr:miens	fr:mine	~syn	0.7
en:shuttle	en:shuttles	~syn	0.7
fr:perruche	fr:perroquets	~syn	0.7
fr:infos	fr:renseignements	~syn	0.7
en:smothered	en:muffled	~syn	0.7
fr:santé	fr:acclamations	~syn	0.7
fr:captivité	fr:captifs	~syn	0.7
fr:tore	fr:torus	~syn	0.7
fr:couper	fr:découpage	~syn	0.7
en:regulate	en:regulating	~syn	0.7
fr:acquise	fr:acquis	~syn	0.7
en:tribute	en:homage	~syn	0.7
fr:tirer	fr:tirez	~syn	0.7
fr:terminée	fr:terminé	~syn	0.7
fr:essai	fr:tester	~syn	0.7
en:forgave	en:absolved	~syn	0.7
fr:voyage	fr:parcours	~syn	0.7
en:come	en:coming	~syn	0.7
fr:prétends	fr:prétendez	~syn	0.7
fr:assimilée	fr:assimilées	~syn	0.7
en:larvae	en:larval	~syn	0.7
fr:veloutée	fr:velouté	~syn	0.7
fr:communes	fr:municipalités	~syn	0.7
en:pavement	en:carriageway	~syn	0.7
en:rations	en:ration	~syn	0.7
fr:fouillée	fr:fouillé	~syn	0.7
fr:hitch	fr:attelage	~syn	0.7
en:moth	en:papillon	~syn	0.7
fr:avaler	fr:engloutir	~syn	0.7
fr:alcalines	fr:alcaline	~syn	0.7
en:baby	en:babe	~syn	0.7
en:packets	en:pouches	~syn	0.7
fr:vaniteux	fr:vanité	~syn	0.7
fr:indépendant	fr:indépendante	~syn	0.7
en:turtle	en:tortue	~syn	0.7
fr:incomplets	fr:incomplète	~syn	0.7
fr:milice	fr:milices	~syn	0.7
fr:éveillée	fr:éveillé	~syn	0.7
en:explain	en:explains	~syn	0.7
fr:stretch	fr:étirer	~syn	0.7
fr:sourate	fr:sura	~syn	0.7
en:psycho	en:psychopath	~syn	0.7
fr:reflet	fr:réfléchissants	~syn	0.7
fr:détritus	fr:portée	~syn	0.7
fr:bonus	fr:primes	~syn	0.7
fr:pousser	fr:pousse	~syn	0.7
en:irs	en:fisc	~syn	0.7
fr:chiffrée	fr:cryptée	~syn	0.7
en:carbohydrates	en:carbohydrate	~syn	0.7
en:interception	en:intercept	~syn	0.7
fr:serviable	fr:utiles	~syn	0.7
fr:pillage	fr:piller	~syn	0.7
en:size	en:height	~syn	0.7
fr:océanographiques	fr:océanographique	~syn	0.7
en:forget	en:oblivion	~syn	0.7
fr:unifiée	fr:unifiées	~syn	0.7
en:ece	en:cee	~syn	0.7
en:casks	en:kegs	~syn	0.7
fr:déménagement	fr:relocalisation	~syn	0.7
fr:mop	fr:serpillière	~syn	0.7
en:his	en:ses	~syn	0.7
en:germany	en:allemagne	~syn	0.7
fr:gamme	fr:portée	~syn	0.7
fr:perses	fr:persan	~syn	0.7
fr:vraisemblance	fr:plausibilité	~syn	0.7
en:ginger	en:rufous	~syn	0.7
fr:passionnément	fr:passionnée	~syn	0.7
en:tour	en:tower	~syn	0.7
en:confederate	en:confederates	~syn	0.7
en:walks	en:promenades	~syn	0.7
en:disagree	en:disagreement	~syn	0.7
en:therapy	en:therapies	~syn	0.7
fr:guérir	fr:guérison	~syn	0.7
en:collier	en:necklace	~syn	0.7
en:communicate	en:communicating	~syn	0.7
fr:croissant	fr:crescent	~syn	0.7
fr:confinement	fr:endiguement	~syn	0.7
fr:gastronomiques	fr:gastronomique	~syn	0.7
fr:bouffées	fr:flushing	~syn	0.7
fr:trempée	fr:trempé	~syn	0.7
fr:combats	fr:bagarre	~syn	0.7
fr:brème	fr:brême	~syn	0.7
fr:major	fr:commandant	~syn	0.7
en:hospitalized	en:hospitalised	~syn	0.7
en:friedrich	en:frédéric	~syn	0.7
fr:classé	fr:nominale	~syn	0.7
en:delayed	en:retarded	~syn	0.7
en:entrepreneurs	en:contractors	~syn	0.7
en:avenger	en:vengeur	~syn	0.7
fr:pinceau	fr:pinceaux	~syn	0.7
fr:louanges	fr:éloge	~syn	0.7
en:cave	en:winery	~syn	0.7
en:promises	en:pledge	~syn	0.7
en:cambodian	en:cambodians	~syn	0.7
en:joined	en:joins	~syn	0.7
fr:signer	fr:signe	~syn	0.7
en:bakery	en:bakeries	~syn	0.7
en:marine	en:seamen	~syn	0.7
fr:chauffeurs	fr:conducteur	~syn	0.7
fr:incapacité	fr:infirmité	~syn	0.7
en:evasion	en:breakout	~syn	0.7
en:withers	en:tourniquet	~syn	0.7
fr:egyptiens	fr:égyptiens	~syn	0.7
fr:divorcer	fr:divorce	~syn	0.7
fr:bugs	fr:bogues	~syn	0.7
en:scissors	en:chisel	~syn	0.7
fr:indéfinie	fr:indéterminée	~syn	0.7
fr:numériques	fr:digital	~syn	0.7
en:selective	en:selectivity	~syn	0.7
fr:volumineux	fr:encombrant	~syn	0.7
fr:compensatoire	fr:compensatoires	~syn	0.7
en:neutral	en:neutrality	~syn	0.7
en:hijack	en:misappropriation	~syn	0.7
fr:hautes	fr:élevé	~syn	0.7
fr:nuits	fr:soirs	~syn	0.7
en:autonomous	en:standalone	~syn	0.7
en:dealer	en:retailer	~syn	0.7
fr:mexicaine	fr:mexicain	~syn	0.7
fr:commodes	fr:coffres	~syn	0.7
en:maya	en:mayans	~syn	0.7
fr:empêchée	fr:empêché	~syn	0.7
fr:intéressante	fr:intéressants	~syn	0.7
fr:pingouins	fr:manchots	~syn	0.7
fr:séchés	fr:séchée	~syn	0.7
fr:carreaux	fr:tuiles	~syn	0.7
fr:nettoyeur	fr:nettoyants	~syn	0.7
fr:candidats	fr:candidat	~syn	0.7
en:mills	en:strawberry	~syn	0.7
en:features	en:function	~syn	0.7
en:staggering	en:narcotic	~syn	0.7
en:rematch	en:revanche	~syn	0.7
fr:ordre	fr:commande	~syn	0.7
fr:enflé	fr:gonflé	~syn	0.7
fr:volet	fr:obturation	~syn	0.7
fr:beuh	fr:weed	~syn	0.7
en:deficiencies	en:inadequacies	~syn	0.7
fr:traqué	fr:chassés	~syn	0.7
en:stimulus	en:relaunch	~syn	0.7
en:solicitors	en:notary	~syn	0.7
fr:nouveau	fr:nouvelle	~syn	0.7
en:military	en:army	~syn	0.7
en:concern	en:worry	~syn	0.7
fr:flic	fr:policier	~syn	0.7
en:ounce	en:shred	~syn	0.7
fr:alert	fr:signalement	~syn	0.7
en:saucy	en:impertinent	~syn	0.7
fr:charmant	fr:charmants	~syn	0.7
fr:insatisfait	fr:mécontent	~syn	0.7
en:membership	en:adhesion	~syn	0.7
fr:draft	fr:brouillon	~syn	0.7
fr:tons	fr:tonalités	~syn	0.7
fr:impitoyables	fr:impitoyablement	~syn	0.7
fr:sciemment	fr:consciemment	~syn	0.7
fr:milliards	fr:billions	~syn	0.7
en:niche	en:niches	~syn	0.7
en:gilded	en:doré	~syn	0.7
fr:pointage	fr:notation	~syn	0.7
fr:approfondir	fr:approfondissement	~syn	0.7
fr:rêves	fr:rêver	~syn	0.7
en:equine	en:equidae	~syn	0.7
en:accompanying	en:accompaniment	~syn	0.7
fr:serait	fr:aurait	~syn	0.7
en:awarded	en:attributed	~syn	0.7
fr:spéculatifs	fr:spéculatif	~syn	0.7
fr:émancipation	fr:responsabilisation	~syn	0.7
fr:jumelle	fr:jumeau	~syn	0.7
en:invaded	en:invade	~syn	0.7
fr:destructeur	fr:destructeurs	~syn	0.7
fr:emilie	fr:emily	~syn	0.7
en:incomplete	en:unfinished	~syn	0.7
fr:souscrite	fr:abonné	~syn	0.7
fr:rampes	fr:rails	~syn	0.7
fr:crêtes	fr:pics	~syn	0.7
en:exiled	en:exiles	~syn	0.7
en:casting	en:foundry	~syn	0.7
en:validate	en:validating	~syn	0.7
fr:caractériser	fr:caractérisent	~syn	0.7
fr:décrété	fr:décrète	~syn	0.7
fr:bosniaques	fr:bosniaque	~syn	0.7
en:given	en:donated	~syn	0.7
en:dyes	en:colorants	~syn	0.7
fr:feuille	fr:feuillet	~syn	0.7
fr:australien	fr:australie	~syn	0.7
fr:sodique	fr:sodium	~syn	0.7
fr:épicée	fr:épicé	~syn	0.7
en:modern	en:modernity	~syn	0.7
fr:danseuses	fr:danseurs	~syn	0.7
en:delaying	en:retardant	~syn	0.7
fr:norvégiens	fr:norvégienne	~syn	0.7
fr:respecté	fr:respectées	~syn	0.7
en:attack	en:stroke	~syn	0.7
fr:traditionnelles	fr:traditionnelle	~syn	0.7
fr:pardonné	fr:pardonnés	~syn	0.7
fr:requins	fr:requin	~syn	0.7
fr:glissement	fr:slip	~syn	0.7
en:folder	en:dossier	~syn	0.7
en:raise	en:elevate	~syn	0.7
en:actors	en:comedians	~syn	0.7
fr:semis	fr:semer	~syn	0.7
en:blink	en:clin	~syn	0.7
en:stadium	en:estadio	~syn	0.7
en:claim	en:claiming	~syn	0.7
en:perception	en:perceptions	~syn	0.7
en:eliminate	en:eliminates	~syn	0.7
en:burn	en:graver	~syn	0.7
en:connecting	en:login	~syn	0.7
en:final	en:finale	~syn	0.7
fr:commentaires	fr:remarques	~syn	0.7
fr:ayant	fr:avoir	~syn	0.7
en:discrete	en:unobtrusive	~syn	0.7
en:seasoning	en:seasonings	~syn	0.7
en:typeface	en:typography	~syn	0.7
fr:affectée	fr:touchés	~syn	0.7
fr:combiné	fr:combinées	~syn	0.7
fr:résolu	fr:résolue	~syn	0.7
fr:toiture	fr:toitures	~syn	0.7
en:discovery	en:discover	~syn	0.7
en:reluctant	en:hesitating	~syn	0.7
en:juvenile	en:juveniles	~syn	0.7
fr:livrés	fr:livré	~syn	0.7
en:ordered	en:orderly	~syn	0.7
fr:diffusés	fr:diffusée	~syn	0.7
fr:succursale	fr:embranchement	~syn	0.7
fr:berger	fr:bergers	~syn	0.7
fr:écarlate	fr:scarlet	~syn	0.7
en:lemon	en:lemons	~syn	0.7
fr:franchises	fr:franchisé	~syn	0.7
en:fluency	en:fluidity	~syn	0.7
en:cuddle	en:cuddles	~syn	0.7
fr:poigne	fr:poignée	~syn	0.7
fr:octopus	fr:poulpe	~syn	0.7
fr:érythrée	fr:érythréens	~syn	0.7
fr:récoltées	fr:récolté	~syn	0.7
fr:éviter	fr:évite	~syn	0.7
fr:paille	fr:pailles	~syn	0.7
fr:sexiste	fr:sexistes	~syn	0.7
fr:flocon	fr:flake	~syn	0.7
fr:retraités	fr:retraité	~syn	0.7
en:tanks	en:chariots	~syn	0.7
fr:correspondance	fr:match	~syn	0.7
fr:rassemblements	fr:rallyes	~syn	0.7
fr:olympiades	fr:olympiques	~syn	0.7
fr:voisines	fr:voisins	~syn	0.7
en:prove	en:proving	~syn	0.7
en:barber	en:barbershop	~syn	0.7
en:breeding	en:breeders	~syn	0.7
en:naked	en:bare	~syn	0.7
en:basketball	en:basket	~syn	0.7
fr:xive	fr:xiv	~syn	0.7
fr:inactives	fr:inactifs	~syn	0.7
fr:dissoute	fr:dissout	~syn	0.7
en:criminal	en:criminals	~syn	0.7
fr:front	fr:sourcil	~syn	0.7
fr:épidémie	fr:épidémiques	~syn	0.7
en:substitutes	en:alternates	~syn	0.7
fr:degrés	fr:diplômes	~syn	0.7
en:intimidate	en:intimidating	~syn	0.7
fr:broche	fr:épingle	~syn	0.7
fr:résiduelles	fr:résiduelle	~syn	0.7
fr:imprégnées	fr:imprégné	~syn	0.7
fr:acceptés	fr:acceptée	~syn	0.7
fr:discuter	fr:discutez	~syn	0.7
fr:coopératifs	fr:coopératives	~syn	0.7
fr:inattendue	fr:imprévu	~syn	0.7
en:utc	en:tuc	~syn	0.7
en:proximity	en:closeness	~syn	0.7
fr:professeur	fr:enseignant	~syn	0.7
en:trace	en:traces	~syn	0.7
fr:configurés	fr:configurée	~syn	0.7
en:high	en:elevated	~syn	0.7
en:flowers	en:flower	~syn	0.7
fr:regrettable	fr:malheureuse	~syn	0.7
fr:hurrah	fr:hourra	~syn	0.7
en:azeri	en:azerbaijanis	~syn	0.7
fr:évident	fr:évidence	~syn	0.7
en:articulation	en:articulate	~syn	0.7
en:dinosaur	en:dinosaurs	~syn	0.7
en:flock	en:herds	~syn	0.7
fr:crashé	fr:écrasé	~syn	0.7
en:censorship	en:censors	~syn	0.7
fr:propice	fr:favorables	~syn	0.7
fr:rancunier	fr:vindicatif	~syn	0.7
en:professional	en:professionals	~syn	0.7
en:degradation	en:deterioration	~syn	0.7
fr:mal	fr:erroné	~syn	0.7
en:liability	en:disclaimer	~syn	0.7
en:refuse	en:reject	~syn	0.7
fr:rémunérée	fr:rémunérés	~syn	0.7
fr:professeur	fr:professeure	~syn	0.7
en:extenuating	en:attenuating	~syn	0.7
fr:normalisée	fr:standardisée	~syn	0.7
fr:biscuit	fr:cookie	~syn	0.7
fr:pins	fr:broches	~syn	0.7
en:endowment	en:allocation	~syn	0.7
fr:patte	fr:jambes	~syn	0.7
fr:agrandir	fr:agrandis	~syn	0.7
en:intensification	en:intensifying	~syn	0.7
fr:perturbations	fr:trouble	~syn	0.7
fr:alternant	fr:alterner	~syn	0.7
fr:collées	fr:collés	~syn	0.7
fr:réfrigérateur	fr:frigo	~syn	0.7
fr:écorce	fr:écorces	~syn	0.7
fr:peine	fr:chagrin	~syn	0.7
fr:moulin	fr:mill	~syn	0.7
en:fiber	en:fibre	~syn	0.7
en:drastically	en:radically	~syn	0.7
fr:mine	fr:mienne	~syn	0.7
fr:terminaison	fr:licenciement	~syn	0.7
fr:refusées	fr:refusés	~syn	0.7
en:jack	en:valet	~syn	0.7
fr:marche	fr:mars	~syn	0.7
fr:sofa	fr:divan	~syn	0.7
en:slide	en:slip	~syn	0.7
fr:disponibilités	fr:disponibilité	~syn	0.7
fr:adèle	fr:adele	~syn	0.7
fr:précédé	fr:précédée	~syn	0.7
fr:résultante	fr:résultant	~syn	0.7
en:godless	en:ungodly	~syn	0.7
fr:fermé	fr:clos	~syn	0.7
en:vessels	en:vaisseaux	~syn	0.7
en:buy	en:purchasing	~syn	0.7
fr:mise	fr:pari	~syn	0.7
fr:profits	fr:bénéfices	~syn	0.7
fr:latines	fr:latina	~syn	0.7
fr:arrivés	fr:arrivé	~syn	0.7
fr:visités	fr:visitée	~syn	0.7
fr:industriels	fr:industriel	~syn	0.7
en:max	en:maxine	~syn	0.7
en:depleted	en:impoverished	~syn	0.7
fr:devis	fr:citer	~syn	0.7
fr:satisfaisants	fr:satisfaisantes	~syn	0.7
fr:sommeil	fr:endormi	~syn	0.7
en:telegraph	en:telegraphic	~syn	0.7
fr:autoroute	fr:autoroutes	~syn	0.7
en:plateau	en:platter	~syn	0.7
fr:équatoriens	fr:équatorienne	~syn	0.7
fr:rocheux	fr:rocky	~syn	0.7
fr:purge	fr:purger	~syn	0.7
fr:pillards	fr:raiders	~syn	0.7
en:priest	en:curé	~syn	0.7
en:enjoyed	en:appreciated	~syn	0.7
fr:gray	fr:grise	~syn	0.7
fr:menace	fr:menaçants	~syn	0.7
fr:japonais	fr:japonaises	~syn	0.7
en:rotating	en:rotary	~syn	0.7
fr:dactylographie	fr:taper	~syn	0.7
fr:cris	fr:hurlement	~syn	0.7
fr:fumée	fr:fumées	~syn	0.7
fr:flandre	fr:flandres	~syn	0.7
fr:écrous	fr:noisettes	~syn	0.7
fr:noisettes	fr:noisette	~syn	0.7
fr:italiennes	fr:italien	~syn	0.7
en:sensors	en:probe	~syn	0.7
fr:muet	fr:silencieuses	~syn	0.7
fr:talents	fr:talent	~syn	0.7
en:canton	en:guangzhou	~syn	0.7
fr:tirage	fr:dessiner	~syn	0.7
en:utopia	en:utopie	~syn	0.7
en:sons	en:wire	~syn	0.7
fr:pages	fr:page	~syn	0.7
en:hick	en:redneck	~syn	0.7
fr:anxieux	fr:inquiétude	~syn	0.7
fr:sergueï	fr:serge	~syn	0.7
fr:surprise	fr:surprises	~syn	0.7
fr:sédatif	fr:sédatifs	~syn	0.7
fr:rétablir	fr:refait	~syn	0.7
fr:modifié	fr:modifiées	~syn	0.7
en:beetle	en:scarab	~syn	0.7
fr:donner	fr:donnez	~syn	0.7
fr:piétons	fr:piétonne	~syn	0.7
en:landau	en:pram	~syn	0.7
fr:éléphants	fr:éléphant	~syn	0.7
en:pearl	en:nacre	~syn	0.7
fr:obstination	fr:entêtement	~syn	0.7
fr:bicyclettes	fr:vélos	~syn	0.7
fr:confiture	fr:jelly	~syn	0.7
en:tactical	en:tactic	~syn	0.7
en:strange	en:freaky	~syn	0.7
fr:avait	fr:avaient	~syn	0.7
en:base	en:basis	~syn	0.7
fr:boire	fr:verre	~syn	0.7
fr:douloureusement	fr:péniblement	~syn	0.7
fr:inscrits	fr:inscrit	~syn	0.7
fr:meurt	fr:meurent	~syn	0.7
fr:déja	fr:deja	~syn	0.7
fr:éminent	fr:éminentes	~syn	0.7
fr:loués	fr:louées	~syn	0.7
en:piston	en:plunger	~syn	0.7
fr:attribuer	fr:attributs	~syn	0.7
en:cavaliers	en:horsemen	~syn	0.7
fr:transmise	fr:transmises	~syn	0.7
fr:insuffisance	fr:inadaptation	~syn	0.7
fr:clamp	fr:pince	~syn	0.7
en:apulia	en:puglia	~syn	0.7
en:bcp	en:pco	~syn	0.7
fr:cuits	fr:cuisiné	~syn	0.7
fr:cambodgien	fr:cambodge	~syn	0.7
fr:squelette	fr:squelettes	~syn	0.7
fr:coopère	fr:coopérer	~syn	0.7
en:prayer	en:prayers	~syn	0.7
en:supervising	en:supervise	~syn	0.7
en:acrobatic	en:acrobatics	~syn	0.7
fr:panthères	fr:panther	~syn	0.7
en:sought	en:searched	~syn	0.7
fr:inonder	fr:déluge	~syn	0.7
fr:inadéquation	fr:insuffisance	~syn	0.7
en:separate	en:separated	~syn	0.7
fr:violation	fr:infractions	~syn	0.7
fr:cristal	fr:crystal	~syn	0.7
fr:éditeur	fr:rédactrice	~syn	0.7
en:apocalyptic	en:doomsday	~syn	0.7
fr:sauge	fr:salvia	~syn	0.7
en:glossary	en:lexicon	~syn	0.7
en:destiny	en:destin	~syn	0.7
fr:prometteuses	fr:prometteur	~syn	0.7
fr:hectares	fr:acres	~syn	0.7
en:capitol	en:capitole	~syn	0.7
fr:entourés	fr:encerclé	~syn	0.7
fr:inévitable	fr:inévitablement	~syn	0.7
fr:novices	fr:débutante	~syn	0.7
fr:resta	fr:restait	~syn	0.7
en:burnt	en:scorched	~syn	0.7
en:amazingly	en:unbelievably	~syn	0.7
fr:doués	fr:talentueuse	~syn	0.7
fr:mécénat	fr:commandites	~syn	0.7
en:barge	en:houseboat	~syn	0.7
fr:fixe	fr:fixé	~syn	0.7
en:gross	en:brutes	~syn	0.7
en:joker	en:wildcard	~syn	0.7
fr:sparrow	fr:moineau	~syn	0.7
fr:requin	fr:shark	~syn	0.7
fr:msd	fr:tms	~syn	0.7
fr:infractions	fr:délits	~syn	0.7
fr:dérivants	fr:dérivant	~syn	0.7
fr:touch	fr:touche	~syn	0.7
en:pulp	en:dough	~syn	0.7
fr:réglage	fr:ajustement	~syn	0.7
en:advertisement	en:publicity	~syn	0.7
fr:mexicaines	fr:mexicaine	~syn	0.7
fr:ossature	fr:cadre	~syn	0.7
fr:épargnes	fr:épargne	~syn	0.7
en:sitting	en:sit	~syn	0.7
en:mary	en:miriam	~syn	0.7
en:surviving	en:survivors	~syn	0.7
fr:seul	fr:seulement	~syn	0.7
fr:chœur	fr:chœurs	~syn	0.7
fr:vaincu	fr:battus	~syn	0.7
en:charger	en:loader	~syn	0.7
fr:circuits	fr:visites	~syn	0.7
en:purpose	en:objective	~syn	0.7
en:moisture	en:hydration	~syn	0.7
fr:crochets	fr:parenthèses	~syn	0.7
fr:collées	fr:collée	~syn	0.7
fr:intéressante	fr:intéressantes	~syn	0.7
fr:ramassage	fr:pickup	~syn	0.7
fr:confuse	fr:troublé	~syn	0.7
en:exhausting	en:tiring	~syn	0.7
fr:córdoba	fr:cordoue	~syn	0.7
en:violated	en:breached	~syn	0.7
en:engraving	en:gravures	~syn	0.7
en:#it	en:#he	~syn	0.7
en:sewing	en:tailoring	~syn	0.7
fr:ralentir	fr:lent	~syn	0.7
en:overhaul	en:recasting	~syn	0.7
en:shade	en:hue	~syn	0.7
en:indoor	en:inland	~syn	0.7
en:unfortunate	en:regrettable	~syn	0.7
fr:échapper	fr:fuite	~syn	0.7
fr:recycle	fr:recycler	~syn	0.7
en:swindle	en:scamming	~syn	0.7
fr:financées	fr:financée	~syn	0.7
fr:ajuster	fr:ajustement	~syn	0.7
fr:envoie	fr:envoyer	~syn	0.7
fr:courriers	fr:passeurs	~syn	0.7
fr:blessure	fr:lésion	~syn	0.7
fr:cable	fr:câble	~syn	0.7
en:injuries	en:lesions	~syn	0.7
fr:patron	fr:patronne	~syn	0.7
en:anthony	en:antony	~syn	0.7
fr:contusions	fr:hématomes	~syn	0.7
en:processors	en:cpus	~syn	0.7
en:cabin	en:booth	~syn	0.7
fr:ancrer	fr:incorporer	~syn	0.7
en:literates	en:illiterates	~syn	0.7
en:pisces	en:poissons	~syn	0.7
fr:malaisien	fr:malaisie	~syn	0.7
fr:couvertures	fr:housses	~syn	0.7
en:icu	en:uti	~syn	0.7
fr:taxe	fr:impôt	~syn	0.7
fr:limitée	fr:limitées	~syn	0.7
en:skate	en:stingray	~syn	0.7
fr:baiser	fr:baise	~syn	0.7
fr:actuaire	fr:actuariel	~syn	0.7
en:stranger	en:foreigner	~syn	0.7
fr:wild	fr:sauvage	~syn	0.7
fr:bloquées	fr:bloquée	~syn	0.7
en:cup	en:coupe	~syn	0.7
fr:nsc	fr:cns	~syn	0.7
en:choking	en:smothering	~syn	0.7
en:punishment	en:punishments	~syn	0.7
fr:privilège	fr:privilégiés	~syn	0.7
fr:inciter	fr:incitent	~syn	0.7
fr:tribaux	fr:tribale	~syn	0.7
en:supremacy	en:primacy	~syn	0.7
fr:asymétrique	fr:asymétrie	~syn	0.7
fr:refuser	fr:décliner	~syn	0.7
fr:formant	fr:formage	~syn	0.7
fr:renseignements	fr:information	~syn	0.7
fr:matériaux	fr:matériau	~syn	0.7
fr:innovant	fr:innovateur	~syn	0.7
en:drums	en:kegs	~syn	0.7
en:depends	en:depend	~syn	0.7
fr:permanente	fr:permanentes	~syn	0.7
fr:ventilateur	fr:éventail	~syn	0.7
fr:attends	fr:attendez	~syn	0.7
fr:attractif	fr:attrayant	~syn	0.7
en:grigory	en:grigori	~syn	0.7
fr:respiratoire	fr:respiratoires	~syn	0.7
en:bartender	en:barman	~syn	0.7
fr:tombes	fr:caveau	~syn	0.7
en:perfumes	en:parfums	~syn	0.7
fr:mensuellement	fr:mensuels	~syn	0.7
fr:capables	fr:capable	~syn	0.7
fr:bouleversé	fr:contrariée	~syn	0.7
fr:contingent	fr:quota	~syn	0.7
en:pause	en:interrupt	~syn	0.7
fr:diamants	fr:diamant	~syn	0.7
en:sequence	en:sequences	~syn	0.7
en:nominations	en:appointments	~syn	0.7
en:attackers	en:assailants	~syn	0.7
fr:slim	fr:minces	~syn	0.7
fr:centré	fr:centrée	~syn	0.7
fr:insulaire	fr:insulaires	~syn	0.7
fr:démocratique	fr:démocrate	~syn	0.7
en:beautiful	en:gorgeous	~syn	0.7
fr:époux	fr:mari	~syn	0.7
fr:extraire	fr:extrait	~syn	0.7
fr:crustacés	fr:mollusques	~syn	0.7
fr:recommandée	fr:recommandées	~syn	0.7
fr:excitée	fr:enthousiaste	~syn	0.7
en:polarized	en:polarised	~syn	0.7
fr:brèves	fr:brève	~syn	0.7
en:clinics	en:dispensaries	~syn	0.7
fr:chrome	fr:chromé	~syn	0.7
fr:flottant	fr:flottante	~syn	0.7
en:myers	en:meyers	~syn	0.7
en:intended	en:destined	~syn	0.7
fr:indienne	fr:indiens	~syn	0.7
fr:sunday	fr:dimanches	~syn	0.7
fr:tendus	fr:tendues	~syn	0.7
